sample	CMS	phenotype	images.per.sample	cells.count.sum	cells.count.median	cells.count.mean	group	category
NIC03	CMS4	Apoptotic_cells	3	68	25	22.6666666666667	Undefined	Undefined
NIC04	CMS4	Apoptotic_cells	3	821	137	273.666666666667	Undefined	Undefined
NIC05	CMS2	Apoptotic_cells	2	69	34.5	34.5	Undefined	Undefined
NIC06	CMS3	Apoptotic_cells	2	56	28	28	Undefined	Undefined
NIC07	CMS2	Apoptotic_cells	3	59	14	19.6666666666667	Undefined	Undefined
S52	CMS1	Apoptotic_cells	3	12	3	4	Undefined	Undefined
NIC12	CMS1	Apoptotic_cells	3	44	13	14.6666666666667	Undefined	Undefined
NIC13	CMS1	Apoptotic_cells	3	217	69	72.3333333333333	Undefined	Undefined
NIC15	CMS4	Apoptotic_cells	3	259	112	86.3333333333333	Undefined	Undefined
NIC16	CMS2	Apoptotic_cells	3	109	42	36.3333333333333	Undefined	Undefined
NIC17	CMS2	Apoptotic_cells	3	88	28	29.3333333333333	Undefined	Undefined
NIC18	CMS3	Apoptotic_cells	3	51	16	17	Undefined	Undefined
NIC19	CMS3	Apoptotic_cells	2	40	20	20	Undefined	Undefined
NIC20	CMS2	Apoptotic_cells	2	19	9.5	9.5	Undefined	Undefined
NIC21	CMS2	Apoptotic_cells	1	2	2	2	Undefined	Undefined
NIC22	CMS2	Apoptotic_cells	3	413	179	137.666666666667	Undefined	Undefined
NIC23	CMS3	Apoptotic_cells	3	110	34	36.6666666666667	Undefined	Undefined
NIC24	CMS4	Apoptotic_cells	3	71	21	23.6666666666667	Undefined	Undefined
NIC25	CMS4	Apoptotic_cells	3	109	41	36.3333333333333	Undefined	Undefined
NIC27	CMS2	Apoptotic_cells	3	152	67	50.6666666666667	Undefined	Undefined
NIC29	CMS4	Apoptotic_cells	3	108	31	36	Undefined	Undefined
NIC03	CMS4	Apoptotic_tum	3	69	23	23	Tumour_cells	Apoptotic_tumor_cells
NIC04	CMS4	Apoptotic_tum	3	279	63	93	Tumour_cells	Apoptotic_tumor_cells
NIC05	CMS2	Apoptotic_tum	2	79	39.5	39.5	Tumour_cells	Apoptotic_tumor_cells
NIC06	CMS3	Apoptotic_tum	2	30	15	15	Tumour_cells	Apoptotic_tumor_cells
NIC07	CMS2	Apoptotic_tum	3	147	49	49	Tumour_cells	Apoptotic_tumor_cells
S52	CMS1	Apoptotic_tum	3	1	0	0.333333333333333	Tumour_cells	Apoptotic_tumor_cells
NIC12	CMS1	Apoptotic_tum	3	27	11	9	Tumour_cells	Apoptotic_tumor_cells
NIC13	CMS1	Apoptotic_tum	3	40	2	13.3333333333333	Tumour_cells	Apoptotic_tumor_cells
NIC15	CMS4	Apoptotic_tum	3	152	48	50.6666666666667	Tumour_cells	Apoptotic_tumor_cells
NIC16	CMS2	Apoptotic_tum	3	155	48	51.6666666666667	Tumour_cells	Apoptotic_tumor_cells
NIC17	CMS2	Apoptotic_tum	3	50	18	16.6666666666667	Tumour_cells	Apoptotic_tumor_cells
NIC18	CMS3	Apoptotic_tum	3	105	11	35	Tumour_cells	Apoptotic_tumor_cells
NIC19	CMS3	Apoptotic_tum	2	28	14	14	Tumour_cells	Apoptotic_tumor_cells
NIC20	CMS2	Apoptotic_tum	2	41	20.5	20.5	Tumour_cells	Apoptotic_tumor_cells
NIC21	CMS2	Apoptotic_tum	1	11	11	11	Tumour_cells	Apoptotic_tumor_cells
NIC22	CMS2	Apoptotic_tum	3	87	27	29	Tumour_cells	Apoptotic_tumor_cells
NIC23	CMS3	Apoptotic_tum	3	81	36	27	Tumour_cells	Apoptotic_tumor_cells
NIC24	CMS4	Apoptotic_tum	3	29	9	9.66666666666667	Tumour_cells	Apoptotic_tumor_cells
NIC25	CMS4	Apoptotic_tum	3	79	34	26.3333333333333	Tumour_cells	Apoptotic_tumor_cells
NIC27	CMS2	Apoptotic_tum	3	61	27	20.3333333333333	Tumour_cells	Apoptotic_tumor_cells
NIC29	CMS4	Apoptotic_tum	3	41	17	13.6666666666667	Tumour_cells	Apoptotic_tumor_cells
NIC03	CMS4	Bcat+_tum	3	1775	614	591.666666666667	Tumour_cells	Bcat+_tumour_cells
NIC04	CMS4	Bcat+_tum	3	3796	1082	1265.33333333333	Tumour_cells	Bcat+_tumour_cells
NIC05	CMS2	Bcat+_tum	2	2591	1295.5	1295.5	Tumour_cells	Bcat+_tumour_cells
NIC06	CMS3	Bcat+_tum	2	1737	868.5	868.5	Tumour_cells	Bcat+_tumour_cells
NIC07	CMS2	Bcat+_tum	3	4311	1417	1437	Tumour_cells	Bcat+_tumour_cells
S52	CMS1	Bcat+_tum	3	240	24	80	Tumour_cells	Bcat+_tumour_cells
NIC12	CMS1	Bcat+_tum	3	1632	227	544	Tumour_cells	Bcat+_tumour_cells
NIC13	CMS1	Bcat+_tum	3	350	96	116.666666666667	Tumour_cells	Bcat+_tumour_cells
NIC15	CMS4	Bcat+_tum	3	4072	1365	1357.33333333333	Tumour_cells	Bcat+_tumour_cells
NIC16	CMS2	Bcat+_tum	3	6337	2037	2112.33333333333	Tumour_cells	Bcat+_tumour_cells
NIC17	CMS2	Bcat+_tum	3	6528	2381	2176	Tumour_cells	Bcat+_tumour_cells
NIC18	CMS3	Bcat+_tum	3	1038	224	346	Tumour_cells	Bcat+_tumour_cells
NIC19	CMS3	Bcat+_tum	2	1334	667	667	Tumour_cells	Bcat+_tumour_cells
NIC20	CMS2	Bcat+_tum	2	2368	1184	1184	Tumour_cells	Bcat+_tumour_cells
NIC21	CMS2	Bcat+_tum	1	197	197	197	Tumour_cells	Bcat+_tumour_cells
NIC22	CMS2	Bcat+_tum	3	4127	1559	1375.66666666667	Tumour_cells	Bcat+_tumour_cells
NIC23	CMS3	Bcat+_tum	3	639	304	213	Tumour_cells	Bcat+_tumour_cells
NIC24	CMS4	Bcat+_tum	3	1971	731	657	Tumour_cells	Bcat+_tumour_cells
NIC25	CMS4	Bcat+_tum	3	3159	1011	1053	Tumour_cells	Bcat+_tumour_cells
NIC27	CMS2	Bcat+_tum	3	891	143	297	Tumour_cells	Bcat+_tumour_cells
NIC29	CMS4	Bcat+_tum	3	1316	441	438.666666666667	Tumour_cells	Bcat+_tumour_cells
NIC03	CMS4	Bcells	3	27	11	9	Bcells	Bcells
NIC04	CMS4	Bcells	3	20	6	6.66666666666667	Bcells	Bcells
NIC05	CMS2	Bcells	2	37	18.5	18.5	Bcells	Bcells
NIC06	CMS3	Bcells	2	0	0	0	Bcells	Bcells
NIC07	CMS2	Bcells	3	21	8	7	Bcells	Bcells
S52	CMS1	Bcells	3	2	1	0.666666666666667	Bcells	Bcells
NIC12	CMS1	Bcells	3	71	8	23.6666666666667	Bcells	Bcells
NIC13	CMS1	Bcells	3	145	5	48.3333333333333	Bcells	Bcells
NIC15	CMS4	Bcells	3	41	7	13.6666666666667	Bcells	Bcells
NIC16	CMS2	Bcells	3	1	0	0.333333333333333	Bcells	Bcells
NIC17	CMS2	Bcells	3	58	19	19.3333333333333	Bcells	Bcells
NIC18	CMS3	Bcells	3	279	72	93	Bcells	Bcells
NIC19	CMS3	Bcells	2	0	0	0	Bcells	Bcells
NIC20	CMS2	Bcells	2	1	0.5	0.5	Bcells	Bcells
NIC21	CMS2	Bcells	1	6	6	6	Bcells	Bcells
NIC22	CMS2	Bcells	3	90	17	30	Bcells	Bcells
NIC23	CMS3	Bcells	3	6	0	2	Bcells	Bcells
NIC24	CMS4	Bcells	3	141	50	47	Bcells	Bcells
NIC25	CMS4	Bcells	3	1	0	0.333333333333333	Bcells	Bcells
NIC27	CMS2	Bcells	3	314	133	104.666666666667	Bcells	Bcells
NIC29	CMS4	Bcells	3	8	1	2.66666666666667	Bcells	Bcells
NIC03	CMS4	CD11c+_macrophages	3	1109	318	369.666666666667	Macrophages	M1-like_macrophages
NIC04	CMS4	CD11c+_macrophages	3	147	50	49	Macrophages	M1-like_macrophages
NIC05	CMS2	CD11c+_macrophages	2	38	19	19	Macrophages	M1-like_macrophages
NIC06	CMS3	CD11c+_macrophages	2	178	89	89	Macrophages	M1-like_macrophages
NIC07	CMS2	CD11c+_macrophages	3	290	112	96.6666666666667	Macrophages	M1-like_macrophages
S52	CMS1	CD11c+_macrophages	3	361	122	120.333333333333	Macrophages	M1-like_macrophages
NIC12	CMS1	CD11c+_macrophages	3	362	122	120.666666666667	Macrophages	M1-like_macrophages
NIC13	CMS1	CD11c+_macrophages	3	191	69	63.6666666666667	Macrophages	M1-like_macrophages
NIC15	CMS4	CD11c+_macrophages	3	362	142	120.666666666667	Macrophages	M1-like_macrophages
NIC16	CMS2	CD11c+_macrophages	3	33	4	11	Macrophages	M1-like_macrophages
NIC17	CMS2	CD11c+_macrophages	3	300	109	100	Macrophages	M1-like_macrophages
NIC18	CMS3	CD11c+_macrophages	3	233	66	77.6666666666667	Macrophages	M1-like_macrophages
NIC19	CMS3	CD11c+_macrophages	2	55	27.5	27.5	Macrophages	M1-like_macrophages
NIC20	CMS2	CD11c+_macrophages	2	59	29.5	29.5	Macrophages	M1-like_macrophages
NIC21	CMS2	CD11c+_macrophages	1	43	43	43	Macrophages	M1-like_macrophages
NIC22	CMS2	CD11c+_macrophages	3	262	54	87.3333333333333	Macrophages	M1-like_macrophages
NIC23	CMS3	CD11c+_macrophages	3	47	8	15.6666666666667	Macrophages	M1-like_macrophages
NIC24	CMS4	CD11c+_macrophages	3	322	119	107.333333333333	Macrophages	M1-like_macrophages
NIC25	CMS4	CD11c+_macrophages	3	979	341	326.333333333333	Macrophages	M1-like_macrophages
NIC27	CMS2	CD11c+_macrophages	3	587	173	195.666666666667	Macrophages	M1-like_macrophages
NIC29	CMS4	CD11c+_macrophages	3	265	99	88.3333333333333	Macrophages	M1-like_macrophages
NIC03	CMS4	CD15+_Bcat+_tum	3	531	157	177	Tumour_cells	Bcat+_tumour_cells
NIC03	CMS4	CD15+_Bcat+_tum	3	531	157	177	Tumour_cells	CD15+_tumour_cells
NIC04	CMS4	CD15+_Bcat+_tum	3	819	364	273	Tumour_cells	Bcat+_tumour_cells
NIC04	CMS4	CD15+_Bcat+_tum	3	819	364	273	Tumour_cells	CD15+_tumour_cells
NIC05	CMS2	CD15+_Bcat+_tum	2	418	209	209	Tumour_cells	Bcat+_tumour_cells
NIC05	CMS2	CD15+_Bcat+_tum	2	418	209	209	Tumour_cells	CD15+_tumour_cells
NIC06	CMS3	CD15+_Bcat+_tum	2	241	120.5	120.5	Tumour_cells	Bcat+_tumour_cells
NIC06	CMS3	CD15+_Bcat+_tum	2	241	120.5	120.5	Tumour_cells	CD15+_tumour_cells
NIC07	CMS2	CD15+_Bcat+_tum	3	574	166	191.333333333333	Tumour_cells	Bcat+_tumour_cells
NIC07	CMS2	CD15+_Bcat+_tum	3	574	166	191.333333333333	Tumour_cells	CD15+_tumour_cells
S52	CMS1	CD15+_Bcat+_tum	3	30	10	10	Tumour_cells	Bcat+_tumour_cells
S52	CMS1	CD15+_Bcat+_tum	3	30	10	10	Tumour_cells	CD15+_tumour_cells
NIC12	CMS1	CD15+_Bcat+_tum	3	97	22	32.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC12	CMS1	CD15+_Bcat+_tum	3	97	22	32.3333333333333	Tumour_cells	CD15+_tumour_cells
NIC13	CMS1	CD15+_Bcat+_tum	3	77	31	25.6666666666667	Tumour_cells	Bcat+_tumour_cells
NIC13	CMS1	CD15+_Bcat+_tum	3	77	31	25.6666666666667	Tumour_cells	CD15+_tumour_cells
NIC15	CMS4	CD15+_Bcat+_tum	3	1221	463	407	Tumour_cells	Bcat+_tumour_cells
NIC15	CMS4	CD15+_Bcat+_tum	3	1221	463	407	Tumour_cells	CD15+_tumour_cells
NIC16	CMS2	CD15+_Bcat+_tum	3	1605	503	535	Tumour_cells	Bcat+_tumour_cells
NIC16	CMS2	CD15+_Bcat+_tum	3	1605	503	535	Tumour_cells	CD15+_tumour_cells
NIC17	CMS2	CD15+_Bcat+_tum	3	503	147	167.666666666667	Tumour_cells	Bcat+_tumour_cells
NIC17	CMS2	CD15+_Bcat+_tum	3	503	147	167.666666666667	Tumour_cells	CD15+_tumour_cells
NIC18	CMS3	CD15+_Bcat+_tum	3	256	88	85.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC18	CMS3	CD15+_Bcat+_tum	3	256	88	85.3333333333333	Tumour_cells	CD15+_tumour_cells
NIC19	CMS3	CD15+_Bcat+_tum	2	1335	667.5	667.5	Tumour_cells	Bcat+_tumour_cells
NIC19	CMS3	CD15+_Bcat+_tum	2	1335	667.5	667.5	Tumour_cells	CD15+_tumour_cells
NIC20	CMS2	CD15+_Bcat+_tum	2	333	166.5	166.5	Tumour_cells	Bcat+_tumour_cells
NIC20	CMS2	CD15+_Bcat+_tum	2	333	166.5	166.5	Tumour_cells	CD15+_tumour_cells
NIC21	CMS2	CD15+_Bcat+_tum	1	61	61	61	Tumour_cells	Bcat+_tumour_cells
NIC21	CMS2	CD15+_Bcat+_tum	1	61	61	61	Tumour_cells	CD15+_tumour_cells
NIC22	CMS2	CD15+_Bcat+_tum	3	197	65	65.6666666666667	Tumour_cells	Bcat+_tumour_cells
NIC22	CMS2	CD15+_Bcat+_tum	3	197	65	65.6666666666667	Tumour_cells	CD15+_tumour_cells
NIC23	CMS3	CD15+_Bcat+_tum	3	66	26	22	Tumour_cells	Bcat+_tumour_cells
NIC23	CMS3	CD15+_Bcat+_tum	3	66	26	22	Tumour_cells	CD15+_tumour_cells
NIC24	CMS4	CD15+_Bcat+_tum	3	224	72	74.6666666666667	Tumour_cells	Bcat+_tumour_cells
NIC24	CMS4	CD15+_Bcat+_tum	3	224	72	74.6666666666667	Tumour_cells	CD15+_tumour_cells
NIC25	CMS4	CD15+_Bcat+_tum	3	288	104	96	Tumour_cells	Bcat+_tumour_cells
NIC25	CMS4	CD15+_Bcat+_tum	3	288	104	96	Tumour_cells	CD15+_tumour_cells
NIC27	CMS2	CD15+_Bcat+_tum	3	374	66	124.666666666667	Tumour_cells	Bcat+_tumour_cells
NIC27	CMS2	CD15+_Bcat+_tum	3	374	66	124.666666666667	Tumour_cells	CD15+_tumour_cells
NIC29	CMS4	CD15+_Bcat+_tum	3	541	179	180.333333333333	Tumour_cells	Bcat+_tumour_cells
NIC29	CMS4	CD15+_Bcat+_tum	3	541	179	180.333333333333	Tumour_cells	CD15+_tumour_cells
NIC03	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	202	40	67.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC03	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	202	40	67.3333333333333	Tumour_cells	CD15+_tumour_cells
NIC03	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	202	40	67.3333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC04	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	8	2	2.66666666666667	Tumour_cells	Bcat+_tumour_cells
NIC04	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	8	2	2.66666666666667	Tumour_cells	CD15+_tumour_cells
NIC04	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	8	2	2.66666666666667	Tumour_cells	HLA-DR+_tumour_cells
NIC05	CMS2	CD15+_HLA-DR+_Bcat+_tum	2	1	0.5	0.5	Tumour_cells	Bcat+_tumour_cells
NIC05	CMS2	CD15+_HLA-DR+_Bcat+_tum	2	1	0.5	0.5	Tumour_cells	CD15+_tumour_cells
NIC05	CMS2	CD15+_HLA-DR+_Bcat+_tum	2	1	0.5	0.5	Tumour_cells	HLA-DR+_tumour_cells
NIC06	CMS3	CD15+_HLA-DR+_Bcat+_tum	2	5	2.5	2.5	Tumour_cells	Bcat+_tumour_cells
NIC06	CMS3	CD15+_HLA-DR+_Bcat+_tum	2	5	2.5	2.5	Tumour_cells	CD15+_tumour_cells
NIC06	CMS3	CD15+_HLA-DR+_Bcat+_tum	2	5	2.5	2.5	Tumour_cells	HLA-DR+_tumour_cells
NIC07	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	0	0	0	Tumour_cells	Bcat+_tumour_cells
NIC07	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	0	0	0	Tumour_cells	CD15+_tumour_cells
NIC07	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	0	0	0	Tumour_cells	HLA-DR+_tumour_cells
S52	CMS1	CD15+_HLA-DR+_Bcat+_tum	3	470	171	156.666666666667	Tumour_cells	Bcat+_tumour_cells
S52	CMS1	CD15+_HLA-DR+_Bcat+_tum	3	470	171	156.666666666667	Tumour_cells	CD15+_tumour_cells
S52	CMS1	CD15+_HLA-DR+_Bcat+_tum	3	470	171	156.666666666667	Tumour_cells	HLA-DR+_tumour_cells
NIC12	CMS1	CD15+_HLA-DR+_Bcat+_tum	3	92	45	30.6666666666667	Tumour_cells	Bcat+_tumour_cells
NIC12	CMS1	CD15+_HLA-DR+_Bcat+_tum	3	92	45	30.6666666666667	Tumour_cells	CD15+_tumour_cells
NIC12	CMS1	CD15+_HLA-DR+_Bcat+_tum	3	92	45	30.6666666666667	Tumour_cells	HLA-DR+_tumour_cells
NIC13	CMS1	CD15+_HLA-DR+_Bcat+_tum	3	160	51	53.3333333333333	Tumour_cells	Bcat+_tumour_cells
NIC13	CMS1	CD15+_HLA-DR+_Bcat+_tum	3	160	51	53.3333333333333	Tumour_cells	CD15+_tumour_cells
NIC13	CMS1	CD15+_HLA-DR+_Bcat+_tum	3	160	51	53.3333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC15	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	Bcat+_tumour_cells
NIC15	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	CD15+_tumour_cells
NIC15	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC16	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	19	6	6.33333333333333	Tumour_cells	Bcat+_tumour_cells
NIC16	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	19	6	6.33333333333333	Tumour_cells	CD15+_tumour_cells
NIC16	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	19	6	6.33333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC17	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	Bcat+_tumour_cells
NIC17	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	CD15+_tumour_cells
NIC17	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC18	CMS3	CD15+_HLA-DR+_Bcat+_tum	3	224	68	74.6666666666667	Tumour_cells	Bcat+_tumour_cells
NIC18	CMS3	CD15+_HLA-DR+_Bcat+_tum	3	224	68	74.6666666666667	Tumour_cells	CD15+_tumour_cells
NIC18	CMS3	CD15+_HLA-DR+_Bcat+_tum	3	224	68	74.6666666666667	Tumour_cells	HLA-DR+_tumour_cells
NIC19	CMS3	CD15+_HLA-DR+_Bcat+_tum	2	22	11	11	Tumour_cells	Bcat+_tumour_cells
NIC19	CMS3	CD15+_HLA-DR+_Bcat+_tum	2	22	11	11	Tumour_cells	CD15+_tumour_cells
NIC19	CMS3	CD15+_HLA-DR+_Bcat+_tum	2	22	11	11	Tumour_cells	HLA-DR+_tumour_cells
NIC20	CMS2	CD15+_HLA-DR+_Bcat+_tum	2	0	0	0	Tumour_cells	Bcat+_tumour_cells
NIC20	CMS2	CD15+_HLA-DR+_Bcat+_tum	2	0	0	0	Tumour_cells	CD15+_tumour_cells
NIC20	CMS2	CD15+_HLA-DR+_Bcat+_tum	2	0	0	0	Tumour_cells	HLA-DR+_tumour_cells
NIC21	CMS2	CD15+_HLA-DR+_Bcat+_tum	1	19	19	19	Tumour_cells	Bcat+_tumour_cells
NIC21	CMS2	CD15+_HLA-DR+_Bcat+_tum	1	19	19	19	Tumour_cells	CD15+_tumour_cells
NIC21	CMS2	CD15+_HLA-DR+_Bcat+_tum	1	19	19	19	Tumour_cells	HLA-DR+_tumour_cells
NIC22	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	26	8	8.66666666666667	Tumour_cells	Bcat+_tumour_cells
NIC22	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	26	8	8.66666666666667	Tumour_cells	CD15+_tumour_cells
NIC22	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	26	8	8.66666666666667	Tumour_cells	HLA-DR+_tumour_cells
NIC23	CMS3	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	Bcat+_tumour_cells
NIC23	CMS3	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	CD15+_tumour_cells
NIC23	CMS3	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC24	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	19	5	6.33333333333333	Tumour_cells	Bcat+_tumour_cells
NIC24	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	19	5	6.33333333333333	Tumour_cells	CD15+_tumour_cells
NIC24	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	19	5	6.33333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC25	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	Bcat+_tumour_cells
NIC25	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	CD15+_tumour_cells
NIC25	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC27	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	108	28	36	Tumour_cells	Bcat+_tumour_cells
NIC27	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	108	28	36	Tumour_cells	CD15+_tumour_cells
NIC27	CMS2	CD15+_HLA-DR+_Bcat+_tum	3	108	28	36	Tumour_cells	HLA-DR+_tumour_cells
NIC29	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	Bcat+_tumour_cells
NIC29	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	CD15+_tumour_cells
NIC29	CMS4	CD15+_HLA-DR+_Bcat+_tum	3	1	0	0.333333333333333	Tumour_cells	HLA-DR+_tumour_cells
NIC03	CMS4	CD15+_tum	3	222	73	74	Tumour_cells	CD15+_tumour_cells
NIC04	CMS4	CD15+_tum	3	495	70	165	Tumour_cells	CD15+_tumour_cells
NIC05	CMS2	CD15+_tum	2	95	47.5	47.5	Tumour_cells	CD15+_tumour_cells
NIC06	CMS3	CD15+_tum	2	34	17	17	Tumour_cells	CD15+_tumour_cells
NIC07	CMS2	CD15+_tum	3	61	19	20.3333333333333	Tumour_cells	CD15+_tumour_cells
S52	CMS1	CD15+_tum	3	20	5	6.66666666666667	Tumour_cells	CD15+_tumour_cells
NIC12	CMS1	CD15+_tum	3	72	9	24	Tumour_cells	CD15+_tumour_cells
NIC13	CMS1	CD15+_tum	3	79	21	26.3333333333333	Tumour_cells	CD15+_tumour_cells
NIC15	CMS4	CD15+_tum	3	172	75	57.3333333333333	Tumour_cells	CD15+_tumour_cells
NIC16	CMS2	CD15+_tum	3	191	64	63.6666666666667	Tumour_cells	CD15+_tumour_cells
NIC17	CMS2	CD15+_tum	3	131	35	43.6666666666667	Tumour_cells	CD15+_tumour_cells
NIC18	CMS3	CD15+_tum	3	41	15	13.6666666666667	Tumour_cells	CD15+_tumour_cells
NIC19	CMS3	CD15+_tum	2	64	32	32	Tumour_cells	CD15+_tumour_cells
NIC20	CMS2	CD15+_tum	2	18	9	9	Tumour_cells	CD15+_tumour_cells
NIC21	CMS2	CD15+_tum	1	9	9	9	Tumour_cells	CD15+_tumour_cells
NIC22	CMS2	CD15+_tum	3	163	52	54.3333333333333	Tumour_cells	CD15+_tumour_cells
NIC23	CMS3	CD15+_tum	3	22	8	7.33333333333333	Tumour_cells	CD15+_tumour_cells
NIC24	CMS4	CD15+_tum	3	69	24	23	Tumour_cells	CD15+_tumour_cells
NIC25	CMS4	CD15+_tum	3	314	122	104.666666666667	Tumour_cells	CD15+_tumour_cells
NIC27	CMS2	CD15+_tum	3	74	24	24.6666666666667	Tumour_cells	CD15+_tumour_cells
NIC29	CMS4	CD15+_tum	3	90	27	30	Tumour_cells	CD15+_tumour_cells
NIC03	CMS4	CD31+_CD38+_cells	3	605	220	201.666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC04	CMS4	CD31+_CD38+_cells	3	409	190	136.333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC05	CMS2	CD31+_CD38+_cells	2	12	6	6	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC06	CMS3	CD31+_CD38+_cells	2	128	64	64	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC07	CMS2	CD31+_CD38+_cells	3	68	26	22.6666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
S52	CMS1	CD31+_CD38+_cells	3	65	20	21.6666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC12	CMS1	CD31+_CD38+_cells	3	225	98	75	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC13	CMS1	CD31+_CD38+_cells	3	284	5	94.6666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC15	CMS4	CD31+_CD38+_cells	3	283	57	94.3333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC16	CMS2	CD31+_CD38+_cells	3	149	60	49.6666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC17	CMS2	CD31+_CD38+_cells	3	355	125	118.333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC18	CMS3	CD31+_CD38+_cells	3	116	29	38.6666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC19	CMS3	CD31+_CD38+_cells	2	25	12.5	12.5	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC20	CMS2	CD31+_CD38+_cells	2	16	8	8	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC21	CMS2	CD31+_CD38+_cells	1	4	4	4	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC22	CMS2	CD31+_CD38+_cells	3	429	125	143	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC23	CMS3	CD31+_CD38+_cells	3	46	1	15.3333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC24	CMS4	CD31+_CD38+_cells	3	576	191	192	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC25	CMS4	CD31+_CD38+_cells	3	1	0	0.333333333333333	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC27	CMS2	CD31+_CD38+_cells	3	203	51	67.6666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC29	CMS4	CD31+_CD38+_cells	3	209	95	69.6666666666667	CD31+_CD38+_cells	CD31+_CD38+_cells
NIC03	CMS4	CD39+_CD8-_Tcells	3	151	49	50.3333333333333	T_cells	CD4+_T_cells
NIC04	CMS4	CD39+_CD8-_Tcells	3	42	9	14	T_cells	CD4+_T_cells
NIC05	CMS2	CD39+_CD8-_Tcells	2	24	12	12	T_cells	CD4+_T_cells
NIC06	CMS3	CD39+_CD8-_Tcells	2	179	89.5	89.5	T_cells	CD4+_T_cells
NIC07	CMS2	CD39+_CD8-_Tcells	3	62	25	20.6666666666667	T_cells	CD4+_T_cells
S52	CMS1	CD39+_CD8-_Tcells	3	108	29	36	T_cells	CD4+_T_cells
