"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Bcells",-0.000839993248874874,-0.0251759436749554,0.0301733129382069,0.025639741224613,0.0763161290941948,0.0476605557055635,0.0237667491511543,0.0972233218963953,-0.0362661714549325,0.0293476728044371,0.0397290524548256,0.0532760545196991,0.0307762889862519,0.0402350795896212,-0.0265234828291244,0.0318312462395815,0.0658501398460644,0.156782263929681,0.0102869605354948,0.0317152661664523,0.016224392337696,0.00753339465163001,0.00198440819919175
"CD4 Tcells",-0.00361724470501166,-0.013064823717751,0.00379099096300186,-0.0261013848555847,-0.0270369361410057,-0.049482655375545,-0.0231442038389918,-0.024157262261364,-0.0120219588701172,-0.0362777327946799,0.00427841036689485,-0.00887070232723904,-0.0375422148838433,-0.0135754145492659,-0.0127371923744059,-0.00685222934288527,-0.0229518004909343,0.062436887211918,-0.00832939739644253,-0.0164842543735417,-0.00987623471103045,-0.0179889429749016,-0.00295271161343438
"CD8 Tcells",-0.0308985150226314,-0.0489788359199696,-0.00774088454558567,-0.08327954186296,-0.0981631847756979,-0.12185059409107,-0.0564109372827794,-0.076146390635484,-0.0614872769535532,-0.0861564763441474,-0.0378518777342509,-0.060046232330208,-0.0657760420597254,-0.0562842541658215,-0.0594038149247965,-0.0448622260502519,-0.0661233275588265,-0.133987089384156,-0.0434261012841874,-0.0421138797541159,-0.0409939835407715,-0.0359953613201056,-0.0132233003740015
"Cancer cells",0.558230193065824,0.468082878125479,0.126479179299715,0.25974277294589,0.656398494044909,0.717182442309677,0.614816929154237,0.666903571975661,1.03484906347983,0.548776430825691,0.475854680184902,0.501226096998896,0.550328768203608,0.202774720987879,0.408507825173943,0.607762293267574,0.163142381619106,-0.0232014483963961,0.311763029800157,0.526090409655462,0.665089054328007,0.799774502252244,0.28838255649759
"Macro/mono Lineage",0.0900610488770203,0.212556434741175,0.360309989567395,0.167770634913467,0.125416594464456,0.0162418305046489,0.162961424916421,0.067416505447262,0.0163346544989865,0.0734121775516725,0.110240052421022,0.0812345601404181,0.174631122986817,0.375323869025488,0.337978093940563,0.15636979805307,0.175578920200176,0.398235664908786,0.226756781275977,0.114063891345727,0.0784962638259181,0.0907075437213886,0.408968823991772
"NK cells",-0.0543777440623182,-0.0797532359932673,-0.0109855765336981,-0.0889919480736196,-0.106231319782942,-0.130100744870521,-0.0629374035016119,-0.105838909601535,-0.0705514062382697,-0.102245032758727,-0.0403410775120056,-0.0434341428095101,-0.0409787845349284,-0.0578629125976832,-0.0775338552561206,-0.0458228669678146,-0.0824319298098852,-0.150562860465942,-0.0374550865882948,-0.0453207529783937,-0.0499225064228951,-0.0316253725203048,-0.0208614700608139
"Proliferative Tcells",0.0768031807596601,0.0149133208823632,0.0386931217784923,-0.070304826826534,0.044316022839019,-0.0404674434433515,0.0168800487676661,-0.00682254651060421,0.0151921868219819,0.0199290445783153,0.0593064792872373,0.0602435126503988,0.00649352856138824,0.0289433028481206,-0.0579316187176261,0.0452569129555099,-0.00798463207620144,-0.229007384462184,-0.00437348494304797,0.004871662133242,0.00596734681986346,0.0152371482307625,-0.00641158055427993
"Regulatory CD4 Tcells",-0.0310024537430382,-0.0614075040252203,-0.00728588433888649,-0.0681839604247412,-0.0909104403542166,-0.114641441989268,-0.0475295223034165,-0.102044319904143,-0.0558353122707932,-0.095242450387729,-0.018527734262841,-0.0388106130787564,-0.0909420339523831,-0.0322132678559916,-0.0595386701002203,-0.0270272016194494,-0.0795507891110737,-0.0434624231233786,-0.0212201610568388,-0.0355628037104036,-0.040254674473439,-0.0321119726877664,-0.00423910839491457
"Stromal cells",0.39564152807937,0.532827709582146,0.46656575087136,0.883708512959469,0.419894640611282,0.675458051249867,0.371596914937321,0.483466029593812,0.169786220986863,0.648456366525168,0.407312014794215,0.455181466236301,0.473009366692815,0.512658876717653,0.547182715087788,0.283344273464666,0.854471037381575,0.962766389781671,0.565997459657183,0.462740461515571,0.375270341836652,0.204469060647053,0.348352382308891
