"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Bcells",0.552143824461517,0.497047296490171,0.846719765302799,0.437747197161291,0.252608760877395,0.38125562596845,0.512418273685345,0.50379544032806,0.114006462218801,0.483456301975261,0.408035274441001,0.496067929079574,-0.104966913008421,0.450924114951001,0.248778522904027,0.326928697162732,0.378379784992727,0.51272961829972,0.362416622080471,0.41205388262557,0.386812156404763,0.500519342295191,0.680153785853769
"CD4 Tcells",-0.223935296000759,0.0428185945784579,-0.221594260241493,-0.0224309561453928,0.883630603044245,0.839869959871108,0.344977532490458,0.936054609127908,2.01515031490792,0.168394105753955,0.618734871964165,0.436246048029816,0.614581811028407,0.130099121113043,0.665414145529546,0.506299297467522,0.645037711212695,-0.608504276545213,0.0734544102030548,0.508738417277555,0.842134596365769,0.381738050834823,-0.452237403308222
"CD8 Tcells",0.0623262618462957,0.182858900003799,0.0779159299332497,0.436469446041051,-1.09845613973632,-0.0908123428788989,-0.202466717589029,-0.457890683282787,-1.73575759985145,-0.133861298229252,-0.578644068634609,-0.259739388135813,-0.657493078015343,-0.00576133346583477,0.012410812440908,-0.449361629369191,-0.180378157826736,0.89276244181444,-0.382953899173323,-0.207032336634908,-0.705371803783552,-1.85537762986704,0.068918608899694
"Cancer cells",0.479837579530896,0.18158670011705,0.0165056489743166,-0.0784875089037709,0.334804486904405,0.166101384060415,0.387839809851397,0.354691034369559,0.791827364868815,0.296445992656313,0.259829055623735,0.169772412694673,0.288076521148578,0.0681239578157526,0.0732428034729325,0.383158227377355,0.00205448774709683,-0.219934317792873,0.218784520504711,0.218064520100941,0.857658809676569,1.75537931904229,0.14460356504563
"Macro/mono Lineage",-0.0824119288274203,-0.0985951534923189,0.00599623849263715,-0.120206411657778,0.0553234768704121,-0.000597641861748086,-0.061988048496146,-0.0203538740923595,0.0726112393491428,-0.06035208088098,0.00113759558640645,-0.0480259422213056,0.149765031569382,-0.00568528970784252,0.0358539492910846,-0.0137879053864655,-0.0378149299250861,-0.180125880451839,0.0160833925649464,0.0203201964911847,-0.0904693560888619,-0.0125112249322515,0.0755059890018271
"NK cells",-0.134535292656617,-0.04688545909927,0.0542206511159375,0.0313554096516451,0.0291604077408089,0.0155770006579363,-0.138529129315791,-0.0142690008892064,-0.008139688101719,-0.0399570864548708,0.0552800614859456,0.0732352366838318,0.055760743377429,0.00650116309085351,-0.00592346259347086,0.0645036342729122,0.037260000444106,0.005913323737566,0.102821650190139,0.0718337829764485,-0.0335202602150947,0.0801843931179528,0.0349281255542275
"Proliferative Tcells",0.219341154267515,-0.144946647525872,-0.0831826495029411,-0.641002403055601,0.95619170131172,-0.0293523414153725,0.475027481271391,0.405954939765111,1.57211869697642,0.219966840845971,0.519250946214802,0.160211139595777,0.136797782172076,-0.102439989168135,-0.260601284570669,0.42100257610334,-0.0302794349279552,-1.08328716546453,0.163446238233621,-0.0727475859942084,0.78358292744492,2.04316144497376,-0.174242315697649
"Regulatory CD4 Tcells",-0.70914637782307,-0.587858839403432,0.0699568373467538,-0.22589756901512,-1.41896135470041,-0.712149482942362,-0.902178486594281,-1.14270171744474,-2.08139556326302,-0.483871733235584,-0.620694657204579,-0.47291399174523,-0.643980190066532,-0.236528348344128,-0.599889992513729,-0.418090915735205,-0.545903936539592,0.0489911742198826,-0.5921341873778,-0.623030904695171,-1.51588548991876,-2.3780984916344,0.177118168244837
"Stromal cells",0.836380075201644,0.973974608331415,0.23346183857874,1.18245279592367,1.00569805768774,0.430107838540473,0.584899284696655,0.434719252118457,0.259578772895096,0.549778957569186,0.337070920523132,0.445146556018676,1.16145829179442,0.69476660371529,0.830714506039371,0.179348018107,0.731644474822746,1.63145508218285,1.03808125277418,0.671800027852589,0.47505842011425,0.485004796169676,0.445251476405886
