	Cancer_cells	Stromal_cells	Macro/mono_Lineage	Bcells	Regulatory_CD4_Tcells	CD4_Tcells	Proliferative_Tcells	NK_cells	CD8_Tcells
NNMT	1730.79977481204	54331.5893559911	320.854069163685	16.6360310054447	63.2074042992086	40.4628376809443	488.302252861642	32.190910422326	15.2495277012965
CTGF	17251.537305613	59373.4504731313	263.34750197816	39.5628871913655	58.5417329200684	52.5282082554512	164.901874213201	33.2814317394697	34.6291327882111
CYR61	5424.14668548139	48199.8180259297	191.618541740497	27.8532368584477	47.6065853613718	45.0886054937541	176.795399088105	61.4611077522904	41.4582154387452
POSTN	845.463360098946	54939.2538855166	299.627483667637	28.9120415425986	41.770587713882	29.7249608400722	42.6256775898029	44.3918516522958	25.8868158632488
C1S	670.556860562957	58232.4341853403	307.435168931197	25.5908555856684	42.5901916679868	42.1071576496888	77.394863517222	13.3973309751872	19.1678746137427
CAV1	1923.541841984	45549.692633693	139.507847433507	25.2843222607198	44.51519103285	48.5021846508993	290.845035103164	13.9591613826842	24.4961886191045
COL6A1	5448.90931552235	58416.8121102683	465.780296927799	124.126011348227	36.4465160491691	27.4713573675662	98.4857824613662	25.7763660908118	43.4750426089564
C1R	4393.32215124419	53188.6198368911	162.45832184619	52.5132362890635	70.3121258017136	21.9194319629102	203.698692637206	25.4641236441253	45.9802595672907
TPM1	90782.3192304947	69971.2734661845	1364.40700420859	244.763241204646	241.222626946685	177.215592395358	1445.97209085077	270.88146430194	289.767906931252
MMP2	1213.40704531909	52803.9157093978	388.287519827297	58.8313876533562	84.3416862686925	68.539787641505	252.211858750768	44.300125857176	18.0311030586715
COL4A2	2675.20154393539	46840.2050197818	254.516160531606	16.7566341910971	44.5215369832487	40.9548862299053	59.2680092533339	5.67539064413214	30.2593906554754
AEBP1	988.416510819367	41211.8252726999	117.952944369157	113.385836033894	31.8030666197944	46.9581465695771	142.213995781703	21.7931764604867	26.3663631510478
THY1	793.222495546779	50126.7658561552	121.196394597196	15.1714434755746	28.5733014978632	46.7282856478947	24.448525164703	47.930380028003	119.793446744674
A2M	1394.53363766266	48237.5720845779	4829.16250051712	18.205081655231	69.8428660991111	33.191084726154	77.7562867053533	23.7120682913449	29.8803983463367
PTRF	4545.73821717095	35994.9750749353	378.428770873669	9.92183773521679	31.7515202420377	30.8383372314874	331.75732987689	14.77109742009	8.58686627871321
CCDC80	2298.26424609574	26763.9099669489	94.2146064929711	43.5503421038482	8.68005607327618	14.2570148396859	26.3552917420107	26.9438784374138	12.1919672575497
FBLN1	959.276067594373	36367.4972578202	70.2095068480389	12.5449290541314	28.6964841180057	11.8220251037892	75.9260598814671	0	11.2233609800922
SELM	19018.584256476	66552.9049965709	1607.75610595268	507.571680676967	771.255138721707	787.60396935124	397.498546118122	237.757500160293	400.984810240604
GNG11	1543.29360206679	38796.0774388609	267.907399197369	96.9358246763863	43.5375794409885	26.4082243025135	450.700201409069	13.8548342750626	22.4078067486684
SERPINF1	1539.84309777977	45853.5891846347	2380.72252802213	52.2952077531133	78.2872299634484	30.4489987080217	36.4775245185155	25.7742679311845	57.5118664326157
LGALS1	44686.8695069634	445123.252662033	119417.13138735	2276.60684722676	4473.12724959442	3075.07610892216	35286.9033433741	5433.99952713936	4609.20117090859
IGFBP4	14083.7977645819	45069.2878091596	1229.92398944597	59.6693308264214	83.5805224742151	148.924214799284	270.580581562973	126.169974290126	87.9049315647842
COL5A2	640.321353785181	34548.077968864	107.910619034647	13.2829068429119	21.7829803038439	12.0697530055479	252.215479715642	26.7240350203963	14.6497282956599
IGFBP3	5441.41846024368	37320.8682529382	179.685113580341	16.2591725678305	35.4502589418727	41.0312372918365	74.7502717499375	51.1688971435568	52.8392416270922
HSPG2	7178.2742565885	36622.2793309196	273.759351256973	42.0473827561548	37.4949055245566	52.2595062935317	222.729756132174	41.8261813810795	109.867013046192
PCOLCE	1094.15112043256	35433.6463122845	213.81532141554	25.3203341820875	42.2611335196052	29.4842437613332	83.2766118618494	32.4480164929525	38.4365195367999
GSN	25639.3115495604	43990.3206091954	9673.6591136299	140.574644203028	79.4484386919064	52.6156149590265	238.633888643958	197.764204180421	56.5793690917477
PRKCDBP	7814.26193710353	38738.3049538592	436.411005067915	13.3142246847689	211.073947885092	85.626835029611	882.915361007564	40.0151853052454	59.0938145252222
ID3	20398.4912489894	58035.7044176511	2596.64517832463	2049.5437777514	727.308535833089	393.265781852473	2051.77728970218	724.124013029378	339.853736469097
CRIP2	5460.63971979405	37579.8925300067	160.207474764896	221.02451658229	87.3687034185679	109.670176700949	190.384145337385	42.7890220191677	51.3939223545146
RAMP2	617.199029033104	33134.1435835364	108.882112188773	10.1573485822233	7.16404003105024	11.4950318276901	13.6126242367965	11.598371338058	7.47702491099346
FSTL1	943.358144864067	32444.4854995813	141.190145068271	51.3131324753568	12.1234753980754	35.0063961009963	25.7394192984759	8.35174057300942	52.2472007536792
CNN3	11188.8315136036	29622.6096629619	150.0880177784	211.193713492203	31.5649206004127	21.6671317545346	331.408425727801	71.7797301254218	41.164532448634
C3	934.155101155929	23700.0489859284	1051.22991218257	21.3086423873021	35.3336688163959	23.4562201221063	87.4052958989357	47.6488339522872	6.36731011131398
TIMP1	106811.219839226	298474.881386187	111932.72591638	540.268975700091	1416.5212866817	1457.69321551599	2724.19173752444	720.282182550861	561.351115947141
COL5A1	734.212767916927	29572.1234576205	68.6813724749331	23.1390276606668	39.6189188624973	40.5484191235119	50.2196118980128	18.5252370640105	27.5426180990119
SERPING1	717.636541298655	32940.4210486585	2462.60380241025	21.4828192071855	31.4501368778423	12.6821296793831	35.8149947499588	12.0790149691109	14.0526076272282
CTSK	783.315192301966	43146.9291363743	2703.03138082096	17.9274157901023	96.1095400798932	40.8512578470924	109.415477451212	40.3166416627081	37.2163680024142
COL18A1	771.825299186998	31221.2755103257	164.12469517752	21.3324881495577	61.6065698920245	81.7019043747783	183.817436327206	41.6624598189081	74.8768366742548
PRSS23	18484.0535996597	31746.8755645551	214.858703306193	62.0322034452377	42.7091000802044	33.5554978661888	224.933706367234	194.553590242822	20.0188405792593
SERPINH1	15277.1279020277	44162.5235687761	1096.04557036135	133.213489301341	399.964788566583	168.121846700008	655.221435660998	286.603473185794	242.154038029023
COL15A1	654.731315580946	26479.6037730706	159.640579913515	61.260720915869	19.9425799837665	5.93392126385533	23.6536885263746	8.73782799794484	16.0847344906124
COL12A1	342.243069422411	23619.4052469702	118.906736696757	6.24343636881623	20.7713910077318	18.5119436390469	80.8811306810607	17.5193354338236	49.8648515184388
SPON2	6566.16014443127	47482.0003771631	261.997129951539	84.8134937061799	153.479235208198	213.250537276488	252.66738828958	1586.39075423613	209.646756370352
MFGE8	4185.40971052218	31636.8927285547	264.857537414801	20.4757462313991	104.027178505949	81.8809701699967	411.166449080253	362.774128707057	92.063082269472
SULF1	474.662101031171	21992.8121470094	87.5833926996167	4.74360880812264	28.0260512173725	21.148568409268	21.2131809575614	5.72072188174781	11.1891619294589
SOD3	28128.6778730859	27458.1563071943	133.849408363091	27.1058751302073	33.3587686749538	41.2039144884916	30.6987125885585	34.1267472892087	12.7670870231653
TCF4	443.413758933787	29827.3542606845	2261.64779437562	1879.46799443339	26.0881559235168	7.91392334597643	139.722491633019	67.0432659772498	140.983393621817
ASPN	261.980280856974	20730.6448009806	137.52847573218	29.3861992861183	15.8645364047781	8.87504375009147	3.31168258492334	20.7771366945163	65.1420582871766
THBS2	392.449233690079	19589.5434447807	82.6674572514987	3.18006686177354	13.8297321745745	41.192950044147	48.5959776467614	19.0510420283552	13.5107631024537
CD59	44770.7170109187	52744.7972091554	6079.91772794257	388.505464563462	1016.01938359255	406.121099070064	2063.61767742649	259.489316439896	191.869772464958
S100A13	33827.1205480354	34736.6436150696	1353.17755528317	127.916330171756	104.205759827984	123.600506221023	281.820711158267	425.215591856354	60.3202021997566
IGFBP6	7640.31424176793	22374.641696928	418.452176085646	16.2924262841252	85.3218185338333	47.694628021609	406.250274525781	66.7355615430121	44.7828549358419
APP	46815.2128532833	33164.6277888608	2096.69123073137	251.167435963821	121.385882603189	132.40453653341	560.177536808007	116.100669299733	44.5735918655867
HTRA1	2209.52003610382	24761.4090456285	817.922033820921	6.46852654777825	31.109380043793	41.0940919119732	123.914744435759	32.2149835213215	60.6698900887433
WBP5	19481.1274641927	27659.9577319801	2570.35054793309	69.2028734324391	51.0663857104083	66.5241707259675	228.640525075908	30.6822871327956	24.452694942202
ENG	956.417664303724	23536.3995569892	3050.66771642929	112.382875483715	31.0434714526742	23.5984436493946	271.193319652163	57.4717764802295	27.4584744969409
ITGB1	36857.1055778818	53068.9048513267	6319.92026137037	833.601364389029	1063.8119785299	960.076188048438	3774.34939002755	1383.89685673749	804.909012856046
C10orf10	7779.13222665174	14797.3612452777	209.747540022226	27.8952489959754	65.5739217877074	33.5534323040813	136.045094446248	28.7816668655177	53.7958909110809
NGFRAP1	16287.5654486843	32473.8334660092	3475.56308719433	168.50176322425	487.003314082186	225.764920798366	536.712553164481	88.5604160043135	159.02622325285
SERPINE1	1915.96035725079	19548.5541781386	251.564853994409	16.4098034488682	55.9791685811419	9.47966951958609	86.7786847047196	21.0340265515666	13.5132657762807
MFAP4	123.228794541813	14803.6441594376	70.5357054609514	31.5692586758322	5.590737977145	1.18304048172627	8.2734081978606	21.1649159165294	9.04345521559141
MEG3	194.673069400933	17575.0021797936	49.9288974158169	2.6634968828051	24.0179668328044	18.9876476968054	26.5946807821695	8.6081714545613	0
VCAN	342.018722537677	27761.1912903421	9069.21428068496	9.05221917370688	13.2261502290508	17.5596126735207	25.4567266709483	6.49211208687613	22.5676267440194
VIM	7176.21630966511	304095.352255405	87824.0943557431	3432.13967395302	8261.33216822691	10041.6264084532	52511.3249925281	5758.37841196579	7254.32973088198
C11orf96	1003.9361366601	45361.9030322269	272.254123673245	22.8408049340136	8.75833268873555	82.6149290067869	69.662996455227	99.782538503186	7.92944090087752
MMP14	6313.87892317042	29054.5635103076	6294.79166651442	7.04225116082698	31.2828395528856	21.3755188381688	41.643247241339	12.1002905944666	23.0252226183382
TIMP2	4815.96324198483	23512.4263957453	6553.40834487798	45.5966941873955	34.9276744746602	46.0561766156212	127.573399092167	34.3792753626922	42.0263538525766
EMILIN1	390.707762720083	21521.4834512895	163.204646270758	3.36290032891468	22.5180791554241	8.48315272156198	107.553637351182	20.9009809659173	6.50746347009376
PPIC	19594.2899459415	21182.8656974425	591.489312141693	18.4059155589993	23.2058616138204	11.7377973300605	57.6693132353889	32.1238781400455	49.2144012589247
MYLK	730.025273740124	13938.1101454041	108.078462657344	5.69653377156283	6.4702381325555	31.9274423580851	276.694918759514	20.7878428928602	4.61442829903791
SLC9A3R2	5041.23306380557	26277.9199260978	93.5885921795567	36.7028742088034	17.794467606981	39.9590212352393	327.634755205249	19.8338887239727	24.9300577651945
LAMA4	1161.24759222032	19002.6291439276	174.451704321693	5.85933706776071	10.8546175623159	15.0354835162813	225.818272008187	1.40205614190984	1.4161790036208
EMP1	24534.6764292272	25608.3800809908	2692.50896697671	142.499931813593	61.6830692586924	78.4284418567956	123.651935562621	37.5978654499812	64.8212619959536
COX7A1	250.305891698636	16445.0751137086	72.9273755840222	9.86888376449768	11.6566878581924	5.1955591689871	4.4961501626159	0	9.20347072009276
MXRA8	208.728947123198	19192.7261509487	70.2420278842255	25.4496474538591	33.0667453969344	5.63183727946421	160.678779791316	23.9213950092431	21.1318902845644
CRYAB	6151.46592888287	15203.7973361241	246.266599878938	7.49693085221271	9.63195804312482	40.2236433620015	180.432353505092	26.84732673506	16.6306632889444
FILIP1L	2528.76795745536	16304.9862078431	717.607313179093	40.3353408504653	15.2364615431223	19.3940798660427	22.3041169049085	7.11998503030819	21.9121731157273
RAB13	22809.449002284	27241.8341222866	4165.38502495269	159.054901305523	47.8325361764818	38.4647636508219	306.815126016018	20.1082942495866	32.3529011276902
CD63	189793.56978586	142369.159812758	50505.6886296103	988.497775424152	1483.24004419745	1535.92825260061	8244.76642303186	4046.58246187904	3071.38129544102
CALU	14986.5398074608	22922.6769714785	2650.35329449925	104.235010192115	321.28791108879	176.594785338579	675.323582989985	100.968219908976	142.299302945447
ADAMTS1	48.9542922446622	12367.9385762799	6.19168561296003	11.1034374861515	1.97983819702755	4.04822525149002	6.97567273370839	92.9096168909453	7.19568297364574
ACTN1	16283.5265816069	21210.5979972378	4070.30152439222	16.7976475379294	92.6781758600504	157.332729292318	519.214820315341	77.5735020383218	23.3641903619605
CXCL12	269.273749901038	13338.5611910588	640.836674552119	1.90325479447829	5.113558550585	4.59579761753708	47.4267308981277	14.1445755850339	5.15259949603937
PALLD	3895.37680962186	14725.8046427799	625.737891076655	13.6524539622141	23.2220475796876	29.052560526348	12.5935856643532	43.8628964475328	14.871478181909
EPAS1	4327.07420492404	18187.8861779024	1192.28505945135	114.968670798014	197.366598011622	75.0296864408694	420.164453306167	115.691865139934	102.121301411152
PDGFRB	117.104043809239	13404.5476923163	65.2520918764128	11.6983163317866	4.17080214773774	4.87841684258301	46.1702314138436	62.6292316660147	25.5857906861922
MCAM	48.1776403575907	14150.3468139701	31.8517596211022	22.8831208362387	123.240810034768	121.391791645328	350.721157451778	6.25263294766327	20.2776325167634
PDLIM3	741.570597606745	13309.8889455645	40.6913299951237	7.73454999461976	8.01346203037243	9.27395840610781	55.3684567614068	10.6820052854539	3.35158551623408
CLEC11A	3576.98600593603	17026.1318776818	2440.55925366256	32.5222403110396	75.6698672353772	50.5393976970606	30.389609349538	66.2308712441247	16.342654185946
PMP22	8235.97907616458	18326.9831320035	7252.11545616757	9.14301412608311	27.3480566500803	100.198943252666	64.6997857608739	23.6042300719041	12.089192475705
EFEMP2	387.569630396123	15387.7890360246	110.394785804595	13.2726719025886	2.11752600292887	6.58430891757107	1.06071403826859	53.1329474132539	0
ANTXR1	120.034453560581	14456.3150705467	330.695910306861	26.0268870768882	12.3052847344263	8.49797722066972	24.2227730278513	7.83126687750852	37.7159532558568
EGFL7	2078.95488456448	14877.7655393244	328.072493518256	16.4348234111703	7.85264688743095	25.5949658686843	232.219798499334	3.96997509238482	15.9543668266825
LHFP	286.831428563976	11569.316398813	71.7720972824935	1.98790972632494	29.1718617740563	11.3879118173031	42.2707926408685	8.41026452306486	16.7300726289439
INHBA	563.924198445659	21775.9976329587	6843.30371982116	5.99706152517021	17.640776441408	14.193176223307	84.5486588990091	10.4978027593439	13.6993726388402
SDC2	296.959231313155	15997.1249853474	2828.28334128105	6.32164459775049	11.7580627248632	9.47733454866953	93.7163322363074	7.48618230281697	15.9713883540674
THBS1	7291.91109556102	17971.8096980348	7394.22011132157	12.3217546190473	38.7617578112702	79.094771705728	135.766940717152	118.219648209419	32.0716676705962
EFEMP1	122.570407455631	10617.2549810174	47.3702303210497	13.8867383080491	9.17678006828949	6.37318140683504	40.5148125254413	17.5968526904937	3.11236383489021
ISLR	114.533100263862	19822.0779828289	27.5616036887337	9.75761453643866	18.5066906604697	16.2116831760413	3.11201534136415	27.3077397288251	23.0024710315982
CAV2	4347.70217044202	11685.8950398576	33.7569624145857	13.576288312864	19.9069962326906	10.5489457537411	126.960892408532	5.42258742058774	17.8837353307233
NR2F2	7167.63351405084	11040.2184947794	27.5238328595735	4.6641596123098	9.11592383909409	5.76619514374843	23.0081414550356	6.22224880777766	7.52048931721886
FKBP10	4373.4224032587	14781.0187640807	64.6480862810775	16.3041849810593	17.0844759153933	25.0657932149402	161.602425603375	5.6946037329133	7.29841456764212
RCN3	1217.09454494312	13883.8173053745	238.311748546475	5.39070404151374	21.7583530540784	27.3165689856991	8.03614744164188	12.5466137501922	28.4722858424
TFPI	3477.94996383992	12685.5899918461	303.764596247719	0	2.86756606506884	26.7212266734563	28.149273009864	31.9943117492838	0.914381984071711
TGFB1I1	2103.66901332913	13360.1155085814	94.7017146785594	40.3643806915594	42.4179243222725	3.91430000754112	26.8299827456291	17.8119534290495	4.14421746946446
HSPB1	261602.54692315	136504.759904463	23593.3384665307	3676.82364791269	4465.75606990107	2964.4009793511	9321.226596245	2685.29733516178	2512.86139734377
CRISPLD2	596.629175306217	10827.4036351552	817.704138215649	9.54193923758325	6.4940843738029	27.4686917029503	11.4329316643642	10.0974143445539	1.59278282714997
CDH11	185.154533563271	11591.6928643232	27.471438390225	0	18.4131015422799	0	30.838063330801	0.613367447023592	0
PLPP1	2938.81720757444	13787.8566352112	204.066733630758	100.625173688698	67.2967686849103	91.4585308117668	729.470576505135	280.483513929204	284.445775515951
NUPR1	41367.7604642012	24423.5382920966	10965.3004064514	55.0868558652261	101.620241829623	84.5583538098318	183.311917092201	76.0775458093524	134.943944234207
PLAC9	225.444746253061	9232.23611476661	30.2634275583281	7.65604314786203	6.92328697447318	5.68562818080986	91.2552798614925	12.4080221915361	5.91058477139995
MARCKS	24261.7391859975	27092.0447949506	13775.5418656233	711.697348334188	20.3912042142994	27.6005602243412	150.792887148946	15.2368186679286	43.2176303655968
LAMC1	3441.97925610341	12338.7400596931	104.762231309225	57.6993548544692	2.45651132867704	10.8355932398074	34.0530148858893	14.7482693053744	11.2468863450994
PDLIM7	5340.30494344271	16146.8341744861	2152.88095751066	205.416688378964	117.695828675104	84.3128627234022	1013.31430509444	108.138682473658	89.3014093765218
NFIB	9457.19403609951	10630.62230717	54.4710399287666	114.948016965458	8.97493693155439	16.1850127784242	108.627949229137	34.0624487673057	8.63514769274706
PLAT	860.168482874367	17509.7391478888	76.2541051552909	14.2851694702759	54.1598891449313	131.436591807307	115.239907716574	5.70065408956828	12.8604627314606
CFH	1124.00150817921	10979.4100797985	257.932777759224	4.79241208175402	3.21280615107981	38.0129292253427	38.3349190125071	19.9044429068789	12.2364445864387
MAP1B	176.29643412172	10127.1407523534	39.1129200209401	23.6405326619556	2.86187890919142	5.5851700494186	145.787053051625	0	0.659733759735253
MXRA5	794.591250939287	11704.0057733676	36.5357590626186	8.36596355227518	12.6145912210502	1.39499006370662	54.1657738518183	3.19762862609991	11.7549797859272
FBN1	252.288201841331	9793.41111361737	36.0687237937414	0.579270001474329	1.0473641758232	8.26116312351053	155.817937775758	14.4967545712963	0
NOTCH3	724.291856101298	10854.4705417352	91.5413145861709	10.8634187159497	7.43998637525118	10.1523342973409	22.2961799872652	0.935921609268179	5.82413606298624
LOXL2	391.635503550939	14107.8611515621	37.4237825800022	15.2908058767494	6.69279005496917	11.7128069005147	13.0620011944715	10.7801872977094	7.83055345243415
RCN1	28422.9879439914	17066.2843689335	925.085135465825	103.698005803685	55.3746742964098	69.4131340046363	273.225124950725	204.41222271024	88.865630643696
LPP	15288.0707678762	16628.190691493	2003.87110068048	479.336927294885	374.910442993182	306.738491861808	515.293981635201	258.752230991948	161.350079525584
CYB5R3	12668.0625755358	17115.2213086077	1997.50961109596	441.975693720344	279.277797624718	275.321345496464	1117.61041543337	147.627227743502	180.214654510402
DKK3	231.567651949681	13549.667092856	27.9054872290463	4.95029100193133	32.5209477715352	21.4482092866765	98.2402077633852	40.2290091387457	88.7171020899463
TCEAL4	14614.1429829101	14798.4550180378	2917.153309327	339.773138971664	222.651583610392	126.388760883891	282.315781139307	171.283859378611	86.0977619654013
COL8A1	320.013364596669	9696.89052852171	29.6464815939629	27.1018135461082	1.85440090913299	2.41760259037856	18.0270885901924	2.99117164106369	10.6434396645339
CLIC4	3781.36882286486	12584.4394325492	1695.91087577797	285.61460171049	51.1258655258318	4.50997041698567	158.070231609524	12.9063243300979	17.1647087908928
ARHGAP29	2962.71785132219	9291.41354217511	8.19107513413475	0.800670143035624	0.983480791427698	5.57877770611693	7.4148475894845	4.92982548982119	2.27481618985218
AKAP12	2846.48647579673	7986.48029399033	203.399958083798	2.92801621118331	20.998755544637	10.6541250924434	17.3158019679727	3.29563031424291	3.06089405691857
COL14A1	136.278659937375	8037.59784424606	22.4046279452434	0	3.90016791969168	0.716398547560208	0.454213520890705	9.58862165069401	3.5540339458843
PLPP3	2009.48232330084	9773.58013154611	220.080185681752	20.9010434021599	5.46337073247589	4.61953732367894	24.8847893931838	0	3.32675065992259
GJA1	216.704001381795	8842.84510756034	40.8222910646488	2.68631235540376	4.15236133316935	7.18117584935281	21.0868364155538	6.37084037571194	15.1362431190734
CPE	5419.41705001376	9056.28603440588	52.9579243495893	4.78595733987206	35.2115533577233	0.585696512351931	21.1919260277329	27.9287579369493	3.03477271337902
NFIC	4346.76977537961	13976.3444746309	1614.87162705199	181.987105795388	134.40258033478	100.165440235498	334.876595401036	50.583357391064	76.4359729032826
ITGA5	356.754932706074	12499.4785769656	1651.4659030966	12.7695578826386	54.096435735934	124.497257106808	312.141803794161	124.182416480549	70.9545436270314
TSPAN4	887.797211042103	13153.0811508421	2991.2354071322	12.1459983079486	64.7920015275048	26.9443924360236	354.449492262524	54.6300519529147	59.5667383192752
ANGPTL2	359.812593660797	10061.1248912089	54.905404332152	1.03993802368403	8.41913682653851	1.34213411014678	1.17837207066662	18.4443568315116	8.71930714853869
PLS3	8100.73264290956	9051.64858940371	141.006408735638	11.4851044249779	6.86362114846155	7.23852101840179	75.4990605718137	9.69591847760709	6.14749489448086
NID1	308.211378548722	9568.06030641076	78.2567015820797	25.4232583883748	10.2915622345925	0	16.3301168479562	0	1.983756897648
MFAP2	750.887541136608	11018.1521626067	30.1403091345751	3.6031028756574	2.60959985447421	4.74466390104709	41.5198311347594	18.5605477180446	20.6444589428751
CERCAM	821.765941433004	10633.6096212601	162.544399362928	14.4599948133735	24.5862865497455	27.512103881013	58.8596541361319	27.8277469028176	3.26535556103324
PLOD2	8347.20920681662	10505.1992516706	200.796712359374	8.43847470795309	11.3898817285226	4.49609859338869	0	4.31224316219828	9.59507614055986
PXDN	502.906485877351	10101.1173075489	49.6681000445559	3.66795380890283	3.84652843700768	28.2176312382339	0	0.830454502698965	4.60507595479697
TAX1BP3	22513.9862478469	18801.3746628192	2008.90609857698	364.855901171883	257.600385111747	177.363599878274	751.187150461479	155.609502825089	158.772321465922
EHD2	697.799179058036	8504.01487323103	61.7664799415227	1.8533990132826	3.1149200055741	6.11559445760075	0	8.04861962120966	13.0548931111005
OLFML3	623.760034045913	8599.9452249914	800.742250092529	4.41973596795228	16.9003759067159	6.55068860272584	37.2025592249191	9.74077855284672	4.02323542406537
FBLN2	231.694385768616	7939.813798092	50.7787460190978	5.17093147376629	2.5895461219861	2.68757335736166	37.4876059129583	0	1.03373350156581
PDGFRA	942.108451735907	9234.20045581386	74.7883429569063	0	15.9774457133964	11.2992431151243	6.09179621843544	0	6.94028358347682
LEPROT	12522.3399449997	15746.9561670205	3433.57049817075	239.377942625624	614.197926147777	247.006365096702	869.856917841434	151.480281200045	242.747307786156
FGF7	256.458003032687	7606.63723130011	68.9888235508663	3.9333350488805	18.5862026969712	0.868221731668262	0	0	1.49111402474756
PDLIM4	884.375064487184	11435.9457089542	292.169706214405	0	78.476934261157	38.2732762735471	533.908192768962	16.7473081597281	87.5548806730616
RAB31	384.532463292714	15463.9277239677	7691.88774322748	344.913746614732	13.9954804289602	21.5840794736789	14.10961434449	23.396850319122	21.5037098597564
PDLIM5	13535.7210476357	10579.1331342985	1319.54019479691	188.513897299089	110.329665231889	85.6941829464992	378.898526756637	127.635037243805	103.540135368924
LMCD1	1726.07749678422	10521.6376013559	57.7682993316972	15.778193244548	286.580381609424	22.88052127141	653.408958778491	5.38113514384257	80.5743335736875
CSRP2	1028.3764393941	8158.84102486712	32.0341562928937	6.15504800857447	9.42826284841033	12.7430692587084	75.2505059556812	1.94567512973302	0.384538993030568
C1orf54	659.251320231112	11267.6906843335	4459.04034806705	6.72307899052721	7.02821507142785	6.32525833045243	153.038723009614	19.7931940452396	19.4157696175719
PDPN	90.7610711957737	14020.9461140753	729.807189623478	17.4100613698275	7.97867449577558	1.1959914705452	0	0	27.9336526647885
NEXN	163.229720807952	7102.05656348	90.866756486301	36.3425171044606	4.23464277657179	1.7681938870343	17.7148867286916	29.9216934495227	1.68885304582417
PRRX1	160.99854642584	7740.15639945346	114.231059298962	1.64413111829951	2.04069517763281	10.0578821747216	0.531097271286365	6.46805596659477	26.4449810002226
FAP	931.065947555571	8562.70439133197	14.6361298331335	2.28987293524044	11.8791072847859	10.4440651651917	0	28.0348382031905	2.0446396425452
UACA	3548.08670699726	8014.29128634193	227.753991244502	13.8161845815494	15.1556779450617	7.92364973846868	20.6585497728791	65.6908420118422	19.0112633059404
TUBB6	1036.96571587164	9519.92166560428	1136.69377320062	90.9976059901171	6.67148032445844	9.03657406383899	68.9058955997	22.6022901612859	5.82676459494577
FERMT2	329.048211970788	7638.76073592922	30.2083662735918	3.16237082901369	4.17033384709468	4.79173297764855	86.8788699760167	1.63521445779379	2.29080708142225
WWTR1	1909.44909052349	8257.80398819375	16.9876734385795	6.57845580472368	31.7824247389045	11.0904912752179	64.0767710535043	6.39925659440529	16.6896060678852
PKIG	6501.42525227229	14932.5843064952	305.373899765937	1363.78885960645	83.2248487870959	100.270172223228	521.377684480689	79.3943973604478	23.7175545717655
HEG1	606.213471556945	9159.29858392343	270.084291135708	204.219913096511	47.4708499462228	51.2570393101551	146.848537108351	105.089492550172	59.4085482381931
DPYSL3	915.635519602132	8022.22036590704	143.098405135151	0	8.36163910825437	0	27.4876640794191	0.447696150995873	14.9791915896533
FHL1	206.122803315402	7576.46223780346	31.6034046758	7.36654490110477	28.1959495663681	68.4501184417161	52.192861374328	21.7879249597446	5.87482105672455
RAB34	281.641337913467	10108.8010275971	1612.78238286268	61.8132676074908	37.0864472768069	57.7398538316877	48.3982346974745	46.8290263577764	44.9818223387901
ENAH	6516.6781219024	6667.47403754149	53.3451926090224	11.7264392300084	28.1926256677727	11.4549952344396	98.8108652684909	14.2901142033195	1.33933027844279
RBPMS	5389.52056833373	9656.43471570637	126.16994123707	114.378301608436	7.95078527536118	12.7767002969231	113.027358589057	6.67121139200703	7.1396634168187
LTBP1	1251.54319834809	7146.76665416088	22.7858522817937	7.91584894214413	4.09212853010036	3.86891275900988	1.36118819021565	0	6.98953575090853
TSHZ2	1033.35253526377	10593.8456057729	32.3080679278837	78.5687458347989	394.45336371913	473.802403970515	399.499597370012	4.04186206994426	58.8273738578217
DST	18522.2945799926	7981.48008928693	679.540831259499	30.0223142056604	24.2219948756715	13.4788111140003	23.6255452910357	64.1271916099493	15.4022243702787
MRC2	103.187043090107	7939.58791028625	268.769395337836	1.09053475932258	4.72619766151307	13.1470860587171	7.6495257769146	2.59351924365561	17.9363319170861
DLC1	307.398045290091	6717.77824552327	63.9986622331076	0	0.914215017453118	7.35634416220425	71.4122224424815	0	1.53725228056093
DDR2	208.41089034702	6965.6895447324	25.9410869305013	22.2211135030864	5.83280265033172	1.05850567426533	3.96786012676204	0	7.64113284699765
ITGAV	5924.21126689397	9464.38831100276	2147.13134818423	34.6065040817061	56.929402794005	44.0070637893654	130.524076554808	40.0284906921042	47.0745345217922
NFIA	8373.01005391345	7176.17800404037	237.518270086487	31.29932584697	9.84752745474832	45.2996394713703	14.9400191714891	31.0293903655356	4.04088586513282
VCL	10915.2804313811	8152.10941596352	327.321366877147	275.750055202448	66.2657004684331	78.5589456453047	196.626509225286	181.467872290551	29.4168792879121
LAMB1	3181.09215291226	8552.03388383171	77.5879708734032	27.6436040798715	23.0481494356204	21.4970424442784	123.799929404974	57.6943550173156	13.0686955897967
IL6ST	3464.08287160926	10808.310160927	1517.18949538091	116.541343121986	500.370193842182	395.536173190709	322.850116593844	111.458077833824	124.486850660542
GGT5	72.318714612673	7741.6528897198	372.256390975277	0.554654879353539	4.37212668263815	6.78345369430127	22.4197753074327	19.3225286022112	9.4275572317632
BMPR2	2951.39520728381	7417.90900413783	766.319989724183	103.629876022524	213.604997979177	40.4667539301421	140.549210897922	47.584208967645	101.156286999923
