	Cancer_cells	Stromal_cells	Macro/mono_Lineage	Bcells	Regulatory_CD4_Tcells	CD4_Tcells	Proliferative_Tcells	NK_cells	CD8_Tcells
CKB	84543.510041723	2256.73442844245	3360.77683605216	250.113187684214	77.9082676542975	154.892806024539	412.348464490895	96.2190090719297	94.9730131248347
ATP1B1	105659.833764453	2952.7078279196	2227.55462636295	156.696001969738	541.820099351601	162.262508998925	371.427714780315	174.677580282626	182.936871697799
PRAP1	84795.7628039588	738.049928034535	426.019292457743	142.399060243922	136.793502102264	91.9379504829978	389.967170712358	107.757047557343	139.674081858109
TXN	387611.48189337	34419.6270226633	28230.1875767682	1167.38731123737	2868.63937606291	1919.15276780947	11151.8511081577	1274.46611285044	1786.98552987796
GSTP1	376302.495690984	47463.9558075959	22473.6086328461	1895.15871295088	1074.14238123931	1439.77619463806	8259.95608172914	3457.05269882592	1809.61585342069
PRSS3	74852.7789377604	1456.73631477028	293.256738776913	46.8832506538982	84.7772963155665	82.2741438099126	232.943659087213	150.829448785246	59.1754275449699
S100A10	577355.088030937	84373.5777155	54753.3832373753	2719.42453983042	3977.35292344047	4257.16041541156	14653.5574247676	3116.39125990764	3284.2610493399
TSPAN1	61455.0688583584	1092.90107736379	279.753841247374	71.4825551664652	70.9180160195978	67.6705133758398	337.179019611526	29.8522336713207	53.9312426769246
CD9	195761.540738552	30143.8426165217	12829.5354058805	580.766063248873	282.426457710333	235.313487911593	1086.63989756025	613.578664607556	454.041684336732
S100A16	84141.2477734596	19717.8090766564	600.729434476142	137.72003939759	112.329022274738	128.401040946757	247.242036319666	136.874031930643	120.280412703022
MAL2	48192.6357192014	551.121629364831	282.056210105439	28.4293327238636	55.0477729114323	81.7793744250105	118.082920416167	58.3134074235931	60.5943786105546
MUC13	55965.8545735235	488.935699290371	320.299452010101	91.7627039050903	99.4068247906914	64.3570705204018	344.77937988337	76.2392559467851	27.0518727724611
NQO1	58287.7142505517	3103.80817016637	687.265062794589	196.86981688868	112.77223964499	62.7864657240111	344.766878383287	142.787888606095	90.1696846366123
TM4SF1	95012.5963968346	44805.8591333332	1057.29511768068	156.680961468631	158.76129676382	153.624791580802	464.154364184493	81.581941817415	123.277756665835
MGST1	68929.7588032885	3237.06156097403	1851.08676025982	137.509709790065	79.1817143200683	55.8707159721818	396.242991726004	140.082362869278	68.0439800344649
OLFM4	68635.9929569242	794.668363920009	373.751836983028	106.023523335377	54.0339336299989	51.851762484067	169.891716963121	41.3544825325516	58.450182388074
MDK	70643.020927578	27694.5139479991	456.132922702352	70.1519271974461	120.789067610831	155.082391605757	216.699328803897	120.415649162759	111.059868977572
PDZK1IP1	44353.1178263889	749.904556711984	167.705265910059	28.9048252878753	71.6819077168834	41.0393427502219	133.529531755269	29.9213360662072	65.0804095804791
TACSTD2	41407.7595391795	1250.22068890521	230.553394689133	50.3458605760116	26.0980929128945	59.2255235422612	183.561846071379	57.2224636510335	74.3169717970923
FAM3D	51154.8947734917	481.997210229479	153.676620382735	93.3813983378935	40.9646087569987	27.8578682879743	205.648380606168	27.3581785635354	29.2774873735767
TMEM54	45763.5995961672	2335.21507368196	306.881601900583	95.3468340613388	58.585671682345	90.0814486341068	117.450948408939	74.6592589464228	30.9575041337719
CYSTM1	83916.5363061594	9958.00570616335	3954.2669907056	559.079401246545	300.820975741345	621.442230833878	987.617934795586	283.154597293973	424.450842886569
TMEM141	79793.4645579788	5450.4375875198	1860.0626533385	457.450646582644	451.310412236613	370.520893720297	1415.11008149783	394.917799212511	281.374731889868
AGPAT2	55239.7227843252	4117.43727358029	2627.73285531732	244.908218586328	320.808143195503	263.986167085494	1020.09954611218	259.773455330834	247.854485004853
KLF5	52469.6529509308	830.662005079533	147.425561901313	36.9581464078968	92.9160755770118	77.6443417429199	141.754609673113	56.3681516666603	43.1584271416606
MISP	42921.9867925975	436.680619670787	253.600722922157	26.8770008577394	52.1099599753294	46.9295802569639	158.071861649549	27.9455638677233	55.1799133297174
ASS1	43926.5148093461	2673.62491631157	212.390604273368	126.8436055272	62.5113928835612	91.5413252092092	338.140058613795	72.120036253371	63.7118657149447
RAB25	38358.4838679433	425.51852976635	240.230520880333	42.705309696673	24.9445861203883	29.532848669465	76.6500515396715	53.6172140661491	45.0362080410327
ANXA4	65405.2891749687	4979.50974171694	2537.75356126724	569.778749283345	304.506746598898	216.35683844643	713.051613039347	249.64613930873	120.36143400798
PLPP2	35901.2615932081	1163.10635331914	161.768394739259	15.4371635236554	51.135559460904	63.6314680760267	187.544590590271	38.2069964968465	25.7555127483123
FHL2	43283.5728377238	10633.1773808384	260.826576075359	111.735200529735	30.047101599075	49.4740949241543	266.695969145412	26.6021271099781	16.0025536559119
SLC12A2	52594.1539193011	2917.25865549164	543.945018297464	185.878311650684	175.233508724978	93.3590586609678	388.074426291169	126.022738701094	83.8888857443028
EDN1	33427.1170388208	5276.8249707434	257.214893517914	88.0222847063421	26.5637113354187	28.0025938082786	59.3695503892163	35.6581157304294	17.2698502362595
CAMK2N1	42898.454779167	3591.77079938315	257.893919061618	105.592782404875	46.0514702447289	40.5528242698986	165.246350183575	31.6996615660069	45.2393487629733
CDH17	37797.5875062576	283.252754998527	144.161705708693	51.3265597663087	41.455372125093	26.7206214526488	116.304465466112	73.6867848168841	18.6060087797494
PCBD1	62937.5968260818	5277.72208818176	3087.47141316303	166.432838393748	242.806004529551	361.033100483805	653.504319264156	155.983491618081	396.023820153675
LMO7	47250.2064057557	2521.392247273	224.422962223636	212.822180072096	69.6571861514187	105.10216571311	417.868441884019	60.7895378524308	45.5989970437967
PPP1R1B	36831.3876383098	382.186397099269	301.276687749644	47.646070033686	34.899857278378	92.0945251819399	160.574948358158	27.269424964281	27.6468637981507
AGR3	31804.9130639745	332.674523160204	220.587283223395	100.16237391869	52.4415274394238	17.5008799927556	222.029823740372	34.4494383612251	35.2359915073317
LSR	41939.4377506755	1009.78401690176	257.14523055731	192.812347017738	192.183865799147	119.54104003185	327.805256520642	106.075589733753	72.2603600627231
FERMT1	32975.0582047461	237.501861613176	89.7839116257853	22.425912691353	36.256513764348	83.1753641135022	34.9446015538074	45.4973378668309	29.1063691033671
RRBP1	88579.9493752394	17353.2630022751	2839.81818801196	153.184595670403	201.391033766243	207.623812947621	661.607141406702	289.280998912571	234.627462697679
DSG2	31340.7983697365	1101.33132051077	179.921053721821	58.0421737991046	95.9142738929953	51.8770394900976	100.048591233295	20.3097149515125	4.62088589377133
CDX1	33102.4303719871	713.820833089543	289.311550966688	15.2202022124486	25.1612388310395	39.0646683937526	181.706229748075	34.4626119405392	13.9884034102281
IGFBP2	38586.3505866834	8062.91211974957	248.987355096497	31.4331896904525	28.4051634389984	24.426001168546	86.863373031199	173.300182621081	27.5880096021954
MUC1	30114.6472496696	926.461160844016	297.438805570692	45.8616775411093	77.5030824780735	63.1235633407483	80.1804604381966	28.6415523356821	39.6775894506268
PRAC1	30337.5374268398	253.45674555472	138.192850988605	51.2139912212617	31.771792862958	22.033638001896	56.6985891744128	26.439745648084	26.0136410794729
PI3	38661.9295847964	595.053792303147	496.141118495648	39.3596605274579	43.8898769621851	76.4912073583804	144.918300677833	51.6824067884583	93.205107399194
SCD	30197.5145235513	1203.46036263157	1974.50601821157	41.7280960479644	48.5080793514684	49.7076404821758	257.733376042304	11.0616990988228	77.2114403757749
DPEP1	31404.5541983926	745.189272262539	88.480498145674	26.8760237485449	23.1625784714992	29.0880286381098	59.6452036230112	22.1804736059841	29.6551939119171
GGH	49625.9951702893	1809.90175117164	700.428376938634	202.592745788235	129.732909158153	29.5977756003109	1682.26302482589	81.0491693651695	47.8490994391851
MPST	49102.4622954995	5000.18906828369	1266.22626314814	256.802950835543	420.757927309287	193.014552764038	1403.85438782147	428.552777210146	240.49878121083
PKP3	31727.6717124753	624.011741213558	89.6661895346694	45.469594426098	21.9593887460943	38.3864040788354	144.131051628914	46.5784289693695	31.5240146662171
DSTN	167406.926642819	74873.6080045802	4767.27412182051	430.030567955185	606.844093447912	932.635878816531	2939.19570931777	1340.93302347556	871.457380887293
CDH1	35610.2405349739	309.434124696021	137.955841304114	37.2823918827501	80.7392441608792	153.821933231294	69.0067931669666	38.1345929744255	19.5697478082481
SERINC2	33659.0128144188	1868.902052618	694.896493426765	33.3881140553214	60.1257147656774	73.2302131236893	227.172141314067	15.3150323980661	42.6485660555071
ANXA3	31128.9462074841	548.303268221628	257.905196487424	18.9444962375431	35.022838798386	48.1348319811144	91.7911235980267	43.9494321893499	42.1810203762097
MARCKSL1	100067.797392117	24685.9078602691	4997.94985310392	2670.06420332336	480.318912844063	568.018065196889	973.761651398845	532.569951070801	425.253718522637
SOX9	34038.349057491	763.2924208201	201.236637759571	29.4859519232071	108.742851420361	38.4666324391101	73.5864879465339	24.4530971310354	39.7977567789712
KRT20	36222.4681871259	498.60587249282	100.143339717856	50.8945894149797	27.0259207073939	47.1671669061454	96.0643205470259	29.6664054540484	53.6644294867095
JUP	32706.663425412	2469.26751075987	282.282572825136	73.7986755931669	39.1277756988103	36.4675732320785	146.490506821807	11.43439924198	17.2711069427971
SPINT1	32089.7240950263	887.655892344968	905.578756243581	162.648066618118	87.4513342587056	65.3542262509049	231.36425488088	23.9472824675643	19.1963137561535
TSPAN3	36958.2237389212	5320.29687171762	1076.21179564267	503.16891248033	85.3333470935483	148.476040488104	286.190494959803	149.097809973425	66.9821221167927
LGALS3BP	58811.2188483543	24136.2913880274	3213.52370462142	94.3844702754654	249.236685747433	277.95360034659	435.5242027429	85.7943657598327	171.460601585038
TMC5	32107.725335031	218.344777301403	69.1082632995071	55.3522299642479	30.1418302359829	8.44924362605809	82.6159691967245	39.1269288429665	37.5932778696105
LAD1	25457.2396937166	208.142539918517	174.172259250795	28.2845801552907	13.5235914577928	11.7305075476969	75.2951938137072	28.6459451988873	44.290671043833
TNFRSF12A	42444.2901321266	15504.3449309559	722.897708293702	117.252398984826	120.648599672286	106.516624118618	625.155071939647	126.899525892656	114.220265114828
CYP3A5	28596.4072332217	304.71397475673	87.9130765967143	67.3876137253347	56.856727702479	26.192858540003	57.3618906155396	44.8040096584004	38.1440181995502
PRSS8	31529.4901012396	498.013754953529	212.260939872769	47.6483754122016	54.3581253678929	40.7259652869887	79.7526064884864	31.6744641229417	84.7392575886339
ITGB4	25723.7003352905	2270.0309256586	244.780214548761	71.4612882041316	29.2773773386138	33.7921018953043	242.992147774545	29.4109356079158	24.8773392376899
VIL1	25508.9017339338	250.83343525903	170.933573062152	72.5675269476634	33.9645190742828	12.0536954161659	103.635545171085	28.5104493820595	85.9272833761753
AHCY	39531.1178755408	3078.97596228365	1275.1477826604	301.354401218848	212.084594469628	151.379432908025	610.911086521753	106.953421502853	50.8178025805824
TRIM31	25480.8029894737	174.309477266517	206.973816199735	11.3247106317184	17.4965576987568	18.1503522287056	60.6216898244073	43.9328206749214	65.0961736463063
ST14	33459.5141757264	308.652603214609	2061.53644688407	123.89268516698	46.1027444545086	41.0503556986548	51.4106371444677	53.913859957596	26.0448156731135
SDC4	39651.5547686405	2649.35170685452	1510.43617697831	84.8003480119375	333.506175292297	179.154495856637	859.901554319034	111.286884695069	148.187803017628
HES1	49112.2806581043	23262.7553139606	2628.68076837246	204.792693101254	84.9741413128319	35.9893618636544	220.868803675327	46.8797768135705	33.9268848236729
EPHA2	23291.4433018059	1522.16656860795	252.964068420247	42.7654301255128	32.4436234565737	33.498771496916	31.3457881514297	23.1747103542236	27.0098205451696
STARD10	32581.5608584879	1766.52972627588	450.967603581904	191.393438266095	276.629944898895	151.606943143251	159.623233607727	154.979728068149	91.2763364937276
WFDC2	29041.6656237953	678.628804384655	95.3016856207371	38.5979264043756	13.5526941400946	49.388224537831	17.2333056018932	1.85393480775274	21.0721505160351
KRTCAP3	25094.8742111371	396.98502071216	88.8447909600871	23.1085967839051	50.2302018621814	38.1568641727008	72.5566114299552	37.9245962231937	19.3913712941604
MUC5B	23915.835416083	516.992213696713	124.211221349088	7.27840638180109	55.9075609327236	26.6198191528398	78.1533492128675	33.7287058358112	34.3374196799507
SLC2A1	28571.5814684333	1323.39723831076	791.684576139267	140.435990848113	100.464711230946	114.882820517966	497.342197686102	124.49707179229	165.636148219058
BACE2	30474.9852182101	5063.64786102424	174.739755845664	208.245236127227	49.7184997889366	44.5167931644037	14.5263308189677	18.770374970401	4.54098957003117
SDCBP2	21904.5543681361	1141.99037172378	142.683538648499	36.3733169134567	34.6891602916848	20.9092169138688	80.1507035754902	4.57883711733848	25.3010563437043
RND3	30515.6895323772	11762.6589310283	476.437109621041	10.9141187740507	28.2321965898378	21.2339921081804	8.75423640406912	11.6890892100477	24.262460887966
ERBB3	27305.7049163169	433.726620471198	94.0486799370325	30.7771822445088	57.038120943727	59.3086918863518	66.5285512449897	29.7522314343277	72.0463192807639
TMEM45B	24017.6133530621	364.480896863709	174.477197073112	20.3078712167433	18.1977841774186	49.3164511687879	59.5115114286137	15.5847184667496	27.4943841925885
KLK1	24555.2698580643	341.09295092467	266.885999445974	392.292763065005	30.5233853705182	24.5917803638318	238.918687889755	19.0656388196564	16.4586460333402
SH3YL1	35358.4488722558	1400.04239682294	333.78641403813	179.649446545394	219.729219840449	223.85332808526	105.004841929028	69.8182127780081	109.040904567482
CXADR	27452.9508000788	314.519362150428	154.165388621555	34.4117759661388	17.7832556342878	23.9304664059818	96.2496107983965	7.37617802092728	3.7971870397495
DSP	27323.3427625678	890.466753013092	97.4381210040908	26.3870383150585	13.8317578970687	29.9400458667462	235.94325003994	34.4053076512689	34.5654921396163
MGST2	39936.4357661102	8679.4874616218	3660.48739139787	42.6409592440778	182.47185157796	133.905095673919	320.713368887347	170.146783978926	50.8842480762835
LAMB3	25326.9863564863	1023.93162229731	612.720857759473	40.9978460409322	44.99063383605	21.4360687363938	30.7517096592565	14.8397429328221	13.4002422769812
ADIRF	87491.9100634579	40232.0309488545	633.997402143858	66.124929804776	159.27905635891	101.780469500065	548.208923661001	72.8252975466652	115.291380789331
CEACAM1	28532.9094871973	422.843242284227	191.212684625314	49.9358824572595	194.952779536261	46.0819318459325	291.291403550944	23.3440833913188	36.2154485251543
ABHD11	27330.565868105	740.676904836213	502.210905345938	72.0526014515535	90.9652933477598	56.4425753075771	609.936260136198	114.681960368922	63.459590470221
PDLIM1	53031.2843129844	27354.132540161	515.794959971354	1109.25373760872	77.3167998332877	59.481618152668	782.154281002842	151.062606113546	104.401523388438
PRDX4	48528.7602883288	14402.0161255454	2106.13707500667	529.808192913026	257.980155108472	223.201097267909	900.718760806804	243.343934013879	132.132922173447
FAM84A	27711.497962172	1577.86296636029	79.465517351516	11.1431726609273	20.5564192485547	34.9832856127146	45.9441663830413	11.9648497153351	25.4912844772743
MYH14	21444.9656932784	325.833392418657	143.322206250552	29.6935377275379	19.783656854258	39.2821888072889	183.73088990378	9.55984101092404	29.3199318808792
LLGL2	25817.7119579552	588.248467786901	219.762305450467	56.010706282507	57.7018893242597	100.935370153347	177.779100908276	111.690504732733	148.140359065017
TINAGL1	28869.5802190163	8030.76799036334	263.220631032937	60.4745023887882	30.1832427343773	48.0079212446923	179.163622916408	34.112859141124	39.5037437368042
IFT172	21323.6547450771	669.259318489858	113.537694258815	28.8919996980783	32.5647538682012	30.0659130030085	16.8023830433102	29.4967855515514	19.3197035866912
HEBP2	40457.2049495557	6634.878843724	1538.28084778803	174.177158597033	480.875783225289	283.018557775937	1518.87869886242	171.804399780184	262.84001516598
SLC44A4	22855.6144109533	690.951192137015	165.891991009039	43.5693863438046	32.8376549873659	20.878809589079	58.5140084400189	26.1286314349213	2.82527881784634
ASCL2	28088.6828922579	241.782169274243	850.386393245012	76.4634293973816	25.9320209427173	39.1872304761584	145.184812014559	38.6873198130388	15.2513770675983
TSC22D1	75251.9550482156	46441.3557126737	4690.97939192624	112.316839874909	201.720382081834	168.024868732359	694.433210133826	243.358666358266	173.418137880876
CCND1	34164.1711659177	9485.40767741424	993.851700923373	102.390783472249	52.8379371127597	28.9550311335384	102.960371593919	52.2464595656366	47.2591829583416
CDC42EP5	18310.7411146952	3496.24383116105	82.8188670225331	24.5967430920998	30.8964942497683	35.425333085389	15.1548012441775	33.8089386714113	22.3711393847318
ZG16B	22254.0908718243	238.85095921113	347.302954808178	5.00579588504707	132.894827793742	36.1270147231428	179.562369764463	29.8277596154211	17.4310546012916
ETHE1	49899.6714188432	5705.4015728518	2661.24843874618	412.690315586781	789.25069957606	524.319403287733	1874.72758219921	356.396660724571	362.598752053914
PPA1	121945.463618592	17063.0792836623	5878.77028514818	1035.1214992302	1477.62847128199	1083.11011560864	4547.0423261499	556.977038214931	609.168270132918
ID1	82619.7693514418	23423.9866281232	631.736979700267	194.260502835125	113.998037526621	249.04235942963	786.718151519574	139.652540376593	126.490048408176
CXCL1	74932.8323844865	41526.7066318668	17662.9332818088	268.854545686453	180.644124449323	255.405683214759	576.026407724866	185.612716520113	132.558114971942
HMGA1	81328.0022571187	4198.03714006547	3918.18856143009	1313.27340430207	489.367019022947	553.437060337808	2800.8546882207	448.780049721579	601.978529069182
CD151	52903.4900668129	25183.8803103029	2627.98584092457	166.759921789101	193.211902669654	248.629194775688	997.331915297029	365.807771020081	200.401269527979
PPDPF	421551.453691911	42547.3560513276	11784.865231051	3565.17788953333	3717.97119163184	3951.43404305262	16644.0282352438	3014.58982724344	3731.79871123633
NCOA7	34025.7063548147	13009.2592756932	972.282506637133	191.152209763677	240.891516261069	258.803895114706	673.466049158945	293.462041876611	259.180367712224
RPL8	1205794.83684001	187775.849608085	65468.4442912467	41184.1954068379	20719.1987756914	22788.5644376773	46644.5108168245	14133.6011566414	13188.8855122757
TIMM13	68507.7057575587	14627.0375024707	4767.22577006018	762.698087322981	779.454778209837	530.050697337913	2411.45871606342	588.041675667097	555.938329343452
CST3	318623.593667178	106277.386928959	98355.0313849261	475.05945369346	536.935670002634	380.544077791795	807.514397163891	355.606671382976	406.221831227449
TUBA1C	57029.7040765133	8362.10307548944	4457.88508182649	298.595977077367	399.147252517569	408.191700325948	3550.6015772032	166.274181525424	245.742135613893
FABP1	317661.413655932	2464.66012839698	1835.15597938086	491.447969806707	372.292442125666	455.506765287771	873.857712143938	288.38298963677	348.072307043059
CHMP4B	64614.4160814677	11324.702017257	5919.98180655365	387.152069767365	718.931158634496	585.253992940383	1917.87063032125	349.699487006831	259.087549235465
AREG	197269.932901863	3776.18133155406	16679.5572646833	1225.2665642046	570.487231603699	819.470265039644	2839.41779189659	9784.58096344122	628.967089660812
IFITM3	235991.888797008	188031.163151107	22599.7885168883	688.719162354632	512.097360913904	488.130777930114	1432.96315033687	1226.36487972516	571.344096968568
PRDX5	201512.033131188	29388.7730687536	8028.4505202209	1827.15754910779	1761.32302364021	1364.87983075746	5872.03535476926	1677.70109348151	1384.30174899469
H2AFJ	72081.3617663204	12802.0620978659	5248.57641014389	501.724155421225	725.604225017639	428.765858100037	2560.42203710239	546.867658664956	458.685211062641
MT-ND1	1793508.99699104	272096.374793497	127643.30550838	28922.4470957186	17146.0093550438	18476.7281821448	59024.39075322	16359.7385978901	15118.804984819
SOX4	85601.8396345556	24559.1775137006	1291.86271163459	197.866173607834	1674.20064173261	246.574397075866	1675.22985079672	391.984429671931	368.743921912202
UQCRH	195273.02360012	31712.523337377	13608.3921984406	4911.69135914544	2517.65650347987	2452.51537514006	9856.9479478148	2091.48619815872	2100.27560980517
EIF6	81748.2396717675	9446.84523949895	3163.07264105279	1196.25000787328	755.888326252021	733.808407030081	2655.34714696597	687.687799287319	689.49073191654
ANXA2	281197.011071339	62325.3792156432	30859.1743664556	1166.91213357973	1709.4877848267	1774.34000238149	7759.43799814641	1081.3142559837	1378.69283240228
PHB	67869.6370758135	8521.69299418657	2736.94534313915	558.65187105179	739.632161878841	486.758066607684	2626.81365058693	494.849027444109	762.811495398125
MT-CO2	4635689.42667247	623957.335628328	337463.575738656	84848.2788902631	51020.99355262	53502.9148110864	180284.332761992	50718.7613736866	42829.642093407
RBCK1	54257.9162611981	6494.17154446692	1571.4483044322	864.413810116639	604.612195925886	611.681277178027	2064.96018828939	564.212595495108	817.943393355304
CYC1	63764.7611480147	8870.83438127789	4136.60587509261	930.172711540098	688.248734000924	426.176575889543	3208.641546537	586.116615623103	495.331645044647
OCIAD2	87615.9569766918	8753.39580895308	656.395244205997	880.369101612592	1946.33973830101	1626.72792107871	5029.38911509731	802.904194179238	1206.15284281973
COX5B	226361.917037901	34429.2860615542	16680.1725965733	3063.81868934221	3413.76495562177	2489.62966951701	8845.14101656826	1767.2979329722	2121.44767107518
RAC1	174110.248917348	46645.7144428019	21339.1088586489	1028.3603180326	1736.53563874385	1268.32068529954	5468.9683589523	1102.84909926948	1077.77488319076
IER3	125798.845361171	53543.2807919496	33216.5920176824	374.964260069451	387.155203869158	374.851747398969	1006.67977429229	656.195987006975	289.836518617216
MT-ND4	3496947.06910341	551242.718874333	284871.050347678	69809.9304732263	40812.3886040137	39774.590641371	129703.391777963	38499.0663863469	33148.5583856721
COX5A	127414.040818791	15046.8454306206	8021.03982177902	1001.87153921901	1816.11827091204	1269.0522938584	8735.59198253329	1413.73784830797	1271.69743718563
REG4	153588.039218765	1928.92926792534	886.816944768846	108.885854264029	212.446499606429	220.42519462211	396.452991176332	171.452763455696	281.467843459056
MT-CO3	4206351.68111702	710814.679122341	370901.738105807	92392.6292435437	51496.0310516494	53833.2867263149	182701.581479024	50560.3639144674	41074.5610606429
KDELR2	86338.7188197154	25684.2407409085	6322.42582851088	565.860995188621	661.271938981872	696.879005073245	2826.38498972261	618.888910112078	644.493875077755
RPLP0	725191.148126171	148270.62247642	32678.6687297624	20353.914054872	13128.1579052837	18027.3743849478	41625.2112849706	9016.13293780043	9053.22992187377
SLC25A5	220399.237473587	20150.7501782358	12474.2408122742	2394.92406328459	1986.61524306412	2038.12425904462	13597.7649617003	1760.26709355161	1602.83707702433
SLIRP	88245.4333627682	14960.8037086025	5276.04537726496	608.944875369135	943.273489780435	678.649973757395	4077.80286440822	491.291692018049	659.161751401746
CHCHD10	85147.9582253179	10110.9620058476	7949.31883964795	2067.21450853176	949.279499088751	756.860979938204	3113.30666468147	563.097330032428	788.254096640246
ALDOA	286305.064625722	49980.1735075352	30140.4113154493	3372.39032750662	4501.60594217582	3618.90896383297	15003.5942233176	2801.88268030812	2845.06317185019
MIF	124820.062680441	29671.5617548999	10249.4045354466	1716.92853140586	1769.96698541917	1857.89961156532	6550.42132882803	1604.46443561818	1651.12586328574
ATP5G1	74495.6533838822	12975.6363293292	4421.5057347703	894.017654877164	897.121671364954	563.070467479399	3665.32544765045	802.864637629555	656.307674924755
MT-ND2	2518933.61992713	443912.133564484	200271.395471419	55290.7019868608	39839.390988297	40344.5856770281	101063.399485809	32332.3366859633	30805.6063411137
UQCRQ	219321.561117873	36108.0724058644	13127.8591737545	1580.01654836356	2319.33497152275	1776.71045002362	9165.90769520378	1661.94582171368	1592.18177066383
COX6A1	205978.499594055	32592.6547159992	13535.5534801907	3445.39140198471	3189.17394838991	2750.53783751826	11965.995302722	2352.09695050835	2200.85318951704
MT-CYB	1952701.60760078	412601.496137139	157582.813256196	44904.7017210067	30509.0194662872	31708.7688687422	95419.8066111394	27797.4748366068	24535.3573790585
S100A11	428592.860219438	94205.3790338053	94420.8198083934	1507.20673012765	3766.34285961893	5328.19596921413	14951.2198140522	2814.44722947322	2889.93753515365
CSTB	163484.585270222	28658.0036703778	53944.8430481853	1216.11998462427	2277.021664588	1643.40541035087	5900.53177776833	1037.02569707273	1618.31595512968
ATP5G3	148027.614933872	22577.6494057992	11413.0575808081	2335.21939802167	2157.42441696577	2035.33501507197	9579.357387472	1658.2316858237	1689.85736092454
ZFAS1	216984.543895025	28219.0848160203	10690.9602830294	6761.37694661406	2100.41808639696	2276.23544842006	5357.03392351096	1962.6236789242	1962.06531277843
NDUFB9	87588.6610485686	14880.9642837123	6593.58644491466	1289.97067978059	1250.845540616	1444.62136747533	4833.46742448353	983.235688793646	1106.57491015872
SEC61G	164957.592957501	44987.6444842568	16356.085100136	1796.78146180917	2213.31990892388	2027.0370736495	8117.89046391138	2110.00843162441	2076.37331306512
IFI6	106933.310246718	21475.2734563809	14246.3385745961	750.97212706167	1862.13160250923	990.222261355594	6008.13608884505	934.427018533566	1005.60451994633
COL1A1	8053.16745277732	480582.710054446	1026.58327249007	287.494178196108	297.456944914556	240.619777452408	1075.43035412952	253.698136889024	318.12946471888
IGFBP7	4703.41220143735	501299.509793939	1803.84845481557	460.24456095857	271.951687786235	249.089123359753	833.876379389063	560.683586507764	260.819407040959
COL1A2	6306.31480592076	365675.369021908	1472.06152771474	297.571085362706	305.241697494519	242.843916917221	362.222473662766	344.014320364911	196.55862105269
COL3A1	5864.61287067515	361908.707439002	1250.73413624205	382.356718380433	280.386768193412	237.25771871538	739.09369059167	212.749241381348	226.072688443886
MGP	2401.1585482993	182416.484100892	675.311832305324	94.0863464090755	119.432901688799	125.081238449992	688.715906468719	140.663507147809	115.171129555511
SPARC	6054.11705780363	268412.56109805	1849.26431337269	166.669151512788	183.590552288913	151.254444777364	1093.08986291078	301.470288913674	299.496561869179
TAGLN	4115.21385922142	199948.187691776	858.848107969571	260.19461738962	128.58440007156	128.63799247155	2882.55303786326	194.020365453473	60.8758346800298
LUM	3464.64419684041	249917.167367829	860.776301334129	131.391358579818	166.666105224014	176.322099702408	391.561742255467	118.812364010422	75.9286112048646
CALD1	3484.96655970625	163994.870896468	421.818902320222	165.81564234597	57.6490947187287	107.326536339633	953.411758508073	90.2984715039968	34.6117268889854
DCN	2817.67160666136	155132.004386031	631.822829806593	57.9311838093154	118.702063158287	88.5176529849707	313.686025334658	100.451132268648	82.0735846434096
ACTA2	2042.36088425234	108370.665570122	486.894319898398	86.129080843577	439.211930601495	205.961579630941	3308.2153098577	121.008701237412	245.519600227775
MYL9	8746.37350491171	99512.131924727	405.73975250996	198.005725112589	83.4139565064256	79.1286742268438	780.618442133071	81.7833466185843	55.8630404115383
BGN	1159.49634742266	101379.074726396	270.978151412303	45.2105171024374	68.8065179555468	33.5335539056681	362.286931404753	98.6552313322478	63.6846523799911
IGFBP5	579.791028394955	108659.274837158	136.517394735503	226.811039202705	12.8022721352839	25.9591318036678	199.951179829218	5.23465844453229	34.3955863482115
TPM2	12056.0702788987	91665.3695894693	492.678708344806	77.2368752732982	77.6384481590725	91.300665796165	1285.01121061427	92.6176995090769	74.5672794291319
SPARCL1	877.983392667241	70450.1801359107	185.715881578776	10.0910549007577	35.1581016171268	21.6567787462374	281.026786117671	14.3311678488181	70.399305441297
RARRES2	5537.94346246206	105434.648561129	816.07286680894	303.240967157184	52.1476708624016	178.717738221499	104.238027750062	78.7095035571553	76.6293773297306
FN1	4769.08812329774	94597.3019703961	6253.29670641946	134.251151411572	136.23609205459	117.713329896376	345.774708599184	100.648481384741	33.1048614610243
COL6A2	1493.00704649963	101765.300771114	594.729930943779	6.89716662177065	66.8816861598901	58.0657533915599	305.08365709835	86.5714516298401	157.297288857687
SFRP2	766.167155623403	51247.3849902031	113.469219862199	62.2970096959665	23.1306731000397	34.4129311027934	81.8134802949197	61.1614405759564	15.7031714881101
COL4A1	963.044262846232	65721.3061860568	194.26252293164	29.7983550766672	10.053937493771	61.5199310610331	114.430163074205	5.39809240584272	16.3819183717938
CTHRC1	1592.04260348106	65569.369047974	207.584622152999	75.9314783451688	71.0702505913044	52.608516075922	147.288199418121	18.8400473467657	14.1237185653124
COL6A3	1709.0698482769	59784.8865864632	213.871985334609	184.515044688385	133.121159438532	76.3146997639833	220.624560310904	33.9640631975225	36.0310470999524
TIMP3	6131.37514138452	48709.9110923312	442.996030313333	51.1779959674207	25.6978388345998	42.0429796776536	74.2810083967301	15.7021634103083	52.3488408906923
