	Cancer_cells	Stromal_cells	Anti-Inflammatory_macro/mono	Pro-Inflammatory_macro/mono	Other_cells	Bcells	Regulatory_CD4_Tcells	CD4_Tcells	Proliferative_Tcells	NK_cells	CD8_Tcells
ANXA4	58387.2044232388	6550.22897350382	5287.40557246304	754.608298708806	454.332129779663	658.293766771515	252.249380894451	140.712062615143	713.051613039347	249.64613930873	108.078078850921
ADIRF	76488.945505544	43824.4507676296	821.759791574283	454.145470494758	303.554255618798	264.760844030039	162.181431705931	179.398574559938	548.208923661001	72.8252975466652	110.33664389983
LMO7	34774.9002953488	2030.65334153861	511.638170634739	108.304287303082	192.55175124098	261.407878593335	87.2974059464121	64.2696785945299	417.868441884019	60.7895378524308	58.1176675262992
PPP1R1B	33829.5250496754	371.121866588998	136.256947700704	108.718579939507	87.5412528858433	19.1463981843618	23.240188906449	25.6122871427484	160.574948358158	27.269424964281	41.9285061630475
RRBP1	76267.877329605	17513.0185025034	4627.37401518982	909.152057852562	1583.56732059506	115.594197913185	240.597789495204	258.857728314929	661.607141406702	289.280998912571	279.177474827232
AGR3	30044.429659533	388.912210232475	496.227674942476	124.591438673457	64.0267292586861	126.393931960494	38.6370540482438	18.776095300726	222.029823740372	34.4494383612251	40.773313779684
CDH17	36567.5843628826	333.371012483883	356.432049915519	120.630296681382	148.251467772516	100.694662376218	45.8559448797935	75.3048985008055	116.304465466112	73.6867848168841	16.7207354257092
PCBD1	50558.6991875399	5237.75316082627	5863.60405773012	777.786615413494	685.596959303855	157.250778706694	299.084429391223	318.163356313343	653.504319264156	155.983491618081	197.451899066609
LSR	43345.473940094	1249.33214273981	464.236839516662	87.1743187913431	170.615444002346	171.21997089222	237.087135724102	132.212118859283	327.805256520642	106.075589733753	82.8895565913743
FERMT1	35432.1181042509	416.383903876473	93.2792884792487	45.0759366258047	99.9270263093264	221.409473789784	58.0023053602317	18.6526112733517	34.9446015538074	45.4973378668309	17.8025397537093
DPEP1	31466.6435490656	578.398140764169	171.315191525689	24.5804541354577	58.0660013160842	13.3521103723315	89.6717118635945	35.6633533339253	59.6452036230112	22.1804736059841	30.8241399441741
DSG2	36606.3901576961	1027.89250252163	161.156695902732	65.8127498114805	101.971168580881	11.6191347739917	39.2270607485045	79.0707708634846	100.048591233295	20.3097149515125	28.1732274874217
IGFBP2	34788.3246329254	7950.12904772217	513.147758314001	103.704095539442	92.6467665130273	48.983361564616	41.7792895761286	54.1419356644515	86.863373031199	173.300182621081	44.5863379728384
PRAC1	26514.7491910121	243.278222416896	373.236752656357	23.0589947100557	115.421203547043	45.2049961804045	44.1401323911937	32.6581699833699	56.6985891744128	26.439745648084	35.2686361146924
