	Cancer_cells	Stromal_cells	Anti-Inflammatory_macro/mono	Pro-Inflammatory_macro/mono	Other_cells	Bcells	Regulatory_CD4_Tcells	CD4_Tcells	Proliferative_Tcells	NK_cells	CD8_Tcells
GNG11	544.121085016066	37234.2672642313	241.955250281888	87.6826441594087	172.232019879671	150.505686150765	95.7159367086298	34.8277430189854	272.830889502655	14.3427002703199	19.388593494745
PRKCDBP	6344.16081880103	38077.8005980828	709.242531367299	95.0846168528363	65.133203888399	8.06002988861046	395.9392983728	37.9763171840276	857.202255995813	40.3658983507376	20.9650536387917
IGFBP3	7780.86025793986	32394.4780394229	142.247736887605	120.614011961468	117.348071608756	15.7568051205801	22.1993157343818	76.6498888440061	90.922029692589	47.840399896932	40.1596734465805
GSN	31091.7854995798	50685.6393512107	21083.4146130962	2044.91074274445	1689.8533553885	106.791307287432	59.1541286250181	85.7569152876312	185.132182518729	207.203804243578	43.5998199495616
FSTL1	532.032865565823	37424.7752562955	112.347926036623	96.7638620913956	74.4154628525993	105.419883158322	20.1561015190681	27.2765019374416	27.6306901370957	6.67603714531535	65.6596487671517
CNN3	11531.8401630086	34771.3019012395	261.619465893923	53.822913640528	87.5284535290035	210.444670658534	21.8385472721496	63.5769668361701	168.195832370507	73.4727194733797	20.7153967792828
ID3	22767.2783130229	65973.6484018973	4528.67165160059	424.756823703038	423.408892817611	2150.91515711611	949.629768055014	254.579369468339	1747.15203598831	750.608230477649	389.486028401538
CRIP2	5542.08303476512	37570.6677142541	229.93748426302	128.325002811501	99.9621360742489	283.596534333326	44.5746708175687	116.501383425746	187.635458123947	40.0433345444263	47.6932064035202
RAMP2	527.509591571109	31818.1252986386	63.3578929719964	10.6358528995229	47.3869020754153	10.6676790492036	26.1426894533388	6.9669537037037	12.942276759367	8.72534559412325	3.57083606765328
COL5A1	588.192313586808	28843.3990062301	157.574732879433	59.568736592997	86.9170354819887	12.2420923682604	84.2865398634232	83.5085187810798	55.0473093713391	18.7903755519681	37.010232441498
CTSK	662.489902588023	40535.3847457867	2769.4788161124	62.4238992862439	33.7884256585082	4.63952347461945	19.117288948915	50.5035138861285	90.3783160598198	37.7547085820981	57.6557245969654
PRSS23	44647.0995964224	45747.3333528069	332.531949336092	39.0184018661513	85.1790292621573	37.9194450814806	37.5481724275306	42.4834602336675	180.374892020819	198.510003144093	40.5094844654616
MFGE8	3634.59253344235	33986.9823745546	326.197445246859	57.9188018027576	195.003815098774	27.258627953093	98.1177699454702	69.405469591359	408.638101792885	382.091459917202	48.6489319330872
COL18A1	800.569662829167	32840.7075545909	403.697209307754	160.854593221267	161.620677938471	78.6904285643714	51.8222518985213	83.4977249569164	155.204968124715	44.0493599782784	67.5911517434249
SOD3	27136.3471335359	34689.3052592732	99.482326469019	71.4576123902186	35.6035444720974	21.7169345419598	44.2302094077319	12.9489258414317	38.982292097997	27.0311859841036	20.49482473284
SERPING1	602.676518016492	31134.6861345219	5175.97493354088	784.467553278377	105.060956533714	35.6630124422656	19.7645416122004	38.1564273439294	38.2486037821557	14.6245605681672	13.8249760797342
C3	1007.08409623367	25215.8271080367	1709.42762758513	334.117002274964	131.593272605074	10.0663486290355	29.3080141558448	27.4829717584244	98.5357556025448	45.8448797820244	18.594887024702
SERPINH1	18804.9385811256	51083.4196389049	1827.07327020088	224.888906427218	514.63168596194	139.652575816426	407.398289598535	280.295017311991	602.760109236177	281.843247470919	306.307006354582
COL12A1	557.522151919544	26123.3884851556	133.351893720655	58.1528481511488	66.3295835921756	24.7048106658273	24.6057337331117	17.8118096805801	100.526494989355	15.7915844422896	28.9378932287162
THBS2	578.212865827916	23461.9921364566	100.742518094364	54.7351575301929	59.5408858455584	8.80774321137177	18.3241080063257	13.8710476747424	43.4946608303289	14.3565115731935	9.07877485966319
COL15A1	274.897656572056	24919.4772781942	255.390855876768	36.1616404689221	22.7312540455803	7.78357193578629	11.5695612674028	2.78678148148148	26.6385004332889	6.17595965436749	16.835742329376
CD59	41808.717940214	50298.5451535468	11848.2460018591	922.420479664756	1206.51003463603	520.320974627956	925.195920503512	508.541156626917	2000.37383228776	284.660899496125	194.4472297402
IGFBP6	4152.265796371	22509.3786678533	302.499163057463	91.6357535514208	39.6545797526347	22.655006639906	52.8470107929788	54.9419172621074	371.180820745172	75.9054576210949	34.3434926143624
TCF4	1068.36745420488	30587.0411335759	4139.31637063961	397.931794918243	946.719193593179	2020.65525262595	45.3519279297505	12.1111658833122	91.1155288555251	70.8583022476119	15.3276092200594
SPON2	6171.50093224493	50845.9721689871	256.195549221614	146.323230486829	438.308718974237	68.8531883223886	122.462998044311	183.118696934476	295.910678446369	1482.37589924081	199.94841857886
ASPN	226.250403002388	24758.8451305044	57.2089755655907	40.8248240344314	17.7575098938477	8.65643140510283	12.8199056517557	8.28072211640212	11.0522760548383	27.3125136877626	3.52618793267836
SULF1	275.438324771633	24583.6883607101	110.374088672961	41.5714729612988	39.0755076571646	16.7315173159048	7.86096220466156	13.8236611070411	39.045721677102	4.96044552391946	2.03308471760797
HTRA1	1980.12386276223	23711.9945061913	1233.86078875465	119.831307874692	63.4503453389387	7.20302710442374	14.3389528985507	61.022230846569	95.933962544086	32.5887875350504	72.1880038636597
S100A13	32863.5524984558	33017.1296198104	2295.47689762514	252.364125501311	265.570011754632	44.7734552869994	117.284855536646	51.9931019330672	262.506690794084	437.723665085491	67.2784951219239
ITGB1	40662.1947990445	56662.2207084266	8737.4640665238	2247.46350494944	1135.3741529586	1140.05263997128	1227.56169322925	1112.77765241545	3523.0296213514	1381.18273538544	841.049543395605
APP	49551.5126108685	32110.5052652567	3063.7884446578	809.395161092676	810.6432518635	161.043436515336	139.748725715567	120.613349678461	537.385760611984	107.187708521018	37.6393787032034
SERPINE1	1000.72528849456	21265.9679176213	322.667397541763	136.686426670873	17.4467926769339	3.53412614295135	17.2443915275338	1.19433492063492	64.1323460818381	23.0859512101341	30.5954456283932
PPIC	21129.3545860511	23380.2263339586	1722.82749956979	74.9583973643136	58.8727623209957	10.4785604429421	95.053345026563	25.1599330946598	68.9863043949243	33.6983535470222	26.7742919132091
CRYAB	4995.97096901478	16774.5539065246	191.499100580536	196.21062467833	62.6745715713965	31.72356880472	3.18355032679739	43.3732510528204	112.478144974601	33.6153978408287	15.1336953671088
MFAP4	163.113024497846	19661.3905132896	52.7578174206382	27.3781535111016	13.3929107709808	5.799071296005	13.2746039816602	1.59244656084656	15.0030896672013	20.9297018953467	12.6522265783737
NGFRAP1	13559.8616092442	33894.504390291	5913.07285430236	452.207968274065	247.044928711455	184.294639326824	597.285192684868	274.077621028252	516.930732812421	84.8145612180093	61.4986521357876
MEG3	247.512799402169	23665.2869511606	47.2978690895578	14.745495935344	13.9156057663878	0	5.99856157635468	4.75999277011216	41.6112267047352	9.26146674207978	3.48325703366401
SLC9A3R2	7113.7239137857	24672.9299208648	304.783927959196	40.4201463225293	26.7863912270968	12.2347774670826	21.6574207486198	15.798006616869	223.200478767714	23.2788817251851	9.87803337991683
SPRY1	3815.15299210775	20457.0094088738	377.402444235138	223.974439774619	280.89247326815	265.704838628878	193.948030490117	290.038824753547	1915.66830248404	478.52112426107	465.382983257362
C11orf96	815.410202692777	57910.5813022123	485.246479198904	208.303978012734	98.6153430866306	39.7824615935263	16.0844970168462	26.004402809961	87.3569299605902	106.481887197838	18.5684900769709
ENG	1058.15104919811	21773.1454014284	4980.0593056243	767.078988455669	247.655415913812	131.484587944813	24.0030649680486	76.6866494264375	246.706095786335	55.3347173096231	35.3332382771796
WBP5	20170.7073486631	28675.9271611979	5362.31319400576	727.352016259267	311.566030047999	53.1161892194459	55.6127936223738	65.5099491253579	193.57758432982	26.9448027459227	29.4253354015204
COX7A1	84.1811422768777	18338.2841887953	189.586643031685	21.5876568085371	42.1925387602477	1.57699841121783	9.68448326719577	11.8331029059829	5.50623596969734	0	2.67602603856092
EMILIN1	212.717075460726	21458.0210117465	314.646846698603	62.7427930656872	44.5378036856341	3.40753904761905	8.05421651688453	7.46459325396825	91.235455276214	18.8081890369762	4.06616943521595
TIMP2	4222.16192638528	27086.7025303437	11185.6194464601	1241.14122388952	247.082202528809	50.6757202038162	36.7211345052805	58.8275203039475	130.702689829478	34.1023151031492	43.4558644717765
MYLK	827.447028445652	17949.6986964785	79.5609087718733	8.43484900244683	31.1580282644757	1.4119636937648	2.98990803571429	89.8797469828417	61.4679179411105	23.975486698944	9.20501353457051
PDGFRB	240.768407534403	15129.3175054337	30.9635790610678	8.58871311645769	74.0909638972236	10.0948452750797	6.1500404040404	14.4213784715056	54.5565966962543	56.1842009832767	25.03924811915
MMP14	4348.26378112209	23276.223712151	11127.183773565	926.601279913315	104.840994221312	20.2184305550342	24.9501879523782	13.1901813619622	33.503830369071	13.4362481030132	10.1119213586291
FILIP1L	1679.8833234564	20478.084502924	1312.37020349807	100.718695340899	159.906878011108	29.6028177998732	95.1072739877769	20.4619570124091	21.278211011733	6.47470058471614	10.8542832259089
NBL1	35639.7237685258	30173.602056626	770.578547101451	151.843630135857	288.872709236954	21.9826564544265	155.940343707547	213.615749577468	866.721376051509	287.26431652794	392.524644041755
CALU	14180.9179322745	28192.4166447497	4235.27601644773	538.517811276181	548.818378592317	71.9545137768029	220.925344486554	133.892786999515	586.483950657386	104.544622843311	142.88853612236
MXRA8	436.159706235521	15796.6353697154	69.08024125073	36.3763348140355	21.9718827166031	19.863264890545	0	14.6452738153665	61.7085413061804	24.9402204056181	29.5173781223084
EFEMP2	250.301585876795	17862.031467716	208.470311161867	32.1945727982002	16.3003369178441	4.26223277705799	3.38252222222222	5.54019298142476	0.87025795707388	49.6979005714076	2.47159318611165
LHFP	174.022648963034	14584.5538151857	63.3507714306824	21.1602653690005	47.0742204176087	5.69305086446913	7.64816600985222	11.8724557595636	33.5297803829601	7.74286714513312	7.08108530913216
ACTN1	16903.92745169	27104.9975850046	6031.06434792098	1543.9731570526	394.2929340448	17.4666871642563	178.110239469337	88.4494146723457	459.629952187862	85.7340093924606	37.638003993095
EMP1	25644.9541979977	31292.6359251081	2479.18760039429	1867.95311508579	189.126558228874	106.980501943746	43.8028468230645	92.977709429014	122.009710386845	40.8833435969234	62.8929368408169
CXCL12	448.614508177225	11943.8285441152	666.439933943207	11.8807705302007	3.48221483236152	2.30510504532446	2.98990803571429	0	20.2692301922243	8.04743706871576	2.05156730594986
EPAS1	4845.00310060179	19263.4771604765	1969.69156535968	196.897000200083	268.866433180577	5.84723907362187	62.9631455828369	125.802395207027	363.71199094308	115.281370416818	75.1382749968165
PALLD	3976.50244506171	19509.7658465476	834.609473872593	193.850089674875	210.223668482622	18.1636457733795	14.5481781619943	16.5747623186972	14.8962945626148	44.6543774513687	13.490594192755
LAMA4	1219.52497049166	16186.5394760429	81.8172900710852	34.1891169676167	40.2458488778159	16.3348415002365	4.15629500889436	8.72783211233211	164.097960244977	1.46269547500189	1.09473792486583
EFEMP1	249.223997477728	16582.7878455601	56.0848959784821	14.5511473572554	21.8248623763302	4.231972878126	10.0816733766234	1.13360602636535	23.5131755284305	11.0509492543162	7.70643089956099
MCAM	180.916176592096	13981.7589015175	74.8843944598544	0	25.9184141190043	11.0581893366934	120.324465850937	96.2908880468201	330.512572315934	5.33712680803263	33.5694858703728
PDLIM3	307.905167107525	15190.0153836737	66.6038264322095	33.1632003777247	24.8981358609893	6.95266606071002	6.92670910947712	15.4467316402116	55.0791998996611	12.5539434290531	4.35818431335476
NR2F2	6558.95375683363	12002.5081890959	66.0045315716836	28.7625276530265	13.6064724599087	1.02382648790305	9.89208175943801	9.95608920114071	7.2467518838451	6.66761184059304	2.91120385998156
MAP1B	588.692777674004	12812.1495076951	21.5723849869937	0.906255869565217	2.516181040158	12.7383885033267	1.93286984126984	4.37922804232804	81.4751119427181	0	2.38851910879818
TFPI	3552.88621666329	15510.1425766969	451.087490868216	78.2667945277261	70.7015279037213	1.1987611986949	4.5489091954023	16.3752684951758	37.4213968663467	34.532876020055	1.96297834803528
ANTXR1	200.39465021549	13733.5879916294	720.475607941454	21.0608302799324	21.3054257071653	3.11572903815761	12.7540123617124	20.1136858225108	46.0545630047951	5.70451235250737	17.0580073020003
RAB13	20589.4319030321	28644.4930984664	6699.38429940076	1973.38993819273	293.912684319172	60.1372013265904	56.9093574709626	41.2689518019899	121.149055731397	16.7548190479698	49.0034967017388
ADAMTS1	774.816929048764	16409.5261652398	35.9925573219373	9.25056982010743	17.4174542047689	4.65699638932839	6.10687832028457	1.59244656084656	12.4527219365295	97.9595466594199	12.4202993657505
PMP22	6447.15586515818	20461.8868402902	13089.9758388126	1859.04922039548	460.564291689474	8.51690034890044	34.8116427953928	87.904077629697	78.555970819697	24.9127730866435	35.1499761376835
NFIB	10608.0927720342	11098.9311700531	55.534361108998	29.5677420070268	6.58979137931034	173.0602946388	3.38252222222222	11.8173326093804	86.0781435379621	27.0528899975111	7.43471176144876
PLAC9	183.64449981188	10426.9231286897	23.2535355023658	0	4.89038321284627	13.6010319251119	5.14484472455649	8.648936044503	50.5855981461243	10.3718406409225	1.67430506155951
FBN1	146.212228063989	13616.9360056056	29.1767147447547	5.93185660079051	17.4624551349101	0.470654564588266	0	2.22942518518519	50.1036514486002	16.2285523874503	0
ESAM	726.122863855925	12946.4332569875	39.0442069941621	23.5808383452087	29.8347725103808	8.11502192769959	9.00757990710977	21.7464112136601	76.066123265915	15.5587043460574	4.89965627346902
SDC2	164.137321182159	32687.794740771	4493.6865648382	1319.93370777901	134.071081666769	12.2354449445165	11.8786207032399	11.8028392156863	110.002140768205	6.54503228850484	24.0158394248973
TGFB1I1	2160.27623722882	15597.2774501074	128.836338699525	9.60434209593573	29.1270208785358	6.00286443744164	12.3107662064662	32.0343263435004	31.5922977483531	19.7745095935839	23.5293778236375
FKBP10	5177.37521417256	15867.9317417141	120.023510833997	17.3757420896533	14.840903082528	7.14843255168054	35.2020129699831	16.5405612899748	132.49381390342	4.50615141672878	12.3571582183746
CLEC11A	3500.18371474584	16289.3650710391	4988.56463269302	709.222784402809	283.92320741075	42.3407199785283	52.1586490262161	26.0026978005135	33.8369638540737	61.6500619073002	20.2569637737979
LPP	17793.3575872641	19155.6706252412	2852.85297251173	587.248797521898	430.473277104096	785.608560117217	359.866894840085	183.099617458504	456.854922616948	249.751357578449	114.316520393651
CDH11	246.48415916571	12362.1910473225	12.8644952380952	16.65448089064	3.9000806122449	0	8.96880892255892	0	27.6306901370957	0.679108613393735	1.38844809982984
ISLR	143.348897996892	13267.0037771344	40.105460573521	12.738635618125	25.6505301805338	2.38762240405098	9.02005925925926	9.07910708898944	8.50175081141406	22.2774256903474	17.077911627907
C8orf4	21352.6149741407	15910.1067915445	280.420286482079	104.350592573731	42.6303321242729	36.2753013122619	102.303243243803	32.9338195020759	173.691334197347	40.7689526388238	25.5846219904648
CFH	213.29429904407	12319.1522640821	525.893277184484	23.7421915861518	27.6955504861518	1.67036227824463	1.96227455487942	8.14037089409022	37.5478117885426	14.9195150640059	9.87843295321934
NUPR1	29495.6866418557	27863.7887827249	23491.0067274562	247.151505300423	162.251652527291	87.3016925981887	133.204293006948	42.2152033414966	165.501189521658	78.7427285361592	125.470700038193
NOTCH3	839.119470975878	11428.2554318039	62.0067765231452	9.92688471697769	33.448418630774	0	10.982215007215	12.6927358232182	17.7738643494134	1.18844007343904	4.84352535665429
SPTBN1	34226.7460302475	15628.2736840062	442.313538900605	151.957336441217	320.008150253343	161.607743446957	170.831306007142	204.282455942511	885.06456642171	261.534332596312	155.84112022309
RCN3	1140.10013222898	15356.3525487852	387.210797809902	48.0303961903153	105.882954585717	3.89389647980404	7.27743923022599	23.918081623419	16.9137193539535	11.7257928025822	59.9419522961738
TCEAL4	9341.44778606485	16052.8544635259	4796.41932867049	624.880840871856	406.782885601387	418.791505821238	184.822011560828	93.4479703409574	198.760840235184	163.308631005475	59.5241722310175
PLAT	580.436881072596	19649.5491236852	67.3734516980808	29.0825747233202	110.192796359354	2.76680520960521	26.0006535016284	113.846136656798	85.9176947647872	4.54550031898207	18.574068941918
CAV2	4448.74860146234	13036.4662583164	142.656680791184	16.6400407565623	28.2441798487754	5.95982211132724	4.01733731714908	20.4122695526696	132.780437555225	4.07465168036241	38.1673492854204
PLPP1	3909.31510587168	15562.8016787337	506.344567232017	51.1879239875926	314.29909988815	36.1837000028339	101.373043280308	142.791612572026	718.663245823101	302.859634636855	225.4975305678
LAMC1	3592.86300534061	14246.3061399326	242.323588245206	14.8704638678459	30.0160439457462	210.653153803818	2.29923079157589	6.70716898932831	36.8409201827943	17.7790713903697	9.21980426774767
RCN1	29757.1710906313	18684.3950945591	1825.92666485706	300.453532767032	242.797962601797	35.0883250353675	77.1208041765728	69.3864288101558	330.890936694924	217.318775213814	74.4470328752754
ARHGAP29	1617.62322960837	9596.16778391223	3.3911884057971	4.24574667659321	16.1536254214587	0.55317192331478	2.83787881355932	0	3.85735959351666	6.33834705834153	0
THBS1	7601.41453879688	22632.065935324	3001.83908182418	6559.15112903209	546.743998172581	19.9466286426179	24.4688057111734	61.8810039913161	150.166222484966	115.936956489248	102.85263803544
DKK3	125.157877941615	15121.4109668339	28.6871417391304	4.11934486166008	129.195406115647	5.35632864710006	9.18113174603175	18.8929948139224	73.9157509699237	35.6424341565646	127.097939364756
PDLIM7	3667.00593054772	19566.7380612592	2889.15477388112	1107.08669879906	271.998051137149	104.268286609591	119.176577577307	51.8805705560382	943.326974757563	138.626039576852	99.6382286459713
COL14A1	155.037071309161	10081.9152853475	37.5668381493868	1.81251173913043	8.00016535845107	2.03869857549858	1.16638697318008	6.76789788359788	0.87025795707388	10.3718406409225	2.58756236786469
LOXL2	203.363201919943	13774.0798861485	30.5063170796322	0.620723198332341	0	14.1645695420912	6.76504444444444	7.43141728395062	11.0203073951907	10.7212466199607	1.09473792486583
GJA1	64.4309972250038	10303.4017256619	41.8325443830448	9.79278742263267	36.9390724479399	14.7814537203463	7.84130151515152	11.1471259259259	16.3885557646835	5.5441894563258	2.59783047249908
CLIC4	3781.06227905197	13002.2670762691	2796.57773181248	772.973980187652	289.263763761477	272.715173297353	43.6310248751061	20.696319640928	131.16824456745	18.1914413672918	30.0595340470038
CPE	7206.85146885052	8122.31205181031	57.8932587708588	4.31550414078675	18.2398847593602	0.470654564588266	41.7416704170977	17.6196967909618	23.1671695392016	29.1137857318444	5.80608863908309
CRISPLD2	417.111765839318	10926.4486619696	185.170545718804	542.838600740168	25.1487819687798	3.23365005147358	2.72875742296919	23.2323728759323	11.8905653522645	11.1344759821668	11.5214150352898
CYB5R3	11579.7941263918	19583.4693531145	3623.43778334372	592.804801372729	629.216296026066	463.291032617941	326.395386150526	271.897341142662	1089.03611529655	164.941532475218	206.220749039126
COL8A1	281.032141676403	11398.4467106571	52.1218594910316	16.2478730900621	11.2450600146159	23.0942186036186	9.74488544973545	4.37922804232804	27.4464855361817	3.06440746209074	3.11886525564938
NFIC	5342.43852630269	16059.7375623772	2635.93745800907	498.030158436782	260.807560818883	216.022484619819	166.227943347537	104.547121298278	335.692890157858	55.9483609790749	95.8074606208992
ANGPTL2	242.105241022003	11268.0468402368	26.6595430769231	22.9716161720227	14.3060799024615	1.02382648790305	11.8003104439844	0	0.87025795707388	12.3287739792415	14.7367008664698
BCAM	2587.00636085225	8026.67931030359	110.412521928907	13.8527682919255	5.02254283723245	25.2578300185529	2.4160873015873	0	3.08071316804154	4.24442883371084	9.86941891651074
MXRA5	1080.00770440582	11688.7612711372	55.2359815302036	18.223876043757	20.0017352625303	0.728106634106634	0	2.30904751322751	49.2830056331817	4.58904233485954	1.29378118393235
PLOD2	5842.19792647564	12243.4367751604	206.370782266147	46.3722082392797	17.0013109267815	1.31059194139194	19.2587417967275	7.43141728395062	0	2.71643445357494	3.4021653355258
PLPP3	2303.61778813335	10256.0847451187	575.534804750487	70.4643946587159	18.7776008974529	9.42971283203277	5.03647610294118	0	16.8523593861808	0	58.8893504410585
CSRP2	1557.70810457854	10766.8555851797	83.3426667084194	4.42707308968181	27.1099790705338	5.65058583949508	10.2159004489338	4.18017222222222	27.5114480612466	3.35559550147493	4.74386434108527
CERCAM	869.037953623299	12930.218666797	465.957632741704	9.47125228938044	78.0139980857287	19.2893464655911	13.1984690631808	14.8080826173826	50.0953163987851	24.9026567862687	2.72849713735623
UACA	5017.74208395848	12246.6243092545	455.993462699992	85.6088654244962	34.4634452572716	15.5469390907494	10.676739836487	4.77733968253968	14.4290323314916	70.4812298539986	6.37479768112709
NID1	247.36229040631	10393.2860449476	89.3574723937009	107.944252662796	10.5254690575997	129.093306227106	0	1.19433492063492	12.1662791029348	0	1.01654235880399
PLS3	7174.61363426699	9511.80584334866	56.1019942645641	9.91948619804807	29.2834624138447	8.95495930450327	18.3335760518421	15.5006893733005	82.4660523489517	7.74982770578733	9.80524730021554
PXDN	788.494601546411	11221.241769563	68.7498407771529	4.24949227902847	4.51622237977077	1.67036227824463	1.82839039039039	38.8884817491441	0	1.21372603244838	5.21857152328988
TSPAN4	742.847299462568	12291.978652315	7381.33107659056	402.04403083257	232.542138198732	27.5487650895531	40.6199338773734	37.360378513411	345.939919168111	57.9831182617901	31.2699561866162
AKAP12	2691.96589236478	9270.35741134659	231.267506001104	89.5992851655646	387.651794073587	89.0814261553188	34.8822604166667	1.59244656084656	14.0208226417458	4.42031601414772	5.4205706617844
LMCD1	2067.8952300069	11752.170505155	106.610976224057	6.810650171278	113.637895680566	26.8990498259849	253.889969831013	44.3602539301319	599.90328155279	8.06380278622334	99.9362046244944
OLFML3	272.074705661734	9828.9497540967	2125.51019891836	70.0540364223759	26.6392849712472	1.28127855742141	18.0401185185185	7.8218815819209	21.7098279648609	5.63955413731319	10.230856199641
LTBP1	1129.97437106625	8251.15486509536	42.4214439167186	42.0790388733932	10.4046978172648	7.32286573246684	2.94132367149758	4.71447994987469	1.74051591414776	0	1.44456019408988
FBLN2	67.4998864273379	10251.069146526	27.1514526658527	30.1446302988735	60.8621297543422	0.55317192331478	1.82839039039039	7.16600952380952	12.4608994735922	0	0
DPYSL3	794.377619358907	8997.89245978748	101.119660441456	40.9541404010293	8.66684580498866	4.17590569561158	3.87580671296296	0	17.873759579902	0.471447301860114	7.33103536557914
NEXN	42.2384335106383	8088.80026744597	72.1532537585991	83.0286300620983	20.9015366642701	14.8247567798333	6.37729958579269	4.75999277011216	9.37200876848794	30.5687572602179	3.20601820853565
MFAP2	629.647700770189	8568.40330972486	80.8487231922579	13.489722733788	21.1671041775685	1.65951576994434	4.13205839646465	4.77733968253968	46.1697120595364	20.743681281845	68.9846676595257
EHD2	743.093680180584	8566.4858039789	75.0876696344179	7.74436833992095	31.6755446095702	0.941309129176532	7.46592742742743	5.14482735042735	0	6.15828038054773	6.45468854401412
ITGA5	1092.43370164601	12964.87050101	1951.042180216	1009.51736988435	261.316367541113	5.28416715696826	31.8974405972203	95.240687004819	332.594308016982	113.452616262659	51.7992983484954
PKIG	5699.29710284119	16360.8959609639	440.984520479489	53.9586915191095	115.727991524205	1082.36264837371	66.3411825185655	118.684331285246	442.97463298801	78.3391713805221	22.6916160738917
HEG1	541.535826796129	10896.3526369585	299.976735705085	125.827871683322	69.5322789053247	92.3070938281807	57.9025272928583	61.395356347664	144.591504953388	103.521571873869	58.6572033154302
FAP	1265.27319514389	8745.11244045296	40.6088615804745	0.794961289092296	0	0.728106634106634	23.044563161022	3.93427973856209	0	21.2622733138911	1.67430506155951
IL6ST	3619.14299458388	13447.2094643696	2157.65722539579	642.307810487988	462.786838988809	183.907335976392	475.34807120715	344.647027539622	319.118576495051	120.120956645595	97.6048263388861
DST	15517.4455025134	8286.8035361151	1248.08192947185	117.566923737282	207.809138200006	16.2078539184438	30.4448636011935	14.8393996273781	30.3986184040132	62.348693373302	19.9045365344389
PDPN	151.594202028291	14744.7090692799	1246.90043523689	171.148739553415	9.11707156109197	5.07907566897388	9.43477462750107	12.98542388564	0	0	6.80884058367533
WWTR1	1374.44940293073	8166.96139727598	124.88074794313	36.9291748156921	19.6614420971623	8.13947987430384	88.2461114548315	17.4019255849469	69.1600073569232	8.07744410364709	13.9980616620285
DLC1	306.742398940304	8350.60371419684	60.558200596698	28.7280082228215	85.6835705485235	0	0	1.59244656084656	18.2813668213192	0	0
PRRX1	183.410727548905	8188.90014726291	27.4049721367521	0	10.5574762809963	13.2761261595547	1.93286984126984	0	0.87025795707388	4.96044552391946	13.4409489664083
TSHZ2	596.530613439642	8805.93634657579	36.4035396670764	3.36695310610573	97.859687252483	31.7640218899877	414.488641568192	547.57465674056	397.146325698778	6.18667946801693	49.0385385634586
PDGFRA	658.69853485643	10571.3727923121	74.8926990623336	29.5765166108777	6.00012401883831	0.470654564588266	4.10771064467766	7.16600952380952	11.0522760548383	0	7.67254894198824
FERMT2	37.5694969892473	7917.88378155078	20.9765555555556	9.43749728720625	93.8915958534077	86.2123026783792	0.795887581699346	13.0748243943191	104.049284573406	1.67779775073746	1.05419207579673
PDLIM4	810.754111464141	10111.4324930627	670.478188015612	33.6173105941231	36.4262034738961	6.67635959754531	28.4496065117009	51.601578362542	483.5099968604	29.4683223073018	85.4903681365203
MRC2	185.641659273667	6521.71292371324	728.536038287577	11.7240491189277	25.4401810051607	5.62022674087817	5.23485582010582	20.3991383645367	14.6864088200264	3.00445557027415	8.73992740672853
VCL	11146.9323810993	11786.1363694757	545.7340490921	230.519780063246	150.22316180229	301.361286870803	81.5178713409655	72.7359017108991	239.614660922616	153.444799301924	34.7162573320226
RBPMS	4337.78294595179	11210.1597069459	78.5726712763887	36.8240046448898	21.0538425848925	126.906334492565	15.598968625454	0	74.5204484388233	5.70451235250737	11.468683022404
SYNPO	2998.59958439193	7886.25088351124	20.9854255825272	3.48559949832776	33.3844562697507	25.7076326318989	6.13592799248524	4.18017222222222	2.83391693713802	0	4.74386434108527
DDR2	381.593482958211	7082.06161503554	72.0799606449558	7.16843913770819	35.5734625541126	3.05871534068173	5.42847236430804	4.77733968253968	3.99608245595149	0	8.0811563181005
RAB34	302.105156870538	12951.8405784015	3099.2753614268	845.311493543767	348.355325973273	59.2538746141716	59.4898288504486	22.1205067696608	44.2977714873422	46.3272047052401	47.3391395350964
GGT5	59.401883660085	8718.61985043685	157.079120521329	187.391663294812	12.6912694016977	2.69418876614768	3.87090778371955	5.9716746031746	16.2312778527135	19.1518918501479	1.01654235880399
LOX	178.968660709173	6651.91804883203	32.4019554440728	9.08527187534052	5.57154373177843	0.55317192331478	6.69457523148148	4.77733968253968	17.7119808571126	0.471447301860114	20.5341556478405
ENAH	7957.44775335502	7270.20269243349	40.2066172347324	25.1140826980195	13.6230207667995	3.61188726399651	1.82839039039039	8.65889102346094	48.9028070393712	12.0016686163708	1.44456019408988
LAMB2	2056.38598229359	6482.50843477543	405.423610284681	83.7211141771336	9.6061098823766	5.45519202342514	35.0011258313563	20.2849386055581	47.9357328845729	14.5268521264505	20.4630687696025
NREP	1210.33871204409	8920.28279820837	287.593414258386	100.460757460902	137.2000478271	14.613638768849	8.52296562187187	6.01047361895794	56.5008532274979	18.9742517393489	11.3852744186047
TUBB6	1062.89949827047	10269.6932915662	1852.2846814872	454.338667174405	185.213943593837	158.730701662879	10.5652530689201	14.8852921476055	55.7612703291921	26.3903029967237	1.09473792486583
F2R	527.349675174435	13476.3838480574	150.137370297723	43.9731108884688	322.507203259315	6.75979381581323	56.23800733912	77.3443738369114	400.959337723121	230.746696210139	296.593279676701
C9orf3	6654.94991642571	9392.34177673319	302.484500939986	37.8046141314455	24.5420180682831	25.0704232214764	19.079273996493	9.49496261904762	24.8182269904524	23.4464237847355	22.6608616455171
FHL1	166.234528417185	10129.9987594999	187.870307951331	5.39375474060071	188.135665632685	17.1780879916846	27.8032290741029	116.215013173065	40.3742649964086	24.4979924143445	2.47159318611165
