	Cancer_cells	Stromal_cells	Anti-Inflammatory_macro/mono	Pro-Inflammatory_macro/mono	Other_cells	Bcells	Regulatory_CD4_Tcells	CD4_Tcells	Proliferative_Tcells	NK_cells	CD8_Tcells
PDZK1IP1	38183.604813275	494.678192779454	368.096368095703	110.694948102765	275.365741405611	109.341230108559	36.5844524638218	34.4946299423607	96.3427953236117	25.4278911450448	77.7360175688626
RAB25	40285.4327764439	570.599051768042	231.736491262736	101.581635287704	62.2846296289119	50.1471346212455	29.1408932774616	39.9375814946562	69.3736988354557	44.4013873836527	24.3564311353194
MISP	44936.4470887245	330.28179806207	487.920233929018	157.242450440045	119.680440775841	64.207491142471	54.6516117498628	37.7542473034088	133.631490365589	27.0804533598776	46.0550179008594
KLF5	50548.1903530339	885.295755398634	263.924651866979	133.768161131855	141.116844232775	55.59325196705	70.7892201383814	64.3333928734293	120.130171788691	47.2602712248874	37.5224678126406
CAMK2N1	44478.7481592531	4043.66933966264	430.184437668701	109.819166086634	87.3495448019875	19.6058146648869	66.2159423772472	69.1319236869459	163.824240461645	34.4506464927469	56.3552587848071
FHL2	38848.690767408	11146.0305416084	396.359433747437	122.521859733985	121.836076522881	104.228676735508	37.6546469309026	38.2446985076736	266.637842249041	26.8305894069914	26.8739432260035
ASS1	38299.4872251641	2859.60447598614	302.637161427674	239.478275996417	130.7354664305	127.689988701666	43.7944603125273	37.5968149882832	233.507797809837	71.0367251579206	73.9046451335704
SLC12A2	52061.2084365897	2635.20773346367	703.521828108309	224.037835398084	242.587878206238	124.331128242433	127.544767569722	114.527755750797	348.794142291772	112.319016527892	55.1931515676896
PLPP2	38260.9785157798	1221.058315383	208.773817855968	65.0681517091164	71.7319339873161	18.3996384433991	26.5638343512298	37.3007645044225	123.836425104473	36.5769229289152	40.6128325258042
DSTN	159173.060951765	78642.9061095482	7663.12318048719	2001.23157155627	1993.23434746637	464.066636508692	701.360861595866	1030.48381465393	2931.21625733661	1267.48068512342	721.126753186683
ANXA4	59544.5554804576	6919.13306749622	4990.8308555931	749.686895921407	531.282405847887	654.273072835246	254.399692273744	137.748475640043	622.179637116191	223.48575020428	96.4623529263762
ADIRF	75524.2173943691	34130.5519558701	898.563869204897	395.880352788116	251.545157236536	248.511735176087	163.869254584764	169.195256289095	375.564633624957	81.827278449573	94.0539522523192
LMO7	36429.2142465797	2177.09541076294	529.410299936161	88.7280897430077	148.408067036708	260.768268274193	80.6114960307849	63.4629207350214	365.86005908112	53.1142080637151	60.1722365309409
PPP1R1B	34751.0675050249	270.61566590324	153.704911539588	121.08811095355	91.0952357185347	20.721982023066	27.8282320688008	25.2402775561062	169.324297973437	23.8719351956451	38.3940839862691
RRBP1	72283.7338675556	18016.3455443217	5010.88193475268	929.799321549225	1687.68103622765	118.451848718442	237.260417277694	249.565748405366	637.099083592324	288.274482360445	279.536282172155
AGR3	31144.1289213411	415.310060123196	236.356281433686	122.062362444813	74.2366672814731	128.962421339229	41.0436759963266	17.9904237413821	217.750348456466	34.5614640663987	39.5287694599102
CDH17	38538.1433258464	285.067718826402	330.939540341823	64.4577899764351	161.833514469117	97.4737868006492	54.7173071314216	62.2449793841171	117.027893554355	69.9074075570057	15.439595467384
PCBD1	55425.7888550461	5351.85327370122	6478.48204197698	816.317713039812	745.165290093353	167.903139815111	299.807580785067	320.302204133434	758.522442017321	168.418626659213	231.167275605371
LSR	43503.5056516754	1336.23593996945	463.79650564958	103.819232169938	189.620456182074	154.159900296185	206.077384148763	133.686413911094	248.16361103525	106.991372047045	81.871809894314
FERMT1	38714.8423054695	497.622635724225	109.860963875045	48.3701333848354	69.6730988887707	225.251210859052	53.4739175257399	16.6210151227633	31.4425087909116	34.1634419350999	16.9824722974632
DPEP1	30637.2381624856	719.250120213615	191.532122057414	30.1617530024099	56.1953273774957	16.9740480226553	91.4734960677342	34.0448398519441	61.6905154178908	17.9757214764037	27.8813210780354
DSG2	38373.993546008	1134.49902633492	148.817041405993	61.6842212365755	109.663955546204	10.8529879327452	40.4780088816854	72.8753426456004	77.4308399454056	20.6980973077994	22.9233306968107
IGFBP2	39090.3508376589	6948.94821593877	450.164338478434	124.628065677773	70.7197116366628	46.9033055389055	40.5800672160264	42.5006539045722	93.5150838667561	170.250514047638	45.7934079843985
PRAC1	29089.1871905924	171.131993964793	242.744031356923	35.2763890536695	73.5762856664272	35.8570666784515	35.44970681817	39.70748097624	58.8964536810112	27.7662817158029	28.9568449231647
ANXA3	25393.6426502885	942.804317417918	228.838392828245	72.2490928788713	47.059333341051	23.3726670178487	24.6055731423971	25.5478177486111	98.2536610879351	42.7316127491168	36.4063449724216
MUC1	27299.7931388283	932.254404037223	334.216578805629	122.549510262654	151.561608891106	106.712717418817	62.8273319631304	42.8987294677252	86.4472024240857	26.9194642982513	38.7982145628653
PDLIM1	55381.9168244472	44818.5088415541	966.077502731716	135.949625782322	450.265059924856	1253.38587306154	68.6676805634432	66.7479621969279	432.034043780526	152.531041793372	113.201874554692
RND3	32985.8271787507	9251.60959200663	746.119451893165	21.8159088162771	42.6088358396965	64.4081093677216	14.9655289915966	16.6746844679301	10.4642475880099	11.9499698418904	17.5651157084198
MPST	45462.8139771385	6372.60565254769	2859.38352181058	399.527260746105	478.496385620202	171.715713307062	307.973501882939	199.728816699898	1365.38091182802	437.280303135339	198.999044403512
EDN1	29253.2213446236	3927.69209306948	295.690924582804	323.029868721102	61.1041618517794	16.6970309818218	34.5860131194723	22.8096810836876	68.4539118982212	28.1217725512872	20.3683937772002
SCD	33589.8571396114	1644.81641989817	4816.54945156143	179.420875975206	168.226011080534	50.2820932303848	72.6982242548358	33.4781832849301	232.260846021869	16.1669251596821	65.2626742851661
CDH1	37865.2812052275	561.739519229476	172.664466734041	64.5021798663562	120.434525065139	13.9501361358132	17.0962746648601	35.1948444412189	61.9387753516965	46.917450159082	33.1126498499249
PKP3	31440.280346008	368.202343707697	282.893195337069	133.237519439005	73.2070583480827	25.2572786620637	34.1157775485769	35.5569862192916	130.509799242598	42.6610498901191	47.5589514884445
TNFRSF12A	35965.6403950394	18927.1578868293	1480.30180965568	183.575901897593	257.480315205816	135.852545572578	102.510102443134	131.363775268651	537.216962942956	130.914047975387	86.3309227537874
PRSS8	31178.7322443695	444.541584181138	207.741375070827	98.5173985386362	28.0422752823486	26.8775363218792	28.2646043551072	53.6548402696626	79.3397340005677	33.0814881368642	28.7758313661161
ITGB4	23356.1779707376	2085.06949550621	288.992094626364	49.4794759035543	100.136917363419	9.64061019439944	21.9751154128154	27.6211214418355	234.36958539736	31.4066234137931	18.2313211253511
SOX9	37784.5900857437	623.545414774716	216.860546662277	82.248690033342	59.1409007158958	12.5048177438302	47.2479220939987	61.8351285494648	95.557211390742	19.5125876408727	37.2459556780312
JUP	33187.6882317773	2914.62846835742	272.9087274419	96.3398401642163	149.126420780749	71.8245531239081	30.4905233235306	30.8438278302452	111.902114876918	10.2270414405779	57.9769473796981
CDX1	30506.3798125975	339.585507011967	155.67886298937	77.9312588477437	50.1295988685383	4.98558317348326	43.6403862472864	54.7550020032622	181.914990622643	33.0204469710679	24.8999375677566
KRT20	45770.6887033174	323.223766353083	166.906314317666	118.149604386849	92.6164917863946	52.2666599226205	12.5675484317557	26.6654703619385	100.471538166476	26.2871086001869	26.9640768380575
SERINC2	32751.6462650616	1601.20178031148	994.341152767726	182.905025987564	45.4258749186214	62.6277876345167	27.441502862856	49.4492341593992	132.520036859794	15.970857893319	10.4549841387295
AHCY	35964.0323266616	3125.33642860219	2649.00703622806	426.894735275278	454.687025934872	463.924783554854	167.757535870131	219.062498469902	729.137669754224	108.39849021865	78.4235375397284
WFDC2	20722.7120636019	552.184207773657	64.1065254405456	33.3429856816849	52.3958288955211	6.13400452711076	30.3432940763768	11.4677769302593	19.2907419548467	3.06440746209074	23.1886790672847
VIL1	27829.4063819801	181.875537099619	179.620365257249	60.8421633177998	102.916469631312	30.3787754390669	25.0623280061541	34.2122582577656	90.1849800946201	28.4826141970431	17.5432267090648
TMC5	24255.276208085	119.993346925277	54.3662797883598	23.055223436301	37.9285343697666	2.77575960991273	9.76469650425827	18.3335142801425	64.859621703971	45.3727744666888	14.7159643039398
TSPAN3	34385.8525815644	5806.57371386382	2538.62898277118	278.281921478983	458.153669810639	444.293468727041	125.485864430454	105.287575362718	301.735431356734	148.331411720693	53.7666085958855
LGALS3BP	54256.7954969773	27305.2050885857	6717.03241853415	586.19308479188	272.102046495942	54.9609571692167	249.607909717971	251.281754052153	471.633820040928	80.5745734962309	160.07558821478
GGH	42362.9550644636	2069.17280977782	1611.82649404982	159.37464375201	433.199809273654	128.713986337051	39.4695423753339	48.307385398994	1755.35084694789	79.8601790749251	61.1651595503499
LAD1	26706.5410826578	423.336321118045	153.288596000425	57.7899938230533	95.3991024640113	108.729208924825	15.933864235688	34.2563536845816	48.4909629668401	29.511330037541	9.38127850700005
DSP	27107.1147449372	569.953839179337	150.624991810929	59.6612154986679	71.3835843740828	76.6279180260365	89.415107230044	15.8585888229881	222.431964918595	34.2079087511674	26.2112678571765
SLC2A1	24374.2655374242	1388.67873608067	780.565094791236	208.1032300301	274.227339790703	178.923566917949	80.5240387035136	92.5966491762623	507.572245209407	112.218810736861	147.543707691546
KRTCAP3	24347.6373467771	134.555720472631	119.169959622028	64.8346590908736	73.2326410822713	19.7156183228366	93.3226377837812	49.7533642777617	69.5598030730533	31.2984097676348	17.2419573289514
STARD10	31093.8533981657	2049.91895903649	446.700684146	159.296634936572	172.290926922576	317.908868143184	129.814557567392	126.979642548521	188.291154217712	158.538777026087	77.0804954563729
FAM84A	34660.2576983534	1024.44724481526	164.270428539095	22.3632222125039	41.0792594743678	5.20448842119598	29.226284357767	48.0148114597667	43.1930812466921	10.5596723330999	33.7901972145521
TINAGL1	24615.1870480633	9851.36294277387	224.166505800906	132.08714224692	259.273462891651	59.11013192748	37.0021004210596	25.6431432071706	190.594214349764	33.1253062224092	22.7820023724353
LAMB3	26038.7239228789	819.146459476711	463.283764252669	228.402853383504	143.570672877185	20.0656783442944	23.1351358380058	12.1989393522228	29.7085771151885	16.6914244488048	19.2325227099429
TMEM45B	24962.5888653403	231.895178245779	252.743008776588	81.3889031037701	47.5687505933768	6.78557559266131	13.2697738794596	54.8938167224335	77.7041371351009	12.756102974275	20.5785454540292
SH3YL1	28431.279948179	1638.05036654222	617.886035383235	85.4596574096804	187.686156285153	131.221097366044	213.630008923755	273.794048363466	124.927688504672	76.7494057190956	117.08971433959
SDC4	38488.7836885894	2399.98239915659	2173.99767443483	942.717065630171	246.509214582265	46.6845806053661	371.743377464133	210.700935345439	731.753159068647	115.313519000736	140.840992116498
