Mixture,Cancer_cells,Stromal_cells,Anti-Inflammatory_macro/mono,Pro-Inflammatory_macro/mono,Other_cells,Bcells,Regulatory_CD4_Tcells,CD4_Tcells,Proliferative_Tcells,NK_cells,CD8_Tcells,P-value,Correlation,RMSE
S52,0.163971633944532,0.166376656503667,0.254610213321134,0.0634829502547471,0,0.069062758659865,0.0640448959823481,0,0.118114547336307,0.0489967996367024,0.0513395443606981,0,0.831353233520479,0.589475774939166
NIC4,0.202016345150431,0.265312177396051,0.0387177686472733,0.0767344826282153,0.0572628605729407,0.0489027641045734,0.0715135114918681,0.0645962351520067,0.118901826700842,0.052035014661076,0.00400701349472316,0,0.778448719226706,0.644292117281375
NIC23,0.30782979004876,0.172720472519858,0.000507203065121831,0.195828367302184,0,0.0588701091119233,0,0,0.146573110575028,0,0.117670947377125,0,0.599965389971788,0.803666381822501
NIC24,0.112360840889058,0.229755740180368,0.0787983675463063,0.059329993001921,0.176913855096394,0.110632194468991,0.0431537246093427,0,0.105113191502909,0,0.0839420927047094,0,0.632482007139836,0.776426636941869
NIC25,0.250040927115899,0.303625385413334,0.213550568433305,0,0,0,0.0392499426300029,0.00116001214309836,0.0920283361041978,0.0443355401872055,0.0560092879729566,0,0.779566726955987,0.632298052709496
NIC12nova,0.356398201548556,0.147098347204855,0.0708076814512813,0.00180054274454583,0,0.0971073028713681,0.04911685623139,0,0.196175666335473,0.00773310650434762,0.0737622951081836,0,0.685841500341983,0.738587861325371
NIC29,0.0943472712137393,0.341083365491431,0.0340901781260528,0,0.211688302561068,0.085893204898262,0.0417784092554787,0.0623376178383347,0.0981486517720851,0.0306329988435479,0,0,0.788544239901111,0.619054162735804
NIC15,0.146431885933837,0.526085612441311,0.0678577918163174,0.00552275937637529,0,0.040761001640273,0.0585995920476537,0.052959809196909,0.0416075886092418,0.044915527395195,0.0152584315428875,0,0.90605785556098,0.462406576991859
NIC18,0.237442025952939,0.109004402526155,0.0181151379286966,0.0179795928548116,0.365481879881654,0.0976189914154576,0.0340476630540891,0,0.120310306386197,0,0,0,0.669373323369919,0.753805853618589
NIC17,0.368675258157563,0.163641667714406,0.0386124705949328,0,0.174434426314595,0.119716900710856,0.0446966503763943,0,0.0655719066029385,0.0116695930390709,0.0129811264892432,0,0.807737757962518,0.622816387343645
NIC3,0.0569796590787175,0.385001489395211,0.0223964517145157,0.0157181544891324,0.00413939327949419,0.076642140650593,0.115102828822363,0.255953959648324,0,0.0588965231714629,0.00916939975018536,0,0.68896527032814,0.730256686359062
NIC22,0.296103376332441,0.147526714333831,0.0174227461778622,0.00073697597403961,0.18194301983723,0.14689312632092,0.0350710859859969,0,0.123511562095857,0.0156104046074796,0.0351809883343426,0,0.79795813134871,0.658107187570284
NIC19,0.406365547833905,0.115288435851995,0.0298245436810458,0,0.094739491908708,0.126503779517651,0.0290767675628652,0.0106067611525876,0.153941827117251,0.0336528453739917,0,0,0.551886547692158,0.836114870505025
NIC20,0.384382831410123,0.0266281941604197,0.0746127459688819,0,0,0.0725980156629147,0.0371519445047881,0.0312816133137433,0.299588001792785,0.0737566531863445,0,0,0.493574463421633,0.870850003853721
NIC13,0.0989859028281092,0.140202552008043,0.173047014867417,0.0283772687203061,0.0428246402228535,0.201441014479779,0.0238789043990987,0,0.10150038251225,0.0402686497380868,0.149473670224057,0,0.79282299319396,0.681569373126127
NIC7,0.470910774274264,0.0413651488257236,0.0116176873122883,0.0568024563359051,0,0.0376398688431007,0.0835245678547226,0.0509371584309267,0.184327006838931,0.0628753312841381,0,0,0.683384872969575,0.734793357941745
