Mixture,Cancer_cells,Stromal_cells,Anti-Inflammatory_macro/mono,Pro-Inflammatory_macro/mono,Other_cells,Bcells,Regulatory_CD4_Tcells,CD4_Tcells,Proliferative_Tcells,NK_cells,CD8_Tcells,P-value,Correlation,RMSE
S52,0.567931537318142,0.247325526335803,0.129225873274379,0,0,0.000585023688079332,0,0.0334352859673304,0.0214967534162656,0,0,0,0.654720892501941,0.809202036181989
NIC4,0.443702267391783,0.419632185072015,0,0.0133902560701997,0.00212230774212159,0.0173454772870385,0,0.0601717458138006,0.0436357606230419,0,0,0,0.553506647397061,0.837500256538137
NIC23,0.606661585180554,0.218773065629782,0.0060316644368556,0.0588134133223936,0,0,0,0.030041040701136,0.079679230729279,0,0,0,0.466943749715026,0.891913160719911
NIC24,0.292488516706503,0.440267183807364,0.0275140039654877,0,0.084721020755448,0.0369196808354309,0,0.0531873647299244,0.064902229199842,0,0,0,0.398968726412863,0.922785440117799
NIC25,0.410826373092193,0.360947634072888,0.158372828545172,0,0,0.00150700482060795,0,0,0.0683461594691386,0,0,0,0.544843416503925,0.843902154166944
NIC12nova,0.584455100238469,0.198240023018666,0.0469862449835905,0,0,0,0,0.0307460986146484,0.139572533144626,0,0,0,0.25429790402488,0.968198189478288
NIC29,0.17468935264687,0.609687895785076,0.00412542002977934,0,0.065209749095602,0.0400483986896232,0,0.0183951246498231,0.0878440591032267,0,0,0,0.601668760896675,0.800939568809204
NIC15,0.321369198479742,0.674432194760827,0,0,0,0,0,0.000633351820671312,0,0,0.00356525493875989,0,0.658315503681351,0.755258598158766
NIC18,0.590322051647215,0.197075939584166,0.0112797111232826,0,0.0158411877527841,0.0275939949334378,0,0.0405324691952154,0.117354645763899,0,0,0,0.29752234624036,0.954559361394102
NIC17,0.651775822266317,0.15943676672792,0.000501621276890223,0,0.146270218650734,0,0,0.0274423586762044,0.0145732124019351,0,0,0,0.420770146122016,0.908621201910304
NIC3,0.206932197113418,0.64638648604798,0.00776432228160809,0,0,0,0,0.138916994556994,0,0,0,0,0.482627932805988,0.896306379377499
NIC22,0.633740761206012,0.202356298332588,0.0019800136191094,0,0.036753821465219,0.00265756341236103,0,0.0437806383658604,0.0787309035988504,0,0,0,0.440810675041607,0.90609346886585
NIC19,0.737150540911182,0.163861131776047,0,0,0.00779087739588403,0,0,0.0401422541576092,0.0510551957592782,0,0,0,0.270481157913493,0.96312070342162
NIC20,0.831722501845938,0.0378568403943215,0,0,0,0,0,0,0.13042065775974,0,0,0,0.278224203876957,0.960596183105474
NIC13,0.253639983829027,0.436180712538086,0.0768416191689805,0,0.0884954364969637,0.0393291833459234,0,0.0253477918378362,0.0801652727831831,0,0,0,0.576507632472335,0.820340886458611
NIC7,0.867399695536633,0.0396976723859683,0,0,0,0,0,0.0297079146812981,0.0631947173961009,0,0,0,0.399277463789511,0.923731362013889
