Mixture,Cancer_cells,Stromal_cells,Anti-Inflammatory_macro/mono,Pro-Inflammatory_macro/mono,Other_cells,Bcells,Regulatory_CD4_Tcells,CD4_Tcells,Proliferative_Tcells,NK_cells,CD8_Tcells,P-value,Correlation,RMSE
S52,0.524229331871826,0.316559197805188,0.0743978792119126,0,0,0.0149822193117008,0,0,0.0698313717993727,0,0,0,0.668948025805003,0.776762817505561
NIC4,0.281269251101694,0.493173059278829,0.0453708225955143,0,0.000774245236110403,0.0644743365970964,0,0,0.114938285190757,0,0,0,0.534068816001939,0.854052838760861
NIC23,0.599117017797378,0.231912740306535,0,0.00981876472336132,0,0.0469808952911368,0,0,0.112170581881588,0,0,0,0.312889578779813,0.950278360259233
NIC24,0.204082332855392,0.404091382827261,0.011394423939832,0,0.101880745460043,0.13592748904379,0,0,0.142623625873682,0,0,0,0.356050702787615,0.934315241838945
NIC25,0.383267430219789,0.410873304633112,0.0647150558553074,0,0,0.0364301844582861,0,0,0.104714024833505,0,0,0,0.455504120188711,0.890487822649892
NIC12nova,0.492604597207106,0.157963783645676,0.0123235007386193,0,0,0.117879375199956,0,0,0.219228743208643,0,0,0.005,0.180263115796792,0.992277577351846
NIC29,0.0889208149222134,0.664524782602034,0.0200721844091479,0,0.0903814956112989,0.0582905432686434,0,0,0.077810179186663,0,0,0,0.539333899180812,0.848161782256595
NIC15,0.130288515056259,0.826787885134725,0,0,0,0.0179505085268877,0,0.0125155172858459,0.0108119318831698,0,0.00164564211311231,0,0.585088183544477,0.817259912070755
NIC18,0.491328870218803,0.217039289102158,0,0,0.020260104504983,0.105365349840521,0,0,0.166006386333536,0,0,0,0.226020919595464,0.977651681272222
NIC17,0.4597099503481,0.216912142666976,0.0109795227681108,0,0.231161894833396,0.0134374344113016,0,0,0.0677990549721152,0,0,0,0.384695047614373,0.923013159383683
NIC3,0.0800231076222774,0.650355916614175,0.0555069180017571,0,0,0.105733631109564,0.1037603886777,0,0,0.00462003797452684,0,0,0.341288104548122,0.947920907460058
NIC22,0.460698747555316,0.207552900357672,0,0,0.0442756913138485,0.176347263315684,0,0,0.11112539745748,0,0,0,0.391401845440121,0.923782968750504
NIC19,0.556160190154589,0.239155656140921,0.00138889420931079,0,0.0225494794865644,0.0590473025385068,0,0,0.121698477470108,0,0,0,0.232536121538152,0.977299877593929
NIC20,0.746504827810579,0.0629905445265405,0.0128721826318023,0,0,0.00185852167815809,0,0,0.17577392335292,0,0,0,0.30270719122575,0.954316378119326
NIC13,0.152755751730745,0.34530909103905,0.0424259038904659,0,0.0850376050726981,0.197900725613024,0.0285028510296139,0,0.146487993146324,0.00158007847807851,0,0,0.587406991670546,0.838695628894436
NIC7,0.767272474746409,0.082293843999757,0,0,0,0.0070970430779566,0,0.0531667784602668,0.0901698597156104,0,0,0,0.410245773544298,0.914160241624226
