Mixture,Cancer_cells,Stromal_cells,Anti-Inflammatory_macro/mono,Pro-Inflammatory_macro/mono,Other_cells,Bcells,Regulatory_CD4_Tcells,CD4_Tcells,Proliferative_Tcells,NK_cells,CD8_Tcells,P-value,Correlation,RMSE
S52,0.146148826597798,0.209502330280449,0.222784777061147,0.074672686150107,0.000351788185414272,0.0812721298752502,0.0821976454402279,0.0248527096065056,0.117817623469805,0.0274664876626613,0.0129329956706347,0,0.833355124254691,0.5941160340208
NIC4,0.147170091879912,0.280891943149216,0.0336518960435252,0.0628098200489478,0.0329928373720377,0.0503505638542205,0,0.207916279619801,0.106665052490351,0,0.0775515155419883,0,0.776065887189077,0.669984122239791
NIC23,0.265118517980745,0.217108470620268,0,0.190447569763552,0.00271000752286363,0.0316673081384543,0.0855819787879386,0,0.16915327563986,0.0382128715463184,0,0,0.610046201151845,0.795199304496621
NIC24,0.105927774213383,0.291783592350484,0.0617110606560533,0.0662578200299455,0.109709654917099,0.0992611924476584,0.14681797439807,0,0.118530930987306,0,0,0,0.657937491097227,0.757516539244726
NIC25,0.177022346426211,0.346771634159764,0.166295617963498,0,0.00336142315316273,0,0.0516664291138875,0.0955821991916549,0.071004254440769,0,0.0882960955510524,0,0.782589597121972,0.633500759900877
NIC12nova,0.32930251518229,0.187443807613976,0.0860271668257593,0,0.00364293114317624,0.0560320180962161,0.0720981188669156,0,0.183736863428901,0,0.0817165788427662,0,0.741883072086556,0.687351405992689
NIC29,0.0622042810530818,0.457837160645455,0.032158605151995,0,0.140347175200351,0.0822768018975878,0.0769415754707169,0.0553311474743979,0.0885641054389037,0.00433914766751041,0,0,0.799507790817557,0.60400415186172
NIC15,0.106786592518303,0.581089186502745,0.0221105272739227,0,0,0.0615793863986333,0.0408297434348159,0.120035939920228,0.00806266224304556,0.00979435989562106,0.0497116018126849,0,0.914604687905594,0.411948687709407
NIC18,0.250553559545243,0.150773610404792,0.0278048664009488,0.00597017565956941,0.280730586627135,0.0794649700160551,0.0209056506065613,0.0111237389297824,0.172672841809912,0,0,0,0.711885009890037,0.710159774190147
NIC17,0.321320891450882,0.198382858789452,0.0548869002061,0,0.105329795148906,0.0919505498342792,0,0.121109200751159,0.0636927336817646,0,0.0433270701374575,0,0.808951507388201,0.622510107187351
NIC3,0.0357418599752702,0.40642633235776,0.0142526614289918,0.00947793941534452,0,0.0440865312698477,0.201047213536006,0.275578894454951,0.000948309700025779,0.00359795448702773,0.00884230337477478,0,0.679891438364431,0.733939262614492
NIC22,0.242870095176958,0.177318357940297,0.00779308980805407,0,0.106243861980713,0.133658299034105,0.0279458901024238,0.110784894556986,0.129121584284614,0,0.0642639271158493,0,0.794540105882366,0.673826512873242
NIC19,0.303890533538895,0.145795590822441,0.0401899648635448,0,0.0623467260799085,0.0896300049439711,0,0.181102726866245,0.177044452884995,0,0,0,0.538737467324528,0.843235141173765
NIC20,0.33975445687937,0.0506487550976208,0.0799440055846506,0,0,0.00993059173576499,0,0.204851279361825,0.314870911340769,0,0,0,0.444761139079188,0.901904694009271
NIC13,0.0848602156896466,0.184410160516522,0.140049078905018,0.0170065578982047,0.0197470018990477,0.237452421911269,0.0755709697655035,0,0.0865852401807196,0.0191518060076265,0.135166547226442,0,0.826624825626214,0.668482386538699
NIC7,0.423985336990721,0.0623138454237756,0.0174675976655434,0.0612193696860569,0.00696161833930776,0.0150155074650889,0,0.184092943092835,0.225777107840136,0,0.003166673496535,0,0.661485546719741,0.751454026254033
