Mixture,Cancer_cells,Stromal_cells,Anti-Inflammatory_macro/mono,Pro-Inflammatory_macro/mono,Other_cells,Bcells,Regulatory_CD4_Tcells,CD4_Tcells,Proliferative_Tcells,NK_cells,CD8_Tcells,P-value,Correlation,RMSE
S52,0.524229331871823,0.316559197805179,0.0743978792119038,0,0,0.0149822193117009,0,0,0.0698313717993934,0,0,0,0.668948025805005,0.776762817505565
NIC4,0.281269251101464,0.493173059278467,0.0453708225954513,0,0.000774245235940337,0.0644743365969705,0,0,0.114938285191707,0,0,0,0.534068816001902,0.854052838760918
NIC23,0.59914959038738,0.231904241153292,0,0.00983478724329349,0,0.0469894364537346,0,0,0.1121219447623,0,0,0.001,0.312894753567793,0.950277540592785
NIC24,0.204082332855375,0.404091382827227,0.0113944239398089,0,0.101880745460075,0.135927489043797,0,0,0.142623625873719,0,0,0.001,0.356050702787616,0.934315241838944
NIC25,0.383267430219793,0.410873304633113,0.0647150558553015,0,0,0.0364301844582894,0,0,0.104714024833503,0,0,0,0.455504120188714,0.890487822649891
NIC12nova,0.492604597204825,0.157963783644659,0.0123235007385907,0,0,0.117879375203818,0,0,0.219228743208107,0,0,0.003,0.180263115796448,0.992277577351882
NIC29,0.0889208149222099,0.66452478260208,0.0200721844091065,0,0.0903814956112193,0.0582905432689024,0,0,0.0778101791864818,0,0,0,0.539333899180856,0.848161782256576
NIC15,0.130288515056371,0.826787885134572,0,0,0,0.0179505085269064,0,0.0125155172858565,0.010811931883172,0,0.00164564211312175,0,0.585088183544452,0.817259912070776
NIC18,0.491328870253316,0.217039289042016,0,0,0.0202601044927608,0.105365349855244,0,0,0.166006386356662,0,0,0.002,0.226020919588251,0.977651681273824
NIC17,0.459709950348108,0.216912142666976,0.0109795227680943,0,0.2311618948334,0.0134374344112927,0,0,0.0677990549721275,0,0,0.001,0.384695047614379,0.923013159383681
NIC3,0.0797564221967542,0.64803638547947,0.0552760016408764,0,0,0.105230680175655,0.107273452940014,0,0,0.00442705756723106,0,0.001,0.340893989584749,0.947970857204979
NIC22,0.46069874755531,0.207552900357674,0,0,0.0442756913138644,0.17634726331568,0,0,0.111125397457472,0,0,0.001,0.391401845440123,0.923782968750503
NIC19,0.556160190154978,0.239155656141085,0.00138889420929739,0,0.0225494794866042,0.0590473025384457,0,0,0.121698477469591,0,0,0.002,0.232536121538193,0.977299877593926
NIC20,0.746031695924132,0.0630393236283359,0.0131126421300604,0,0,0.00173522095656288,0,0,0.176081117360909,0,0,0.002,0.302626169089069,0.954356220947106
NIC13,0.150951731393818,0.34605921710969,0.0425574762303969,0,0.0852212251454065,0.198512975743155,0.0282047774056205,0,0.14694393266601,0.00154866430590399,0,0,0.587680481410356,0.838506791688352
NIC7,0.767297376879011,0.0819873362937753,0,0,0,0.00675042087580379,0,0.0536304754960974,0.0903343904553123,0,0,0.001,0.410233809345566,0.914165772722683
