Mixture,Cancer_cells,Stromal_cells,Anti-Inflammatory_macro/mono,Pro-Inflammatory_macro/mono,Other_cells,Bcells,Regulatory_CD4_Tcells,CD4_Tcells,Proliferative_Tcells,NK_cells,CD8_Tcells,P-value,Correlation,RMSE
S52,0.206898672981334,0.180689396302865,0.187462613282439,0.0914815863316869,0.00253614263335106,0.0620647726374276,0.0948239100778194,0.0131144586825147,0.106088515463248,0.0117243223133188,0.0431156092939962,0,0.845391304017582,0.635037129290053
NIC4,0.193491492974687,0.135715609828784,0.040578474804099,0.0718074070237656,0.00553160717054253,0.117972170623471,0.0172506549536958,0.290789162528516,0.11016353610394,0.00279466036402305,0.0139052236244757,0,0.801740161361894,0.732697815842392
NIC23,0.184373130527842,0.106346814657305,0.00741636561125025,0.240415836332066,0,0.0613340999322301,0.00080568014290118,0.221425338828299,0.160054679818064,0.0102054007661068,0.00762265338393595,0,0.729360046603858,0.75126709173982
NIC24,0.121424285305834,0.139968337689357,0.0861420520760292,0.0530829918093793,0.0438698799508361,0.149003111562713,0.0524486718409397,0.19027464189287,0.126794738638548,0.00957741812509806,0.0274138711083957,0,0.642074244355137,0.809459917408218
NIC25,0.179096657018422,0.137303741875315,0.137968315740617,0,0,0.0697287866755666,0,0.309769163813076,0.121112955963653,0.00957159809746385,0.0354487808158864,0,0.826464573251415,0.717221112870331
NIC12nova,0.221824768297991,0.0813313624962115,0.0794881334485723,0.021248599829566,0,0.0994708228840563,0,0.297345205129932,0.177105114154743,0.0221859937589276,0,0,0.602845806930216,0.855122657438011
NIC29,0.0943666930158838,0.185493806867895,0.0500320366584554,0.00215634597500604,0.0470649498968625,0.166969432501507,0.0320140865900828,0.28558023592249,0.108625905560756,0.000600986311316738,0.0270955206997444,0,0.801825574049702,0.689803475754138
NIC15,0.135548814527664,0.268862141998492,0.0536212855374152,0.0141584400706633,0,0.0854293843992427,0.0339064169835371,0.290147700446754,0.0536970611763467,0.0182985593951014,0.0463301954647844,0,0.921612780914842,0.490516947370793
NIC18,0.200573906381488,0.0650379438302396,0.04415935568762,0.0377583192133429,0.111765597013233,0.154858685210288,0.0215779255824491,0.229259403890979,0.135008863190361,0,0,0,0.627969002887067,0.830161066972278
NIC17,0.24354765939163,0.0753002719787753,0.0703241288076799,0.00351744937098504,0.0410173366566386,0.102627252206695,0,0.344766338018905,0.0845841087445419,0.00345891199235373,0.0308565428317947,0,0.814550801874822,0.772973515415936
NIC3,0.0484532827503986,0.184799989233998,0.0465891180823197,0.00996649438397761,0,0.155402380294893,0.0654345977779179,0.404663909058009,0.0169470088521558,0.0236256663319409,0.0441175532343898,0,0.679799100920586,0.774199861454514
NIC22,0.209556300908113,0.0571569776949539,0.0611764156330062,0.00685912327680617,0.032245689411217,0.14056574966667,0,0.338569941524981,0.109899244455258,0.0186872851449161,0.0252832722840784,0,0.819786138876219,0.801823199546316
NIC19,0.304972576729314,0.0478252975932386,0.0559703315647278,0.0051105965607596,0.0217236437204739,0.107158638741521,0.0200617833255169,0.273990664323351,0.0757614986393801,0,0.0874249688017161,0,0.569329936264726,0.865322703067033
NIC20,0.262867012485694,0.0075170089981365,0.031971568235291,0.00557717010622806,0,0.137390689453556,0,0.362375133409015,0.170695345117576,0,0.0216060721945032,0,0.543388538569323,0.893452436214106
NIC13,0.0991486831775896,0.116327074661091,0.150187264140645,0.0403025190324901,0.0301976266534302,0.118705457453898,0.0445290409725402,0.194409428409197,0.105876752084601,0.0237573570624653,0.0765587963520535,0,0.832277889986395,0.741986284688883
NIC7,0.440027897984593,0.0175915225061232,0.044036537478082,0.0213113165503105,0,0.0903316707890011,0.0194379797808606,0.222887072660083,0.126539884907263,0,0.0178361173436838,0,0.771214648205697,0.748608904417245
