"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Cancer cells",0.008,0.025,0.029,0,0.007,0.031,0.034,0.059,0.052,0,0.013,0.012,0.002,0,0,0.106,0,0.027,0.064,0.07,0.089,0.086,0.041
"Stromal cells",0.091,0.172,0.12,0.393,0.095,0.258,0.232,0.055,0.023,0.156,0.066,0.105,0.164,0.169,0.172,0.111,0.206,0.144,0.084,0.076,0.029,0.016,0.117
"Macro/mono Lineage",0.018,0.033,0.027,0.061,0.016,0.004,0,0,0,0.027,0.015,0.031,0.049,0.054,0.092,0.009,0,0.043,0,0.002,0,0,0.091
"Bcells",0.54,0,0,0,0.126,0,0.375,0.266,0.419,0.33,0.614,0.339,0,0.413,0,0.012,0.536,0,0,0,0,0,0
"Regulatory CD4 Tcells",0,0.608,0.648,0,0.148,0,0,0.335,0,0.074,0.129,0.28,0,0.197,0,0.248,0,0.653,0.494,0.554,1.15,0.607,0.607
"CD4 Tcells",1.025,0,0,0,0.728,0.46,0.526,0,0.476,0.359,0.305,0.276,0.986,0.233,0.652,0.358,0.225,0,0,0,0,0,0
"NK cells",0,0,0.084,0,0.045,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0.074,0.028,0.048,0.058,0
"CD8 Tcells",0,0,0.138,0.062,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.067,0.259,0.302,0.275,0.251,0.112
