"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Cancer cells",0.622,0.729,0.057,0.011,0.628,0.384,0.342,0.645,0.501,0.448,0.64,0.681,0.461,0.129,0.503,0.726,0.01,0.077,0.475,0.485,0.503,0.787,0.543
"Stromal cells",0.049,0.067,0.385,0.65,0.041,0.03,0.027,0.021,0.008,0.063,0.034,0.044,0.165,0.392,0.383,0.01,0.883,0.707,0.255,0.039,0.01,0.007,0.057
"Macro/mono Lineage",0.021,0.041,0.285,0.01,0.033,0.031,0.032,0.014,0.016,0.04,0.023,0.041,0.265,0.111,0.076,0.018,0.02,0.064,0.092,0.022,0.014,0.013,0.225
"Bcells",0.027,0.041,0.142,0.019,0.031,0.036,0.043,0.014,0.028,0.043,0.048,0.031,0.062,0.154,0.066,0.023,0.029,0.058,0.094,0.019,0.008,0.011,0.042
"Regulatory CD4 Tcells",0.041,0.033,0.095,0.024,0.02,0.038,0.033,0.017,0.009,0.044,0.051,0.037,0.084,0.065,0.06,0.016,0.015,0.059,0.06,0.023,0.013,0.015,0.084
"CD4 Tcells",0.064,0.041,0.18,0.029,0.075,0.04,0.052,0.052,0.056,0.079,0.071,0.069,0.118,0.108,0.109,0.037,0.053,0.024,0.26,0.074,0.025,0.016,0.14
"NK cells",0.077,0.054,0.156,0.038,0.062,0.06,0.092,0.032,0.022,0.077,0.048,0.031,0.084,0.122,0.076,0.032,0.059,0.143,0.087,0.066,0.036,0.015,0.142
"CD8 Tcells",0.087,0.107,0.188,0.042,0.04,0.05,0.056,0.022,0.009,0.063,0.033,0.036,0.133,0.146,0.067,0.015,0.035,0.258,0.049,0.05,0.033,0.014,0.06
