"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Cancer cells",0.061,0.056,0.038,0.073,0.079,0.047,0.045,0.058,0.059,0.08,0.042,0.062,0.09,0.06,0.077,0.058,0.042,0.059,0.061,0.067,0.086,0.091,0.064
"Stromal cells",0.165,0.178,0.093,0.157,0.165,0.177,0.189,0.165,0.178,0.219,0.159,0.187,0.198,0.112,0.212,0.146,0.125,0.131,0.205,0.183,0.209,0.194,0.155
"Macro/mono Lineage",0.169,0.178,0.166,0.315,0.223,0.256,0.246,0.302,0.26,0.231,0.142,0.247,0.241,0.161,0.224,0.235,0.163,0.149,0.209,0.211,0.272,0.297,0.185
"Bcells",0.065,0.049,0.114,0.031,0.012,0.076,0.067,0.028,0.087,0.043,0.082,0.082,0.028,0.08,0.045,0.06,0.071,0.105,0.05,0.021,0.009,0.012,0.035
"Regulatory CD4 Tcells",0.179,0.174,0.323,0.074,0.062,0.195,0.158,0.084,0.201,0.137,0.208,0.2,0.068,0.181,0.175,0.178,0.164,0.172,0.099,0.094,0.06,0.036,0.124
"CD4 Tcells",0.019,0.014,0.038,0.012,0.017,0.02,0.023,0.011,0.035,0.013,0.021,0.026,0.013,0.019,0.021,0.016,0.026,0,0.013,0.01,0.015,0.008,0.019
"NK cells",0.114,0.112,0.226,0.072,0.059,0.113,0.129,0.065,0.147,0.107,0.143,0.133,0.055,0.19,0.171,0.121,0.212,0.218,0.119,0.089,0.037,0.03,0.098
"CD8 Tcells",0.263,0.209,0.373,0.105,0.099,0.225,0.28,0.106,0.212,0.151,0.364,0.382,0.099,0.396,0.334,0.314,0.442,0.486,0.163,0.187,0.074,0.061,0.203
