"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Bcells",0.084,0.053,0.027,0.097,0.12,0.103,0.149,0.273,0.335,0.084,0.186,0.129,0.024,0.063,0.171,0.138,0.246,0.052,0.098,0.131,0.03,0.001,0
"Cancer cells",0.037,0.028,0.012,0.007,0.04,0.032,0.027,0.061,0.076,0.019,0.021,0.03,0.027,0.003,0.024,0.066,0,0.036,0.045,0.077,0.096,0.094,0.012
"CD4 Tcells",0.227,0.028,0,0,0.169,0.01,0.287,0.083,0.621,0.258,0.41,0.143,0.297,0.356,0.059,0.22,0.424,0,0.266,0.061,0.129,0.341,0
"CD8 Tcells",0.335,0.075,0.868,0,0,0.039,0.15,0,0,0.26,0.117,0,0.163,0.405,0.065,0.159,0.026,0.041,0.076,0.161,0.203,0,0.35
"Macro/mono Lineage",0.06,0.057,0.116,0.064,0.148,0.148,0.056,0.082,0.093,0.05,0.06,0.069,0.115,0.098,0.15,0.077,0.042,0.066,0.121,0.126,0.052,0.108,0.251
"NK cells",0.142,0.254,0.222,0.176,0.176,0.189,0.106,0.128,0.065,0.086,0.172,0.19,0.192,0,0.134,0.096,0.066,0.252,0.178,0.105,0.035,0.129,0
"Proliferative Tcells",0.04,0.154,0.107,0.12,0.174,0.156,0,0.172,0,0,0.036,0.143,0.044,0,0.067,0,0,0.16,0.057,0.041,0.023,0.093,0
"Regulatory CD4 Tcells",0.104,0.16,0.042,0.099,0.061,0.115,0.154,0,0,0.294,0.096,0.15,0.153,0.205,0.098,0.2,0,0,0.055,0.076,0.432,0.065,0.862
"Stromal cells",0.083,0.153,0.026,0.216,0.097,0.124,0.089,0.065,0,0.124,0.058,0.088,0.111,0.084,0.145,0.059,0.199,0.182,0.067,0.07,0.025,0.008,0
