"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Cancer cells",0.399,0.461,0.093,0.159,0.494,0.282,0.271,0.421,0.558,0.37,0.386,0.36,0.416,0.145,0.348,0.544,0.088,0.045,0.292,0.322,0.46,0.587,0.339
"Stromal cells",0.306,0.459,0.424,0.517,0.253,0.302,0.267,0.225,0.062,0.359,0.26,0.52,0.351,0.441,0.718,0.148,0.702,0.738,0.549,0.432,0.169,0.087,0.252
"Macro/mono Lineage",0.02,0.005,0.092,0,0,0,0.012,0,0,0,0,0,0.181,0.09,0.01,0.009,0,0,0.03,0,0,0,0.133
"Bcells",0.112,0.16,0.471,0.022,0.05,0.113,0.291,0.159,0.113,0.114,0.22,0.234,0,0.477,0.236,0.217,0.175,0.362,0.109,0.095,0.009,0.05,0.223
"Regulatory CD4 Tcells",0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0.019
"CD4 Tcells",0,0,0,0.187,0,0.065,0,0,0,0.13,0.099,0,0.207,0.045,0,0.127,0.117,0.209,0.088,0,0.039,0.081,0
"NK cells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD8 Tcells",0.11,0.148,0.148,0,0.058,0,0.014,0.049,0,0,0,0.036,0,0,0.09,0,0,0,0,0.067,0,0,0.058
