"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Cancer cells",0.09,0.038,0.015,0,0.107,0.024,0.06,0.071,0.25,0.057,0.085,0.057,0.031,0.012,0.016,0.08,0,0,0.1,0.151,0.241,0.396,0.085
"Stromal cells",0.753,0.916,0.599,0.678,0.703,0.941,0.805,0.823,0.625,0.905,0.715,1.085,0.852,0.654,1.194,0.812,0.946,0.848,0.842,0.673,0.496,0.37,0.479
"Macro/mono Lineage",0.041,0.04,0.31,0.023,0.027,0.066,0.043,0,0.007,0.07,0.027,0.034,0.138,0.162,0.162,0.095,0.007,0.075,0.044,0.046,0.024,0.045,0.513
"Bcells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Regulatory CD4 Tcells",0.065,0.019,0.145,0.002,0.012,0.004,0.011,0.003,0.005,0.009,0.218,0.073,0.022,0.229,0,0.067,0.008,0,0.018,0.002,0,0,0.023
"CD4 Tcells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK cells",0.025,0.027,0.356,0,0,0.001,0,0,0,0,0.04,0.021,0,0.004,0,0.008,0,0.002,0.03,0,0,0,0
"CD8 Tcells",0.001,0.001,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002
