"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Cancer cells",0.503,0.453,0.165,0.227,0.477,0.409,0.579,0.367,0.543,0.309,0.504,0.446,0.297,0.154,0.344,0.602,0.152,0.284,0.324,0.425,0.637,0.658,0.411
"Stromal cells",0.287,0.287,0.91,0.889,0.14,0.439,0.371,0.36,0.105,0.469,0.42,0.499,0.39,0.698,0.505,0.399,0.999,0.527,0.526,0.41,0.153,0.077,0.383
"Macro/mono Lineage",0.002,0.002,0.005,0.003,0.001,0.002,0.001,0.001,0,0.002,0.003,0.002,0.004,0.006,0.002,0.001,0.002,0.013,0.003,0.001,0.002,0.001,0.015
"Bcells",0.01,0.007,0.021,0.012,0.007,0.012,0.009,0.019,0.005,0.013,0.021,0.017,0.012,0.024,0.007,0.011,0.017,0.056,0.014,0.006,0.008,0.005,0.014
"Regulatory CD4 Tcells",0.001,0,0.001,0.002,0.001,0.001,0,0.001,0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.013,0.002,0.001,0.002,0.001,0.004
"CD4 Tcells",0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.004,0,0,0,0,0.001
"Proliferative Tcells",0.2,0.18,0.148,0.075,0.103,0.096,0.055,0.078,0.066,0.121,0.216,0.146,0.212,0.251,0.104,0.055,0.096,0.266,0.117,0.044,0.08,0.059,0.265
"NK cells",0.006,0.003,0.004,0.004,0.006,0.004,0.003,0.004,0.002,0.005,0.006,0.006,0.006,0.005,0.003,0.005,0.002,0.036,0.008,0.004,0.004,0.003,0.019
"CD8 Tcells",0.001,0,0.001,0.001,0.001,0.001,0,0,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.015,0.001,0.001,0.001,0,0.003
