"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Cancer cells",0.617,0.622,0.101,0.021,0.386,0.461,0.765,0.364,0.489,0.432,0.789,0.72,0.242,0.086,0.499,0.751,0.026,0.135,0.466,0.673,0.713,0.749,0.371
"Stromal cells",0.047,0.07,0.355,1.282,0.027,0.033,0.036,0.015,0.007,0.033,0.023,0.034,0.154,0.467,0.164,0.011,1.295,0.504,0.072,0.022,0.014,0.005,0.102
"Macro/mono Lineage",0.011,0.027,0.332,0.015,0.019,0.015,0.016,0.012,0.008,0.015,0.014,0.017,0.207,0.067,0.033,0.005,0.017,0.042,0.027,0.011,0.026,0.009,0.217
"Bcells",0.022,0.023,0.178,0.027,0.025,0.012,0.032,0.021,0.019,0.031,0.04,0.031,0.061,0.107,0.042,0.013,0.041,0.121,0.081,0.019,0.016,0.015,0.043
"Regulatory CD4 Tcells",0.033,0.025,0.059,0.036,0.014,0.02,0.018,0.024,0.011,0.022,0.014,0.031,0.079,0.1,0.059,0.011,0.027,0.164,0.051,0.021,0.021,0.014,0.054
"CD4 Tcells",0.035,0.033,0.108,0.028,0.056,0.036,0.017,0.024,0.051,0.016,0.04,0.032,0.15,0.099,0.06,0.009,0.064,0.06,0.184,0.046,0.03,0.015,0.137
"Proliferative Tcells",0.091,0.144,0.554,0.03,0.07,0.054,0.051,0.042,0.031,0.054,0.068,0.043,0.099,0.263,0.067,0.017,0.032,0.214,0.17,0.04,0.032,0.026,0.151
"NK cells",0.049,0.029,0.064,0.03,0.034,0.035,0.048,0.026,0.018,0.036,0.043,0.033,0.091,0.085,0.037,0.016,0.022,0.098,0.067,0.018,0.019,0.01,0.083
"CD8 Tcells",0.101,0.056,0.165,0.026,0.1,0.062,0.047,0.025,0.026,0.068,0.056,0.073,0.073,0.165,0.064,0.025,0.03,0.242,0.128,0.035,0.059,0.013,0.068
