"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Cancer cells",0.048,0.052,0.041,0.07,0.054,0.058,0.045,0.047,0.05,0.067,0.054,0.048,0.055,0.035,0.043,0.062,0.041,0.036,0.053,0.051,0.076,0.072,0.053
"Stromal cells",0.132,0.115,0.124,0.17,0.162,0.146,0.144,0.167,0.145,0.132,0.117,0.106,0.142,0.13,0.162,0.182,0.128,0.09,0.126,0.148,0.232,0.184,0.148
"Macro/mono Lineage",0.148,0.156,0.176,0.203,0.212,0.188,0.15,0.24,0.165,0.185,0.138,0.162,0.239,0.178,0.15,0.186,0.135,0.106,0.221,0.265,0.317,0.27,0.175
"Bcells",0.063,0.075,0.115,0.042,0.013,0.042,0.054,0.055,0.062,0.047,0.079,0.059,0.031,0.081,0.041,0.061,0.081,0.093,0.057,0.027,0.018,0.018,0.032
"Regulatory CD4 Tcells",0.214,0.157,0.263,0.111,0.087,0.168,0.219,0.176,0.238,0.128,0.199,0.195,0.121,0.219,0.188,0.179,0.19,0.271,0.151,0.111,0.08,0.067,0.149
"CD4 Tcells",0.014,0.011,0.015,0.012,0.013,0.014,0.01,0.01,0.026,0.007,0.017,0.02,0.012,0.016,0.018,0.01,0.012,0,0.011,0.006,0.015,0.003,0.016
"Proliferative Tcells",0.02,0.02,0.027,0.012,0.017,0.018,0.019,0.015,0.027,0.018,0.032,0.022,0.012,0.023,0.017,0.024,0.031,0.034,0.018,0.011,0.007,0.007,0.019
"NK cells",0.155,0.123,0.159,0.083,0.106,0.109,0.134,0.099,0.141,0.134,0.194,0.162,0.074,0.185,0.151,0.171,0.151,0.184,0.098,0.066,0.063,0.059,0.117
"CD8 Tcells",0.23,0.209,0.395,0.219,0.209,0.236,0.224,0.153,0.255,0.266,0.332,0.301,0.131,0.274,0.329,0.277,0.303,0.435,0.228,0.174,0.145,0.08,0.247
