"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Cancer cells",0.003,0.008,0.017,0,0.006,0.013,0.003,0.018,0.015,0.003,0.002,0.008,0.002,0.001,0.002,0.009,0,0.007,0.027,0.03,0.032,0.031,0.015
"Stromal cells",0.099,0.104,0.069,0.148,0.074,0.082,0.096,0.064,0.067,0.075,0.072,0.069,0.096,0.122,0.109,0.053,0.124,0.136,0.089,0.061,0.044,0.034,0.074
"Macro/mono Lineage",0.01,0.009,0.043,0,0.01,0.022,0.014,0.018,0.019,0.011,0.014,0.012,0.032,0.024,0.022,0.019,0.002,0,0.03,0.029,0.029,0.036,0.059
"Bcells",0,0,0,0,0,0,0.034,0,0.002,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
"Regulatory CD4 Tcells",0.074,0.172,0.131,0.204,0.006,0.116,0.001,0.125,0,0.163,0,0.14,0.117,0.124,0.17,0.107,0.111,0,0.057,0,0.016,0,0.327
"CD4 Tcells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NK cells",0.817,0.681,0.249,0.37,0.879,0.749,0.864,0.779,0.974,0.759,0.883,0.795,0.695,0.769,0.713,0.848,0.758,0,0.497,0.243,0.327,0.209,0.422
"CD8 Tcells",0,0,0.507,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892,0.212,0.587,0.579,0.782,0
