"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Cancer cells",0.275,0.465,0.125,0.104,0.463,0.154,0.161,0.308,0.355,0.309,0.275,0.323,0.352,0.182,0.47,0.317,0.11,0,0.141,0.471,0.306,0.541,0.249
"Stromal cells",0.128,0.215,0.128,0.409,0.172,0.313,0.273,0.237,0.187,0.559,0.276,0.427,0.255,0.337,0.394,0.241,0.852,0.399,0.472,0.215,0.237,0.018,0.176
"Macro/mono Lineage",0,0,0,0,0,0,0,0,0,0,0,0,0.391,0,0.062,0,0,0,0,0,0,0,0.073
"Bcells",0.679,0.582,1.393,0,0.16,0.272,0.613,0.263,0,0.192,0.637,0.416,0,0.567,0.093,0.762,0.162,1.068,0.62,0.101,0.058,0.095,0.346
"Regulatory CD4 Tcells",0.039,0.046,0.098,0,0,0,0,0.004,0,0,0.004,0,0,0.043,0,0.093,0,0,0.059,0.002,0,0.005,0.023
"CD4 Tcells",0,0.017,0.145,0,0,0,0,0.033,0,0,0,0,0,0,0,0.029,0,0,0.045,0,0.01,0,0
"NK cells",0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.01,0,0,0
"CD8 Tcells",0.057,0.042,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129
