"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"Cancer cells",0,0.009,0.033,0,0.004,0.013,0.015,0.057,0.062,0,0.01,0.003,0,0,0.007,0.046,0,0.033,0.077,0.086,0.101,0.11,0.04
"Stromal cells",0.077,0.103,0.134,0.425,0.072,0.117,0.06,0.078,0.01,0.124,0.071,0.076,0.092,0.199,0.135,0.059,0.229,0.132,0.113,0.08,0.039,0.017,0.122
"Macro/mono Lineage",0.012,0.018,0.039,0.022,0.02,0.02,0.005,0,0,0.015,0.004,0.017,0.055,0.032,0.064,0.013,0,0.048,0.006,0,0,0,0.088
"Bcells",0.434,0,0,0,0.142,0.017,0.227,0.382,0.281,0.145,0.398,0.217,0,0.465,0.051,0.179,0.467,0,0.03,0,0,0,0
"Regulatory CD4 Tcells",0,0.084,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0.534,0.106,0.215,0.294,0.43,0.636
"CD4 Tcells",0.422,0.212,0,0,0.818,0.119,0.313,0,0.414,0.322,0.35,0.236,0.857,0,0.338,0,0.238,0,0,0,0,0,0
"Proliferative Tcells",0.375,0.564,0.427,0.211,0.425,0.637,0.459,0.364,0.308,0.558,0.337,0.456,0.284,0.342,0.312,0.719,0.075,0.19,0.452,0.353,0.46,0.295,0.237
"NK cells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.016,0,0.037,0
"CD8 Tcells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,0,0
