"","values","cell_types","models","cols"
"240",-0.0826201564933948,"Regulatory CD4 Tcells","MOMF","uncorrected_gd"
"241",-0.0753996460012716,"CD8 Tcells","MOMF","uncorrected_gd"
"242",0.470701347365803,"Proliferative Tcells","MOMF","uncorrected_gd"
"243",-0.0366760008963738,"NK cells","MOMF","uncorrected_gd"
"244",0.292821499267698,"Cancer cells","MOMF","uncorrected_gdwoOthers"
"245",0.0850838539124542,"Stromal cells","MOMF","uncorrected_gdwoOthers"
"246",0.165997289082826,"Macro/mono Lineage","MOMF","uncorrected_gdwoOthers"
"247",0.0370435846460727,"Bcells","MOMF","uncorrected_gdwoOthers"
"248",NA,"CD4 Tcells","MOMF","uncorrected_gdwoOthers"
"249",-0.0594967125750349,"Regulatory CD4 Tcells","MOMF","uncorrected_gdwoOthers"
"250",-0.0679107718775055,"CD8 Tcells","MOMF","uncorrected_gdwoOthers"
"251",0.486056780814209,"Proliferative Tcells","MOMF","uncorrected_gdwoOthers"
"252",-0.0392351268643758,"NK cells","MOMF","uncorrected_gdwoOthers"
"253",0.243045157715595,"Cancer cells","MuSiC_wGrouping","uncorrected_gd"
"254",0.0974664644893813,"Stromal cells","MuSiC_wGrouping","uncorrected_gd"
"255",-0.263733808335277,"Macro/mono Lineage","MuSiC_wGrouping","uncorrected_gd"
"256",0.364918102136942,"Bcells","MuSiC_wGrouping","uncorrected_gd"
"257",-0.169777624421574,"CD4 Tcells","MuSiC_wGrouping","uncorrected_gd"
"258",0.158423778851189,"Regulatory CD4 Tcells","MuSiC_wGrouping","uncorrected_gd"
"259",0.356970800803853,"CD8 Tcells","MuSiC_wGrouping","uncorrected_gd"
"260",0.339414140955931,"Proliferative Tcells","MuSiC_wGrouping","uncorrected_gd"
"261",-0.0473746052345051,"NK cells","MuSiC_wGrouping","uncorrected_gd"
"262",0.169796857294841,"Cancer cells","MuSiC_wGrouping","uncorrected_gdwoOthers"
"263",0.0757088704923231,"Stromal cells","MuSiC_wGrouping","uncorrected_gdwoOthers"
"264",-0.295033641183719,"Macro/mono Lineage","MuSiC_wGrouping","uncorrected_gdwoOthers"
"265",0.374454723713316,"Bcells","MuSiC_wGrouping","uncorrected_gdwoOthers"
"266",-0.155022271735245,"CD4 Tcells","MuSiC_wGrouping","uncorrected_gdwoOthers"
"267",0.193270905235732,"Regulatory CD4 Tcells","MuSiC_wGrouping","uncorrected_gdwoOthers"
"268",0.368286738952341,"CD8 Tcells","MuSiC_wGrouping","uncorrected_gdwoOthers"
"269",0.354240421950081,"Proliferative Tcells","MuSiC_wGrouping","uncorrected_gdwoOthers"
"270",-0.0285120334351704,"NK cells","MuSiC_wGrouping","uncorrected_gdwoOthers"
"271",0.50503807609055,"Cancer cells","Scaden","uncorrected_gd"
"272",0.333381601486428,"Stromal cells","Scaden","uncorrected_gd"
"273",0.447241847764554,"Macro/mono Lineage","Scaden","uncorrected_gd"
"274",0.0272173384897988,"Bcells","Scaden","uncorrected_gd"
"275",0.0466490244396921,"CD4 Tcells","Scaden","uncorrected_gd"
"276",0.206322604705775,"Regulatory CD4 Tcells","Scaden","uncorrected_gd"
"277",0.0659052987326269,"CD8 Tcells","Scaden","uncorrected_gd"
"278",0.194753253335294,"Proliferative Tcells","Scaden","uncorrected_gd"
"279",-0.300860542935205,"NK cells","Scaden","uncorrected_gd"
"280",0.4587113987002,"Cancer cells","Scaden","uncorrected_gdwoOthers"
"281",0.345044497470976,"Stromal cells","Scaden","uncorrected_gdwoOthers"
"282",0.430861299081067,"Macro/mono Lineage","Scaden","uncorrected_gdwoOthers"
"283",0.0339977831236801,"Bcells","Scaden","uncorrected_gdwoOthers"
"284",0.0453019318073862,"CD4 Tcells","Scaden","uncorrected_gdwoOthers"
"285",0.200520457256498,"Regulatory CD4 Tcells","Scaden","uncorrected_gdwoOthers"
"286",0.0565274006776329,"CD8 Tcells","Scaden","uncorrected_gdwoOthers"
"287",0.196518428506102,"Proliferative Tcells","Scaden","uncorrected_gdwoOthers"
"288",-0.298849764973691,"NK cells","Scaden","uncorrected_gdwoOthers"
"289",0.364821002016906,"Cancer cells","SCDC","uncorrected_gd"
"290",0.373840213705935,"Stromal cells","SCDC","uncorrected_gd"
"291",0.320966944358358,"Macro/mono Lineage","SCDC","uncorrected_gd"
"292",NA,"Bcells","SCDC","uncorrected_gd"
"293",NA,"CD4 Tcells","SCDC","uncorrected_gd"
"294",NA,"Regulatory CD4 Tcells","SCDC","uncorrected_gd"
"295",NA,"CD8 Tcells","SCDC","uncorrected_gd"
"296",0.289024903133637,"Proliferative Tcells","SCDC","uncorrected_gd"
"297",NA,"NK cells","SCDC","uncorrected_gd"
"298",0.325939543288255,"Cancer cells","SCDC","uncorrected_gdwoOthers"
"299",0.372938484638177,"Stromal cells","SCDC","uncorrected_gdwoOthers"
"300",0.315008318712831,"Macro/mono Lineage","SCDC","uncorrected_gdwoOthers"
"301",NA,"Bcells","SCDC","uncorrected_gdwoOthers"
"302",NA,"CD4 Tcells","SCDC","uncorrected_gdwoOthers"
"303",NA,"Regulatory CD4 Tcells","SCDC","uncorrected_gdwoOthers"
"304",NA,"CD8 Tcells","SCDC","uncorrected_gdwoOthers"
"305",0.288396810573121,"Proliferative Tcells","SCDC","uncorrected_gdwoOthers"
"306",NA,"NK cells","SCDC","uncorrected_gdwoOthers"
"307",0.41541454800102,"Cancer cells","BisqueRNA","correctedBefore_woProl_gd"
"308",0.43447895618065,"Stromal cells","BisqueRNA","correctedBefore_woProl_gd"
"309",0.0802887469909293,"Macro/mono Lineage","BisqueRNA","correctedBefore_woProl_gd"
"310",0.0245715541313493,"Bcells","BisqueRNA","correctedBefore_woProl_gd"
"311",0.181400107287785,"CD4 Tcells","BisqueRNA","correctedBefore_woProl_gd"
"312",-0.13821458886856,"Regulatory CD4 Tcells","BisqueRNA","correctedBefore_woProl_gd"
"313",0.719345494653162,"CD8 Tcells","BisqueRNA","correctedBefore_woProl_gd"
"314",-0.0605477600016023,"NK cells","BisqueRNA","correctedBefore_woProl_gd"
"315",0.372168801907583,"Cancer cells","BisqueRNA","correctedBefore_woProl_gdwoOthers"
"316",0.426769393338699,"Stromal cells","BisqueRNA","correctedBefore_woProl_gdwoOthers"
"317",0.0720379900495259,"Macro/mono Lineage","BisqueRNA","correctedBefore_woProl_gdwoOthers"
"318",0.0173916930906439,"Bcells","BisqueRNA","correctedBefore_woProl_gdwoOthers"
"319",0.192004789776576,"CD4 Tcells","BisqueRNA","correctedBefore_woProl_gdwoOthers"
"320",-0.134562713762406,"Regulatory CD4 Tcells","BisqueRNA","correctedBefore_woProl_gdwoOthers"
"321",0.747898566245996,"CD8 Tcells","BisqueRNA","correctedBefore_woProl_gdwoOthers"
"322",-0.0453616572103592,"NK cells","BisqueRNA","correctedBefore_woProl_gdwoOthers"
"323",0.332691362874162,"Cancer cells","BSeqSC","correctedBefore_woProl_gd"
"324",0.27270604647463,"Stromal cells","BSeqSC","correctedBefore_woProl_gd"
"325",0.411572655515901,"Macro/mono Lineage","BSeqSC","correctedBefore_woProl_gd"
"326",0.233402301985884,"Bcells","BSeqSC","correctedBefore_woProl_gd"
"327",-0.0474506045074894,"CD4 Tcells","BSeqSC","correctedBefore_woProl_gd"
