"","values","samples","models","cols"
"185",0.896296432102004,"NIC12nova","DWLS","uncorrected_woProl_gd"
"186",0.856841675202493,"NIC12","DWLS","uncorrected_woProl_gd"
"187",0.193567068185104,"NIC13","DWLS","uncorrected_woProl_gd"
"188",0.623223826315111,"NIC15","DWLS","uncorrected_woProl_gd"
"189",0.978925485009239,"NIC16","DWLS","uncorrected_woProl_gd"
"190",0.800318126346444,"NIC17","DWLS","uncorrected_woProl_gd"
"191",0.904051280776131,"NIC18","DWLS","uncorrected_woProl_gd"
"192",0.930346064452119,"NIC19","DWLS","uncorrected_woProl_gd"
"193",0.996333495934703,"NIC20","DWLS","uncorrected_woProl_gd"
"194",0.916911824586259,"NIC21","DWLS","uncorrected_woProl_gd"
"195",0.85161510496419,"NIC22nova","DWLS","uncorrected_woProl_gd"
"196",0.751490844094281,"NIC22","DWLS","uncorrected_woProl_gd"
"197",0.910358505718609,"NIC23","DWLS","uncorrected_woProl_gd"
"198",0.514965317799558,"NIC24","DWLS","uncorrected_woProl_gd"
"199",0.976999863164504,"NIC25","DWLS","uncorrected_woProl_gd"
"200",0.875519918538376,"NIC27","DWLS","uncorrected_woProl_gd"
"201",0.56082619129962,"NIC29","DWLS","uncorrected_woProl_gd"
"202",-0.126871821475394,"NIC3","DWLS","uncorrected_woProl_gd"
"203",0.474424229957035,"NIC4","DWLS","uncorrected_woProl_gd"
"204",0.952078695578132,"NIC5","DWLS","uncorrected_woProl_gd"
"205",0.978808082981074,"NIC6","DWLS","uncorrected_woProl_gd"
"206",0.968086001034191,"NIC7","DWLS","uncorrected_woProl_gd"
"207",0.914127062582087,"S52","DWLS","uncorrected_woProl_gd"
"208",0.896296432102004,"NIC12nova","DWLS","uncorrected_woProl_gdwoOthers"
"209",0.856841675202493,"NIC12","DWLS","uncorrected_woProl_gdwoOthers"
"210",0.193567068185104,"NIC13","DWLS","uncorrected_woProl_gdwoOthers"
"211",0.62322382631511,"NIC15","DWLS","uncorrected_woProl_gdwoOthers"
"212",0.978925485009239,"NIC16","DWLS","uncorrected_woProl_gdwoOthers"
"213",0.800318126346445,"NIC17","DWLS","uncorrected_woProl_gdwoOthers"
"214",0.904051280776131,"NIC18","DWLS","uncorrected_woProl_gdwoOthers"
"215",0.930346064452119,"NIC19","DWLS","uncorrected_woProl_gdwoOthers"
"216",0.996333495934703,"NIC20","DWLS","uncorrected_woProl_gdwoOthers"
"217",0.916911824586259,"NIC21","DWLS","uncorrected_woProl_gdwoOthers"
"218",0.85161510496419,"NIC22nova","DWLS","uncorrected_woProl_gdwoOthers"
"219",0.751490844094281,"NIC22","DWLS","uncorrected_woProl_gdwoOthers"
"220",0.910358505718609,"NIC23","DWLS","uncorrected_woProl_gdwoOthers"
"221",0.514965317799558,"NIC24","DWLS","uncorrected_woProl_gdwoOthers"
"222",0.976999863164504,"NIC25","DWLS","uncorrected_woProl_gdwoOthers"
"223",0.875519918538376,"NIC27","DWLS","uncorrected_woProl_gdwoOthers"
"224",0.56082619129962,"NIC29","DWLS","uncorrected_woProl_gdwoOthers"
"225",-0.126871821475394,"NIC3","DWLS","uncorrected_woProl_gdwoOthers"
"226",0.474424229957034,"NIC4","DWLS","uncorrected_woProl_gdwoOthers"
"227",0.952078695578132,"NIC5","DWLS","uncorrected_woProl_gdwoOthers"
"228",0.978808082981074,"NIC6","DWLS","uncorrected_woProl_gdwoOthers"
"229",0.968086001034191,"NIC7","DWLS","uncorrected_woProl_gdwoOthers"
"230",0.914127062582086,"S52","DWLS","uncorrected_woProl_gdwoOthers"
"231",-0.215645737052224,"NIC12nova","MOMF","uncorrected_woProl_gd"
"232",-0.192889427291934,"NIC12","MOMF","uncorrected_woProl_gd"
"233",-0.11762687221097,"NIC13","MOMF","uncorrected_woProl_gd"
"234",0.00512321011868447,"NIC15","MOMF","uncorrected_woProl_gd"
"235",-0.150954033363591,"NIC16","MOMF","uncorrected_woProl_gd"
"236",-0.144383737578517,"NIC17","MOMF","uncorrected_woProl_gd"
"237",-0.153855746557444,"NIC18","MOMF","uncorrected_woProl_gd"
"238",-0.0641465472667716,"NIC19","MOMF","uncorrected_woProl_gd"
"239",-0.0907180228967891,"NIC20","MOMF","uncorrected_woProl_gd"
"240",-0.18848769828807,"NIC21","MOMF","uncorrected_woProl_gd"
"241",-0.222572587420356,"NIC22nova","MOMF","uncorrected_woProl_gd"
